,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.011261300700064463,0.09290147734610586,0.07688686226649195,0.12316733779052942,-0.02526687242644327,0.006156319447352833,0.04033445480831512,0.04187193945315663,0.034891840845683975,-0.018272131709941904,0.1499313694116155
HALLMARK_ALLOGRAFT_REJECTION,-0.03436888473508171,0.06141267939567579,0.04096406926555981,0.10789382403411425,-0.039447323222269605,0.0021627151420448576,-0.04269723017999272,0.015420924054913394,0.01570498572986806,0.0017591165631139114,-0.004196779734089232
HALLMARK_ANDROGEN_RESPONSE,-0.01452608153183265,0.018875811236479478,0.07535674840859947,0.10213236698218005,-0.03030294118297113,0.05126282421786842,-0.03692409774435775,0.029062473513402704,-0.02152818925185689,0.007958636525872564,0.08441486009165741
HALLMARK_ANGIOGENESIS,-0.03341768252636194,-0.061087683146283954,0.024288410644189167,0.12698888298816693,0.028646604359670758,-0.018990667476569863,-0.03623640362155477,-0.018463909335052178,0.04912222932231762,-0.007179578939840408,-0.07440003095240738
HALLMARK_APICAL_JUNCTION,0.08756958514556965,0.10324960091628486,0.05305950403679944,0.14035683565299362,0.0018098812254031663,0.03452319548902901,-0.0013685198365630713,0.04832704492247041,0.03179493628550922,-0.002126708863333033,0.11931347081346315
HALLMARK_APICAL_SURFACE,0.07207349486788477,0.04179195305890223,-0.0027478694391923843,-0.00912963158234473,-0.05804033495886607,0.04802334399415833,-0.03688378316954083,-0.017961289119578932,-0.04555545485480448,0.015043038217700519,0.1218877913348529
HALLMARK_APOPTOSIS,-0.012719341698453271,-0.002240591359395288,0.011704023479169504,0.04107812299786964,0.02625870222160948,-0.07571843183095167,0.04645983850772081,-0.04783642133715096,0.04275750652826978,-0.007126921929137181,0.04233161858265391
HALLMARK_BILE_ACID_METABOLISM,0.048368665136661014,0.004728657560592152,0.011915639823426073,0.12382068513412531,-0.06055198247092679,0.048104485505589496,0.04641653766810264,0.07732122301327471,-0.0422506336828294,-0.035460291993202685,0.1145063415696246
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07667594136050458,0.05911137574503442,0.059057920883857855,0.046917729811903564,0.041886437718921754,0.05670756895148409,0.03673434194670095,0.045420235534689914,-0.024953496926191525,0.022189880143980663,0.19231823067228124
HALLMARK_COAGULATION,-0.01437752980744069,0.03604494810546982,0.024039909123036985,0.11099737939832709,-0.031823052789654166,0.02350910451221225,-0.04587325077890315,0.03083044483580199,0.027203938212734296,-0.06474475184986389,0.06249183198633068
