,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.001012007972880313,0.10022917891325828,0.08358229409938213,-0.017358679736110116,-0.010322746945754985,-0.0001820462582286841,0.12690343086136563,0.08178112690792891,-0.10038304093608656,0.03757603674722141,-0.003632016236047831,0.022247904045820537,0.009547631733712243,0.04529835607271097,0.0396212055673853,0.19222748218889213
HALLMARK_ALLOGRAFT_REJECTION,0.01863748408688168,0.05096722761029147,-0.060565222747327625,-0.17947645741865156,-0.01013276800493482,-0.11183879106184254,-0.30756696457998284,-0.11106834211007766,-0.0007082433856618512,0.04088101742621126,0.043525421779904365,0.0019271882763102978,0.021366622808355055,0.02815053279932917,0.039888438388527014,-0.004225589394706227
HALLMARK_ANDROGEN_RESPONSE,-0.006231671203576873,0.08444981200228825,0.03812893864024221,-0.1747589630044873,-0.04946481648095352,-0.024612453910751175,-0.15658085246360656,-0.09430791716003921,-0.06128587555803858,0.04485379040572189,0.018339726763988314,0.03590184610108639,-0.014994279076703431,0.048167325005265035,-0.01692560711847784,0.015393291718388265
HALLMARK_ANGIOGENESIS,-0.0017134038689094189,-0.1065683478529972,-0.04304298203427954,-0.18135147204746177,-0.0318760448938002,-0.07037376251066095,-0.26496637957892,-0.2416804465898284,0.0894249883490691,-0.031132624294681537,0.0517735444892683,0.06091307893010566,-0.02530938170873233,-0.013441742250955655,-0.19141202293150036,-0.18259116119079705
HALLMARK_APICAL_JUNCTION,-0.007771497030026893,0.016677977828424912,0.021114242886473483,-0.1243277317749697,-0.0678610400737091,-0.0066394742920756495,0.04911407522071666,-0.14968085299506156,-0.09860820981861515,0.03780068463705197,-0.016161375310856946,0.02377036159905712,0.04069389485227913,0.06247693607189795,0.004774474598070201,0.26831567115867516
HALLMARK_APICAL_SURFACE,-0.014506658877831516,0.020913733122791874,0.04217037771234179,0.12866109726331434,0.011033953152574126,0.07245033653254561,0.206653523769757,-0.044586664504583165,-0.061778245439933634,-0.016622715498430814,-0.03426729283440764,0.004954566679305727,0.06443288295570608,0.06083053045422618,0.18212785430770848,0.10851914421539893
HALLMARK_APOPTOSIS,0.037892926274006006,0.026670947286528954,-0.02687863851109509,-0.011105690578392453,-0.004051102911887178,-0.06589879054446905,-0.07610036688823807,0.1427707886044375,-0.009761486094515343,0.02664642241773939,0.0021889127154036078,-0.03449560481772802,-0.03278162969215017,-0.04872620273710041,0.0799595476024751,0.09057673377437675
HALLMARK_BILE_ACID_METABOLISM,-0.017389087884718255,0.04272834742297899,-0.005427353433054608,-0.15384690542787569,-0.01410490944551997,-0.05314093517635855,-0.07384763656081957,-0.059109355970623216,-0.04085299009301109,0.027084810038059126,0.015418117181561919,0.05148794597733166,0.03730394112945158,0.04760888068739262,-0.018727083072943053,-0.0004898997766855465
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.028319985832335488,-0.022890167757555355,-0.010326097512167346,-0.13949294194660292,0.024074819502729324,-0.05198103088540787,-0.3108878885459496,-0.18429348779337454,-0.08673770185845309,0.03700245024341244,-0.027085359301461394,-0.0560709540741215,-0.03875555004198947,0.0354380839782848,-0.0024415279918607214,0.0813664564689741
HALLMARK_COAGULATION,-0.007207929081968313,0.025534259481069736,-0.06760619218783787,-0.19935507196381907,-0.01587525708721167,-0.12832192267797582,-0.37564292503286006,-0.1317614350097609,-0.0792969100054337,0.032325632918909615,0.011005792866916808,-0.008140346882578264,0.0688761014606944,0.011674485502969534,0.01625828584796663,-0.10377750386564033
HALLMARK_COMPLEMENT,-0.026466232063800766,0.09893908351677595,0.03012064131590347,-0.13161170807923464,-0.004377021653832395,0.03288371051008304,-0.21194568843783643,0.07313189853044302,-0.01764847112299878,-0.006592799467248172,0.025695841171208687,0.013051476187706853,0.06991959189918251,0.034787282452080556,0.035119005153353,0.14414082274742793
HALLMARK_DNA_REPAIR,-0.01805442497625344,0.06769996358603342,0.07656467061887773,-0.10172928827429396,0.00924474495499192,-0.018035473438804458,0.18994991316445062,-0.09822128773715372,-0.07639197757817788,0.03983939932045245,0.003723780217678082,0.028330822751313534,0.033209574233568344,0.06007072444602847,-0.08143528223168264,0.18834229293064728
HALLMARK_E2F_TARGETS,-0.019734342419057607,0.05449688100610137,-0.015321835435395607,-0.1250575187478558,-0.05325543948569789,0.03138566415324753,0.23491828981825721,-0.12351094979061801,0.042529017527988495,0.043288241193297196,0.029433644811432066,-0.019192678997021706,-0.033062232606989754,0.08343966034415688,-0.05736416476514119,0.15852463860492785
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.030701828036914455,-0.07576499790598719,-0.033735293459073806,-0.16185232737879884,-0.019076838881004025,-0.11930646908337166,-0.31889236449314307,-0.20818729128761493,0.011103469784043874,0.01590151888652427,-0.009604222253909053,0.05301519939910879,0.04139820235675456,0.022812019843145463,-0.14167895530701205,0.08053725912926188
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04998040379569191,0.08676483714664207,0.07407562535290489,-0.019449350206990575,-0.011901336571722819,-0.03199469932467426,0.2775724750823465,0.2114953875438271,-0.08610534653027328,0.0034260754209373295,-0.0011265519965596126,-0.010297234735671247,0.08205025245125681,0.02187413813657617,-0.08077857698972292,0.15509375618939183
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.031267787565071904,0.07491486392503105,0.029016291240232403,0.09874010425108316,-0.007804001331451666,0.011985406409885328,-0.06576498612579529,-0.18061994944076687,-0.03967368907072853,0.06946553576881927,-0.05083054648724943,0.05041243620293757,-0.0022099394786633886,0.03897327631540384,0.13188442443785067,0.1355885643736985
HALLMARK_FATTY_ACID_METABOLISM,0.04020542864468239,0.007561262214335747,0.03558286908689471,-0.12415608573134573,0.014824396235256781,-0.011207152547658592,-0.0050617507772987924,0.13027730615524388,-0.02839558949785758,0.037422629601604085,-0.00232568849933782,0.020934999638451943,0.014701590317998373,0.0551286930131814,-0.08231726588587006,0.09090904319591586
HALLMARK_G2M_CHECKPOINT,-0.048414987631711946,-0.020144682567990638,-0.024004150038005302,-0.14484525392359787,-0.038535345945254366,-0.028032116004518135,-0.08375160479484342,-0.18283666862737957,0.04845256904102599,0.009741018662882905,0.0053921472813297806,0.06833368041049917,-0.015602203627423242,0.05984679215788112,-0.13799748518566457,0.11922916985925483
HALLMARK_GLYCOLYSIS,-0.010333888465545771,-0.05481534551883538,0.09400942481211096,-0.055821697797059255,0.04099371138287662,0.07858452535733496,0.32967108520813565,-0.02925060971709916,-0.04582225240701958,0.03335769807376623,-0.044843141920477406,-0.0041943965819266375,-0.0025691334000599027,0.07549189089385801,0.020013147867953034,0.205537018820109
