,UKF248,UKF259,UKF334,ZH1007nec,ZH8811Abulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05383469208178297,0.025334994768034306,0.02785061937402409,0.044897921931164084,0.11408428267351275,0.08261758793471279,0.04950934708982464
HALLMARK_ALLOGRAFT_REJECTION,0.010941483333353794,-0.03194353632914785,-0.016874586946824734,0.12440473425533811,0.14777622205634283,0.03961140361221016,0.057443424281901044
HALLMARK_ANDROGEN_RESPONSE,0.07271983545629118,0.023485351594625854,-0.0006893481958004879,0.059302517719094505,0.10613698344156147,0.05432391852585175,0.051354234260026686
HALLMARK_ANGIOGENESIS,0.00932504521626694,-0.0012015897725901066,0.03946943605856814,0.036308743743140214,0.08970845984784044,0.003780611019002052,0.03383283420501396
HALLMARK_APICAL_JUNCTION,0.029137244481044915,0.025917790009047224,0.05738304384738416,0.0012713835149056726,0.08076708144744438,0.11092386370641294,0.05977522569519966
HALLMARK_APICAL_SURFACE,-0.0010277193523359834,0.031246526441957936,0.11156777550636551,-0.05174567663434997,0.07550928921451397,0.09804525315999982,-0.019694120951464
HALLMARK_APOPTOSIS,0.00532589273234041,0.04230403199894023,-0.012563315532245625,-0.04153519064449752,-0.026372139908315266,-0.00020054952402477093,0.009194520544200894
HALLMARK_BILE_ACID_METABOLISM,-0.0035524618632001696,-0.008645020456197715,0.06103309604918361,-0.017471378669388787,0.08615404798545745,0.08578442918991772,0.061094477177586044
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00877325357069603,0.027152256797289845,0.08377382376405941,0.014365927582347152,0.13296347250120497,0.07350805346401114,0.09010757790363963
HALLMARK_COAGULATION,0.0008643361133489761,-0.00661800968414529,0.021615819209762806,-0.02527004718117057,0.1259400724396538,0.08315682126421844,0.01764143960109197
HALLMARK_COMPLEMENT,0.016152386954171375,0.0003872258089547692,-0.032950215047858014,0.1276162992173637,0.11843452824362602,0.04273875193854639,0.02236747014903389
HALLMARK_DNA_REPAIR,0.029317294715568574,0.017205376776522775,0.05086927598845747,0.021158956738794504,0.11019945133480524,0.10169844611457753,0.1256802595636195
HALLMARK_E2F_TARGETS,0.016393021996846148,0.03106899872665183,0.0043344237956849,-0.018554378618632437,0.11802664931608343,0.09239059997162515,0.07895351913044737
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.005682114389406014,0.009106433379637551,0.04113918946254834,-0.023820025745912476,0.0782659959544278,0.08020409815192478,0.011952470014706024
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06417928356816886,0.045324245609335824,-0.02944118607487402,0.0005619585749491768,0.04062934385192194,0.11579839004138859,0.056175693179651535
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.00377811787847067,-0.032471938469572095,0.085340544160311,0.04379397972673901,0.1308010975132208,0.027127119933681238,0.018442731689463303
HALLMARK_FATTY_ACID_METABOLISM,0.036177463062774536,0.010177849939749952,-0.02657424325548016,0.1523283054279031,-0.002703914169037458,0.08128213422157038,0.07065182082850323
HALLMARK_G2M_CHECKPOINT,0.016953475180975657,0.04675279748282479,0.06918766481745502,0.030257181660731797,0.08229757966846776,0.07110161281323406,0.08961736615171763
HALLMARK_GLYCOLYSIS,0.04686868371674338,0.013437205137349873,0.07008838796145705,-0.006444507468601259,0.08449046533084299,0.0886178103153275,0.007186447586474289
HALLMARK_HEDGEHOG_SIGNALING,0.0766840651142179,0.010039107218160686,0.02415648839952986,-0.07589485369120286,0.03181405056055313,0.04050082941038517,-0.048161657789079396
HALLMARK_HEME_METABOLISM,0.07641293219136816,0.019310379884551365,0.03497772990500558,0.10916498744813455,0.1033106491794718,0.11851869395195401,0.03631846057070633
HALLMARK_HYPOXIA,-0.002805760816759315,0.013015156405144522,0.06435733445017663,0.12537073809538113,-0.06533613084843734,-0.01734265987996996,0.04181693383910965
HALLMARK_IL2_STAT5_SIGNALING,0.03746656333413728,0.00998971041096823,0.006203117958537568,0.10611073122739668,0.11876160952068662,0.09943148003046541,0.07408491350324403
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.04345353936786781,0.02233539617788946,-0.024151833677789083,0.13575683916274808,0.09746983538722265,0.08441039224374972,0.04515690639834531
HALLMARK_INFLAMMATORY_RESPONSE,-0.010603400349326265,-0.008407203916064783,0.026578519663509628,0.12115962782918248,0.040426336204844954,0.04136994877579575,0.025470875846441372
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0330300865150155,0.006540448682850809,0.04795316074711769,0.023996777412334008,0.11702085921548905,0.09279261478015675,-0.009630558571675323
