,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.12258120007285547,0.1134861306018455,0.05095951659640707,0.06325238988196288,0.03671700179263502,-0.017085901197539707,-0.06106518573047883,0.04631166465569464,0.0283146349283451,-0.05167818150601603,0.02876427968995939,0.07671897724094547,0.1302317817538383,0.09114562606318088,0.12594898248637312,0.059355713939613065,0.025485031119972416
HALLMARK_ALLOGRAFT_REJECTION,-0.05692543041541651,-0.04783602317302548,0.03449402909498889,0.03794936936904098,-0.08620092379431221,-0.037734912925399926,-0.07234765670383958,-0.0012607676437921872,0.06119407322327273,-0.003290963093175917,0.031229844508146035,0.009885676937357457,0.020733366170170204,0.1356917687545139,0.06190726812106912,0.015232206008017309,0.0056777029554109576
HALLMARK_ANDROGEN_RESPONSE,0.12059981210306694,0.12894369460697247,0.06272691177476741,0.038624193898362615,0.02731834579419235,0.0751347932726414,0.05395667096314703,0.020853038382861833,0.02771056786784422,-0.03167835518720922,0.046363734125720826,0.08054344571550887,0.09367300205943417,0.03688503731066317,0.08463169963832815,-0.014902102685442927,0.009058462904899041
HALLMARK_ANGIOGENESIS,0.01853801046508472,0.03443622867693883,-0.004143760071908545,0.032001774475237554,0.07967212938607852,0.06684675961457515,-0.004105591049728622,0.04209604593600277,0.0798212897462172,0.006052895052196447,0.14416246001121016,-0.09926116869848327,0.07853822236524224,0.07523946336856158,-0.11750866158020061,-0.08345776377210967,-0.028972635914724355
HALLMARK_APICAL_JUNCTION,0.13822862457847077,0.09981768756358259,0.037911040986941244,0.06251899749604241,0.046158830703362075,-0.003910314541100568,-0.021149977632676554,0.06634265492489855,0.06906329869337052,-0.044098173609465906,0.053277635892270914,0.11133687184037386,0.12145428512205979,0.05149196851355953,0.1129207247683908,0.03993948103733336,-0.021805637458322764
HALLMARK_APICAL_SURFACE,0.14528665761182233,0.08820743516999745,0.04652969992051684,-0.012749814024295692,0.005530429062213716,-0.07024935569813298,0.008193718783179448,-0.044299581130110344,0.04119480531465028,-0.007023866993149321,0.059238053726683906,0.08465103773049516,-0.05731738314513926,-0.005637742591062394,0.061136250044709864,0.04577680185801551,-0.001162133846531525
HALLMARK_APOPTOSIS,0.057997827746750386,0.05109224392157153,0.0008426879320227057,0.0091911123196196,0.007742967311830346,0.04686116624988763,0.028655476704875216,-0.0012350428248930284,0.05445188079178724,0.019216968747205982,-0.052652714927901204,-0.003684507176598562,-0.03831639712568005,0.09561116230584647,-0.05316649901222789,-0.0308144051639879,0.04330492404722746
HALLMARK_BILE_ACID_METABOLISM,0.111784048798011,0.12004856125904452,-0.028554588577148352,0.08215953188085343,0.04790474447622377,-0.0026203930145649755,-0.03274316341860093,0.0732996704362256,0.06328455491103226,-0.0444580886810047,0.00783770698747936,0.10612629437074265,0.0861138254092863,-0.03572339403799951,0.11056212331663202,0.07670736844355297,0.015780788807655446
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.14248929150253545,0.12614022706370398,-0.01334647356441687,0.04544867713856839,-0.0013478589215591408,-0.01730365229726385,-0.0171356235368631,0.04036008480128153,0.015167639698405743,0.0015794319619781368,0.015070443489913937,0.013533333240478139,0.022042931210618233,-0.021796705599431115,0.1255685653762015,0.05158413221096206,0.04010774344695517
HALLMARK_COAGULATION,-0.04692807150524329,0.10100657146527402,0.0607307508346722,-0.017665932999434253,0.008005905048633957,-0.028195868775484155,0.013430633686165384,0.02748045675882855,0.047603046238499,0.00012947133570800597,-0.0008108616402181104,0.06343901876300659,0.039012954128010015,0.11709924798614305,0.04208757859575005,-0.023579406545138775,-0.02868513692041938
HALLMARK_COMPLEMENT,0.004471734998440068,0.007730419752264582,0.009640819122190487,0.05279124560712476,0.019237159667376328,-0.01919975367511449,-0.004911145966405391,-0.0005389467539341462,0.08371525128494801,-0.05567169610985065,0.022150001265991634,0.013228203206664554,0.0795450810668227,0.13611045066539093,0.05864025665317238,0.05922887091529005,0.03972583499930801
HALLMARK_DNA_REPAIR,0.13826453812034098,0.0965552937584709,0.030373935748631228,0.08988547479576835,0.03536926287917117,0.06662488734199724,0.008827754296062931,0.05594792225939042,0.07200744361540955,-0.03961919664286748,0.07868995414483554,0.10705694897623531,0.07701861975508989,0.12264064073456091,0.1336297308023276,0.07230850561473554,0.020659430286729657
HALLMARK_E2F_TARGETS,0.18599048012291947,0.11530544735385771,0.031739051603032906,0.0642050198642073,0.024433795213118576,-0.014185385539379624,-0.06294965946639777,0.06035282363127565,0.03047680684073968,-0.04445087209835146,0.034360250622511405,0.07712273637695555,0.055804576737203966,0.032569063276410036,0.06578702665512476,0.09051059418339322,0.016560298045920994
