,UKF248,UKF296,ZH1019T1,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,-0.003978364968584895,0.03290905614009284,-0.08960452250754793,0.08587502980724313,-0.018237377406045495
HALLMARK_ALLOGRAFT_REJECTION,0.014808312901790965,-0.014946520065632457,0.07413042449423426,0.09761649834607011,0.015463023343391011
HALLMARK_ANDROGEN_RESPONSE,-0.016665589767994416,0.040161358402058735,-0.040520031465468224,0.07402527138905989,-0.0014076824602879256
HALLMARK_ANGIOGENESIS,0.022966395684140703,-0.003045210585580381,0.0367333283462215,0.013825922360358275,-0.02464901005202127
HALLMARK_APICAL_JUNCTION,0.003928841369776419,0.005059587572797262,-0.05711482774920092,0.09388231159275423,0.017392234171202857
HALLMARK_APICAL_SURFACE,-0.0740072627777707,0.041751509515886596,-0.0758634178318149,0.10155874262670143,-0.02429608780586214
HALLMARK_APOPTOSIS,-0.002528697968926154,0.005869426212727579,0.019244935104689487,-0.03989984950032773,0.005790761413569318
HALLMARK_BILE_ACID_METABOLISM,0.020931791815708506,-0.005233115680701841,-0.10550424202782407,0.06516989228134089,-0.01800447617173995
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04973756082086881,0.0005193121984841235,-0.04141421852816379,0.08196600978784666,0.012878975186106669
HALLMARK_COAGULATION,0.0029330460852716738,0.0546883490761182,0.0024615836055224285,0.0779714035489782,-0.044261649614138206
HALLMARK_COMPLEMENT,-0.01065065618026712,0.011918146932923694,0.0048835299765041815,0.03421160217615919,0.0021234832456363153
HALLMARK_DNA_REPAIR,-0.0105217207900155,0.031054875512332797,-0.09864089899034101,0.09064854466852827,0.051395905073439475
HALLMARK_E2F_TARGETS,-0.003364895211138122,0.02959448272140814,-0.057424755294334134,0.10786224684803544,0.022151287556675878
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.00339405734807921,0.03623878814723225,0.009494320150393646,-0.009408266645362632,-0.015836753108312753
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03171033830606225,-0.01103531759003504,-0.08196136141669565,0.035742174718101094,0.0021549099211445014
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.06817683204271037,0.019240823596446934,-0.06425106646606374,0.12503696292920444,0.05325936835654769
HALLMARK_FATTY_ACID_METABOLISM,0.004499589350162301,-0.035336870727968914,0.005247491088835684,0.0032131393918809286,0.03293032382947853
HALLMARK_G2M_CHECKPOINT,-0.026944309618128073,-0.005621024780483445,-0.07137966722143924,0.11581731752502576,0.05650900370557147
HALLMARK_GLYCOLYSIS,-0.025108113668979287,0.01061118623508574,-0.0040572049768775546,0.09552592811284454,0.04779323944614196
HALLMARK_HEDGEHOG_SIGNALING,-0.06428368621103288,-0.0158345339773619,-0.05372573285542668,0.05341871337520674,0.0400115275181356
HALLMARK_HEME_METABOLISM,-0.030271550040878982,0.02697313000709493,-0.05156616048218397,0.08846583014104942,0.05583819762908631
HALLMARK_HYPOXIA,0.02222961746806755,0.013002205259225352,0.012315088358804334,-0.10799630559130585,-0.010004037889846539
HALLMARK_IL2_STAT5_SIGNALING,-0.04439388992371288,0.03269270110736012,-0.04833224090801462,0.06261125559529998,0.011049203251723667
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.04367190124210109,-0.03766502879176724,-0.019485942851562375,0.0645278261237641,-0.01590600569495652
HALLMARK_INFLAMMATORY_RESPONSE,-0.019994386810148992,0.04341998077813839,-0.046530639525703736,-0.07204269400121305,-0.03314750305678622
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.010146293892130925,0.03264852148420621,0.013562581243534932,0.10671603471786008,-0.003945806299031615
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.01762273688791301,-0.012806967350355953,-0.006150763540122595,0.025110719042984217,0.010525720970028398
HALLMARK_KRAS_SIGNALING_DN,-0.06746794316594577,0.014593135762810216,-0.02192048183834904,0.08524955245300804,0.045301352018714415
HALLMARK_KRAS_SIGNALING_UP,-0.029929007965491677,0.022558850811887802,-0.036476298694712646,0.07053366342082447,0.040246420011047175
HALLMARK_MITOTIC_SPINDLE,-0.055273357055389896,0.008258489015061604,-0.04019053025226688,0.10353780381652115,0.04472108218917772
HALLMARK_MTORC1_SIGNALING,-0.021593116343952903,0.020196226056728297,0.061614266242573164,-0.021215602079918006,0.0013930661153023884
HALLMARK_MYC_TARGETS_V1,-0.034164770678294605,0.0038755790954616916,-0.06994673665657522,0.10169966891994438,0.06451366057485326
HALLMARK_MYC_TARGETS_V2,-0.005045527127431041,0.011663595604167576,0.004184901449615478,0.06017988319468753,0.020927058297995363
HALLMARK_MYOGENESIS,-0.0035660940445042776,0.049508567361879106,-0.10721001260179461,0.09420802256790076,0.010573863281242737
HALLMARK_NOTCH_SIGNALING,-0.05796804785713425,-0.007122464915449144,-0.015049088879356735,0.09251214361928307,0.008774541732147154
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.01800293485177191,-0.0033816218558019077,-0.07348501674855466,0.09121898675872853,0.05610641602875521
HALLMARK_P53_PATHWAY,-0.019691677690229628,0.00889899709550028,-0.0576366586223617,0.05212390027807594,0.03983529779717803
HALLMARK_PANCREAS_BETA_CELLS,-0.05014512668403815,0.05833114939783464,-0.046908239854976906,0.08932183385457533,0.06496286744344108
HALLMARK_PEROXISOME,-0.05237246643666875,0.049175745468142844,-0.07145321878643242,0.0985345199548303,0.04044892821044713
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.017910141633879207,0.02376331091030214,-0.050861040801436504,0.1224052574398439,0.05486621935679184
HALLMARK_PROTEIN_SECRETION,-0.04451000933088843,0.022403255641065968,-0.08528604580434129,0.0904761840936742,0.019195486222047906
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0440440432880144,0.04308091369470912,-0.04815986347398127,0.06476889174622606,0.01283978620310548
HALLMARK_SPERMATOGENESIS,-0.06026809548697061,0.0010507305046649235,0.003797480884144312,0.09766332085389913,0.06676311726848429
HALLMARK_TGF_BETA_SIGNALING,-0.047062854152048056,-0.03149297622782726,-0.03332955876842348,0.07838887469590443,-0.011613442982676445
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.02740133087487407,-0.00826393544646488,0.008956523042870129,0.021810282764745028,-0.022285708849285817
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.027366945537276737,-0.03342825057789798,-0.055935642289725106,0.07701250322224294,0.023000650712636697
HALLMARK_UV_RESPONSE_DN,-0.008932591692632606,0.022009707974036417,-0.05648594294061637,0.06441645704401254,-0.012706841349394978
HALLMARK_UV_RESPONSE_UP,-0.012828003698141575,-0.020859482866227356,-0.14190988401175159,0.061177901807656726,0.030176435850755343
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.044320132566004596,0.011316645527917772,-0.0472241797896191,0.023285072014677263,-0.030855724448830803
HALLMARK_XENOBIOTIC_METABOLISM,-0.03734750951675729,0.03331667698300298,-0.0753266116551549,0.05977522805304293,-0.029834342156921927
