,MGH258,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.02659805172912006,-0.015359523092884554,-0.018390428864018947,0.06208611429021832,-0.00875053026365442,0.0033795848532267954,0.010617416991277023,0.02601144315314379,0.09198534100472577,0.1568641950329054,0.03901431837040246,0.12246357117523013,0.0693802610479432,0.10037641168444919,-0.01579224102040684,-0.0018634101027644799,0.11254924649945193,-0.006107971356342381
HALLMARK_ALLOGRAFT_REJECTION,0.060158622085775375,-0.017885700338293214,-0.030094719511843254,0.04522548680162044,-0.012105212184714716,-0.01785352436307306,0.045845107990650814,0.005218083001348744,-0.10726357086875374,0.147532413827754,0.0071310672108623185,0.14444754181351535,0.07318505207155408,0.05724466293510461,0.016208933226969372,0.014346278538140318,0.08838417624794657,0.12152563720710445
HALLMARK_ANDROGEN_RESPONSE,0.028559308892426388,-0.006195467721404399,-0.021519498265689906,0.0034683743208558937,0.058782673749274546,-0.047135216488386214,0.01717896250272709,-0.013274249082870107,-0.03441026481987723,0.1050221089456909,0.015163158438897045,0.1006316669290791,0.07750129724800749,0.11946245108500016,0.025384540562168163,0.022777946132508758,0.0584233107220212,0.051473066390638283
HALLMARK_ANGIOGENESIS,-0.021068768976013095,0.08091353072696847,0.0358527814742603,0.030926951724433206,-0.12188522613870867,-0.08100798056601678,-0.026263748739913235,0.026089391798033216,-0.14218194195183192,-0.061096982828528476,0.032930560357261426,0.14214873279517518,0.025727841327027455,-0.058685325037464854,0.0026720158790491675,-0.019290124078481304,-0.05911436069804269,0.04773357205835478
HALLMARK_APICAL_JUNCTION,-0.032427072900390076,-0.02317950383033663,0.013299932995048537,0.037721889295746006,0.021011758407472037,-0.051631257001383386,-0.011140502469065484,0.08309085699143763,0.04639152232771627,0.19920309404756778,-0.046916258185972455,0.15254672500121258,0.04895234883743993,0.09943626344518605,-0.009180296859985058,0.014339520699330154,0.08664706215764989,0.05425320772809551
HALLMARK_APICAL_SURFACE,-0.006714885396443351,-0.047916220355637834,0.035848454865174226,0.02094215983784105,-0.03221970686535373,0.04385163560594056,0.03301406500650996,-0.025284530091709688,0.06339764076924463,0.17184283678997306,-0.036500077603763455,0.03744201282625604,0.043618689443649813,0.07000621304020578,-0.005571541909692453,-0.000900690266082671,0.07106102971424397,0.015690895266443832
HALLMARK_APOPTOSIS,-0.015602165770480627,0.003023995344756553,-0.004666658392799386,0.010143483217814908,0.0584095732284613,0.028056888094937983,-0.02030748613748418,0.014658318071371438,0.09430744753848559,-0.009333675546415903,-0.004631897212113437,0.04460101355775081,-0.05860997977700173,-0.05514442035867478,0.018296872691001047,0.0021638059855198827,0.06720469270354808,0.09379892364632797
HALLMARK_BILE_ACID_METABOLISM,-0.01260813989887204,-0.0483373782748314,-0.00827450330985635,-0.029307784540383068,-0.08196803685116394,-0.045678797863737665,0.022829245405500527,0.03649865383656683,0.04109563274945523,0.04633002081201699,0.005839715089706634,0.14016917029402048,0.06331244499428244,0.11834842214520261,0.008579284245687522,0.016180612006399538,0.0811356622264674,-0.01842943443916499
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0148399753196375,-0.0316612967654476,0.0024166158275359105,-6.384506778860086e-07,0.023776602372263176,-0.04598002403542255,-0.0220726452674867,-0.0014893617843844257,-0.056322363329989425,0.17470096463874465,-0.02521048056343133,0.10431137075883079,0.07660845769460409,0.08459737293101191,-0.010695532980883935,0.002483071783115309,0.1024690209961413,-0.042187949497888844
HALLMARK_COAGULATION,0.1072099759594967,0.006467435957644704,-0.0005833139911703503,-0.026215191973293486,0.02913197143850021,0.010274267264560242,0.052640308092823836,-0.025269431524152255,-0.09808430485052996,0.13074578786572033,-0.025536951235954543,0.18674003142683016,0.04827597360905962,0.031110364781956598,-0.030516705825802192,0.0081715301534928,0.10501071015845918,0.05322523869405944
