,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06986055440956093,0.05260370719861442,0.014734823837937304,0.04046316945994207,0.0009302528507631123,0.03694164581675024,0.038296192751495275,0.05288892998673272,0.0242471341715955,0.08468250320324044,0.08595730822068239,-0.036214540114607285
HALLMARK_ALLOGRAFT_REJECTION,0.008267683427309564,0.030113695694345976,0.022028974950078387,0.08185666820662296,-0.0316403425966501,0.10816453345571676,0.0065190183519111475,0.0647740127845529,0.03345941748363978,0.07158398016474771,-0.04279915225565319,-0.05642950873299737
HALLMARK_ANDROGEN_RESPONSE,0.03911275164065005,-0.04435425426586551,0.053133401173313596,0.007222436671918351,-0.034576954853216,0.07974570753352507,0.05915303537248081,0.05215115390275079,0.05439201085450522,0.10346166409080887,0.051442007065510116,0.008155441721763537
HALLMARK_ANGIOGENESIS,0.038250994985890775,-0.05321293202946183,0.0027765184998048142,-0.06826757513880025,0.07239231229158936,0.08840251907873647,-0.021814828278468933,-0.03607714580478086,-0.07584523259416623,-0.036817962108597765,0.07012899796841104,0.03879922778543049
HALLMARK_APICAL_JUNCTION,0.05583604763550986,0.014384910961225312,0.019355239762517663,0.019615980075599736,0.011079853676354206,0.05694517341853498,0.05481348867533468,0.058477617385325927,0.016514098517036252,0.03975876106356394,0.07122077556101793,0.0006181267533687245
HALLMARK_APICAL_SURFACE,-0.01280174502660068,0.00808608411822752,0.026711745260926612,0.0895740957367418,0.061524969596255245,-0.008822390996779927,0.10185140359343137,0.02679729124462626,0.0681769489169396,0.03673749671790502,0.01885802700251183,-0.04607347769592107
HALLMARK_APOPTOSIS,0.034434297919149676,-0.01991334260659523,-0.0007358672399831424,-0.0007710724043788944,0.02435085574173064,0.08453174417218733,-0.026896587297642383,0.0013896323468006416,0.012227887340113769,0.11585952402962815,-0.0019085216308787694,-0.017459194821942386
HALLMARK_BILE_ACID_METABOLISM,-0.010936679666770196,0.029412784185661872,0.060456589035887326,-0.02463855093042552,0.02107166766149403,0.07406135071687403,0.01633865283773626,0.027019220806617048,0.0067531330240363195,0.06283351510633668,0.046915453499371915,0.06532936897404906
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.10635155713932355,0.008231410550648698,0.03450576538862324,-0.07323851120598861,-0.010728777561930193,0.17708578668181862,0.06276733495730502,0.02403707202573707,0.08887946292840294,0.0751092925782011,0.07240883622196216,0.045034673477496186
HALLMARK_COAGULATION,0.035192507523560505,0.022102408427341756,0.03450583594521308,0.04451458323255227,-0.02873554502464029,0.14780743515396486,-0.008680000944596856,0.04727176109239806,-0.0026193186611062056,0.07107139027728743,0.022253127196951588,0.024345823026099857
HALLMARK_COMPLEMENT,-0.02212999671157458,-0.030102081253450527,0.006896960930802372,-0.021784934902973205,-0.010264558611726047,0.1481569864852163,0.02974967841437889,0.08370849702192004,0.025413429813510163,0.09983343971543146,0.11459629910136229,0.055393307190808296
