,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.015064982665732007,0.001738428342460922,0.04609828289607775,0.07268539929786341,0.060810419855392615,0.025953760413969205,0.08438098348069098,0.035755806846873565,0.1267122127884461,0.03154204183852308,0.07351302365276223,0.03228381264434928,0.05757766879750494,0.008866252907599575,0.06652207290663054,0.05446992030302163,0.02512914269233045,0.05525456318396583,0.05566191065569184,0.07769146512804984,0.0748320391719716,0.03872452791291995,0.17352650618632906,0.11286677119827151
HALLMARK_ALLOGRAFT_REJECTION,0.008955516820268714,-0.06316231055267825,-0.005673584621846244,-0.0002696399157912069,-0.07857602253273899,0.03446744185072348,0.0207522845488621,0.14177656406482908,0.15885472430141456,0.031268688009948455,0.0684630742925767,0.01928430548582439,0.10474552931922236,0.057476550089945726,0.10127738778677675,0.06815555771736234,0.003566009504134718,0.037517105342824604,0.0053630380728283055,0.04054294123256046,0.024278744343934518,0.0004343039736195959,0.08872319801364736,0.048771197841384915
HALLMARK_ANDROGEN_RESPONSE,-0.0013137407987783528,0.09111772831040325,0.05805414501762384,0.04176777251846193,0.029331906758539687,0.028233732956101952,0.05036560880967695,0.13032727871383015,0.16406025578844893,0.09486052551083211,0.08438796567747718,0.11856268564367622,0.14901569279356708,0.06956243912340192,0.014529720065870147,0.11746428789617142,0.01926084252302137,0.030302819366044797,0.022355999934612885,0.03554187646375365,0.029684035507075022,0.04939158317121372,0.07442345614760262,0.09730978593020764
HALLMARK_ANGIOGENESIS,-0.00665777566310394,0.0502388070366325,0.010616040053571734,0.018258542000488782,-0.011274013483787215,-0.03573156927212848,-0.05277577689100967,0.13302974974417683,0.12376530732578253,0.003651003953458124,0.034182540592366646,0.013567841537454177,-0.0013102965090753729,0.05751333057758317,0.07924277625829108,-0.022390265485849915,0.04419836007091626,-0.016629606010971763,-0.05366434065655756,0.02928855346656263,-0.009220121546026652,-0.014346420142834652,-0.15064699032545018,0.07006468637693397
HALLMARK_APICAL_JUNCTION,-0.06469219102436455,-0.002835078871053643,0.010450997182101926,0.046006554149384746,0.049912745382073964,-0.004468502454824688,0.1542473265937771,0.13082519020496633,0.13926579179464021,-0.010531780455529853,0.054940778261388976,0.07772338603831036,0.07434091551551,0.10077125315727244,0.054844175218791175,0.05237639588363639,0.02188579712046114,0.057722339995865894,0.04923138594115524,0.07802041477831365,0.03908274156539208,0.011598353988811299,0.13153666743320913,0.10167457921739786
HALLMARK_APICAL_SURFACE,-0.0813163388808878,-0.056001315443831745,-0.005864679651999199,-0.00725825559585606,0.003162221905579406,-0.06075683291468426,0.04333882807608562,-0.08022704784391928,-0.09797247808375135,0.07658667138454717,0.004676503795643646,0.0166245925015364,0.08655068356080614,0.02133055155094004,0.18395157601688503,0.06673878268441548,0.04607211220262018,0.07655816053474732,0.0582230451840116,0.016115939943945713,0.04137826876582739,0.013474428276291538,0.09152011089106937,0.05628807308392007
HALLMARK_APOPTOSIS,0.056843435684628955,-0.04645348231423063,0.014895128068631868,0.003476886850715658,0.05062305632247804,0.05333400844223352,-0.048515136791874455,-0.025742918133268972,0.045412384581475215,0.05905099981903088,0.009218722671477981,0.06909445095838651,-0.01269840882169719,-0.011552393160305098,-0.06333599892654043,-0.06352484444561375,0.029224443175080102,-0.06900445407382337,-0.04764718029935938,0.0018543389428728515,0.013720870758276915,0.03452481922828407,-0.0008915750256090585,0.07710066539871054
HALLMARK_BILE_ACID_METABOLISM,-0.05626228229265646,-0.02999362857436845,0.05547032048122056,0.024894813077592122,0.10635856138583691,0.011537333538489115,0.10271749497634863,0.06076742834280236,0.11982442889899729,0.05300931990845004,0.03336117804228807,0.10023432412049067,0.015575301872047559,0.03787039995825024,0.1280342214679824,0.060536972061732565,0.04052926489752406,0.03758104965350678,0.01730225817391865,0.05599726340843791,0.012072875828782878,0.0010534287920038981,0.19806137434720905,0.08336450946500595
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.009223792981525073,0.05415720692327981,0.0716776544689184,0.045808427807173216,0.0006723974262413684,0.03757344247914434,0.09588108114529129,0.07240418344348117,0.16521431219789354,0.002063609347711038,0.07494346928013906,0.0889209227106916,0.061011627137257975,0.09141626008296214,-0.009179027907566393,0.06952115725956179,0.018171441044939715,0.07915483358595206,0.05054989537320154,0.053150159840947044,0.06503025971299828,0.04486856306612693,0.18170447381827468,0.02450892271009233
HALLMARK_COAGULATION,0.09164738912783395,-0.015779257111379383,0.021042109655045306,0.055539230817434664,0.06393141337638594,0.04606518904641787,0.06053549440255062,0.11609704011175932,0.1480281193658069,0.04294488661917329,0.04706863502964807,0.10825256503722448,0.03149450677357637,0.07060130464821696,0.14620219464128476,-0.018685120815782368,0.0029930617149682343,0.027427421668757473,0.04475616921502016,0.070224796164043,0.07070323087296596,0.06973399935405504,0.041995681842739635,0.10062845079362426
