,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,-0.06682340275879797,-0.0625731169022348,-0.08599517829075093,0.034288372879969345,-0.08251314557549447,-0.06560627708655047,0.0519388879604315,0.12507870531467266,-0.014025548139736822,0.12137539471060829,0.013824913145749521,-0.12842772034952213,0.10984793916969453,-0.0681138305110766,-0.0078028433516204535,0.011805236560075533,0.09484904089531503
HALLMARK_ALLOGRAFT_REJECTION,0.09374064403673214,0.18276594392498927,-0.0362950806646832,0.04558427992212535,-0.029931845112810013,-0.12755137357891486,0.1143397384149573,0.13192105134448093,-0.013894570002827645,0.15978075096376407,0.07897671122991302,-0.0034062554590098505,0.11443837215478651,-0.05472318028064339,0.00959508978534856,0.05477220089475,0.15266217410299493
HALLMARK_ANDROGEN_RESPONSE,-0.006533498156036937,0.02574728059170464,-0.04709540510644326,0.019608573528499294,-0.00848935457159644,0.11261419794056966,0.07646109301193847,0.12790420294170285,0.049022689763059776,0.16854182799665246,0.05538560449434684,-0.0482309411102078,0.10255386996584535,-0.02064434047561099,0.005925327829302078,0.09099336860781139,0.1629081085627487
HALLMARK_ANGIOGENESIS,0.10818694810527404,-0.06349506422953527,0.029212801594304314,0.018965274402598938,0.04113662106099756,0.14048858857407395,0.09836279035735329,0.12365629450897542,-0.05384496567740646,0.019896101076040028,0.047357821072677476,0.21337335319826484,-0.0076015830146666736,0.014353731316839433,0.027428060244553274,0.08794852517931102,0.07252591279551386
HALLMARK_APICAL_JUNCTION,-0.09258380539833082,-0.07660950467647722,-0.08525095058973424,0.006709671736871006,-0.06643938106683585,-0.04830332975485077,0.11434958681597274,0.1330746503311989,-0.04802112996624096,0.1464077496317848,0.07362362445300125,-0.15325531515674468,0.08025695634679073,-0.07720993209434462,0.03603119317306942,-0.0019255552967728312,0.12628368774093685
HALLMARK_APICAL_SURFACE,-0.030068742348710275,0.01019404617323125,-0.09062658815432374,-0.09725626903938563,-0.010601789321326088,-0.14747411223127999,-0.04788583555791489,-0.036116811765536355,-0.005375434068181498,0.12730105712423856,-0.024674024661823394,-0.2726283282733367,0.0456614245354346,-0.10467799191818708,-0.019592913621523714,0.002319759726694382,0.1421389528703365
HALLMARK_APOPTOSIS,-0.03755543639325066,-0.07314358288911477,0.0023131822487685865,0.013674637992891358,0.021609861284753132,-0.0030597898865145274,-0.02426552257375897,0.033685759477830424,-0.005726334864478099,-0.0797337809069233,-0.048178727805693565,-0.07326968121104861,0.026978675596559646,0.13799240730618964,0.10002035350697318,0.13972223276784315,0.14228436354661958
HALLMARK_BILE_ACID_METABOLISM,-0.11476213183449634,-0.09912257003465397,-0.07697730599413695,-0.03893167984480221,-0.0831306605026067,-0.0797746753013754,0.11255699642088633,0.11817168352179439,-0.08330606314039297,-0.034455136178478424,0.024581080281301113,-0.24118827876652768,0.04615690636839926,-0.08857851874135703,-0.03739642397149329,-0.03827886585884497,0.010627980305002685
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.041930715377508296,-0.09950139219722788,-0.029337977472012135,0.010269269204843801,-0.05380609461029236,-0.023569213559668272,0.09505478560088768,0.10476000094477522,-0.02884775455168197,0.1482370340485562,0.020624917321078223,-0.04319510566207632,0.06669052264582459,-0.08373427720168311,-0.02038402027435342,-0.0457394817622219,0.0002482531136444148
HALLMARK_COAGULATION,0.15936402190330876,-0.1294124698733305,-0.07752039813669594,0.03220355461046059,-0.10492054962089109,-0.10882355539277765,0.09848409287755285,0.12131249434688626,-0.021679242599734937,0.15375111554369944,0.10512733497818888,-0.24672888744833324,0.10279124627339849,0.003852007465321106,0.053643991267205135,0.10676683346373986,0.16039987598259378
