,MGH258,UKF243,UKF248,UKF255,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0507014378099181,0.06353314296552817,0.06156796548418096,0.050168702717461676,0.019026529559825464,0.1393673092111831,0.04022207456286207,0.0016341609239849005,0.03740888661395734,0.25628723209252563,0.1237118191273164,0.020125276884666032,0.02955663360733176,0.08140762178133273,0.19872363178435976,0.05375552066286857
HALLMARK_ALLOGRAFT_REJECTION,0.05622688866336403,-0.010086960704035043,-0.021952759539986634,-0.019319894308686403,-0.055882940134604736,0.1583599993258616,0.02069657207915385,0.04149449521761716,-0.015943416038177595,0.18188486594228556,0.06986063464089208,0.012776104646214334,-0.022769229139699348,-0.013573776757410276,0.12084235577088212,-0.04812951024848764
HALLMARK_ANDROGEN_RESPONSE,0.07083943374266606,0.008333285533844026,0.03888665583568781,0.052131536435054325,0.014085478938677985,0.1267082038075088,0.06801904273292624,0.023550949647335437,0.03692099776367754,0.12513521552976195,0.0988150041765295,0.03128467516911252,0.04890336181433818,0.026087218522201115,0.1285575086142205,0.0595467229434081
HALLMARK_ANGIOGENESIS,0.022426400919777444,0.10648144387198397,0.02752589452462828,0.039478574344168176,-0.001707698074213832,0.1936458737757616,-0.028065517171442782,0.03060245457936356,-0.11688512998482552,-0.13741015019204778,-0.07837986166370443,0.01549967603247949,0.04367846102992193,-0.06515076878837224,-0.11720108004204727,0.0968279505378782
HALLMARK_APICAL_JUNCTION,0.044185408588442845,0.05215485185530409,0.00740932830095933,-0.01841434257605776,0.04964179395774943,0.1473654192463578,0.026673955649420135,0.08129884484871863,-0.01604996102698804,0.2666276890844025,0.09273064057494328,0.03242990696055049,0.03950793104932143,0.06250336334139538,0.19250804770419955,0.07970653943753227
HALLMARK_APICAL_SURFACE,-0.00958008133197538,0.07311534392662213,0.027225299812438195,-0.06262327698992494,-0.006583400646700883,-0.07459391581319161,0.059867343267573564,0.0460257298378985,0.060676118809064386,0.3014924562842664,0.10355908268255916,0.04141028219880322,0.016260729981063933,0.10383446630609516,0.13558112795428576,-0.010447795689724364
HALLMARK_APOPTOSIS,-0.037365448227395806,0.04047592933201285,-0.028088017632572182,0.022126164544989946,0.018221364957883443,0.036778571849024944,-0.0233461365384054,-0.008411253152953272,0.06011202921366749,0.09707668701891764,-0.053313136643935055,-0.03516555125672341,0.014696317651845243,0.013768125945661822,0.10192110575597327,-0.016922243113671756
HALLMARK_BILE_ACID_METABOLISM,-0.011507042644552773,0.033163836409366036,0.01783667773001176,0.02070991184623355,-0.04212623050364734,0.13545178168584449,0.019376185207033547,0.038759524006703655,0.00905410801206877,0.2763059334201556,0.1098492960032858,0.027876068059756183,0.00958147759523917,0.05883201392656237,0.1370188616325392,0.06990757127009575
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.004430094666686162,0.10877225838790903,0.04252470802388947,-0.006293921100654072,0.028374153695002888,0.0572124101591891,-0.018202445570713748,0.08283004742454096,0.058017487902006316,0.25344846440870566,0.11192378836048274,0.06001830397036262,0.07519762120058471,0.06873233057697194,0.1601286005547945,0.08165807100530825
HALLMARK_COAGULATION,0.016325580489225066,0.07514575632468537,0.017003956461958684,0.06012283813518031,0.07174031393622234,0.12570133330779565,0.028272514490158624,0.06583604140892578,0.0440870320991201,0.2685458991323772,0.07060432154382636,0.03528983167280641,0.029556112327057953,0.02045198781119799,0.13912838541706138,0.014815331589170318
