,MGH258,UKF243,UKF260,UKF266,UKF296,UKF304,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.013320894742284142,0.009388457940770282,0.001759990160048139,0.035843858376787704,0.020618325802525768,-0.07919351059515445,0.03973594891641383,0.13994137774219798,0.06339118353391712,0.1154406782120172,0.0707051857494208,0.09738655124709868,0.13659459939736895
HALLMARK_ALLOGRAFT_REJECTION,0.019200695286498516,0.01704938522283062,0.05663423808781691,0.0037133389162356655,0.02305475945146243,0.1292527345116328,0.038844751744466284,-0.006587460605726112,0.08819703391339172,0.0911085966418307,-0.005054266785704293,0.05822014771367866,-0.03366586448761504
HALLMARK_ANDROGEN_RESPONSE,0.039438551078375954,-0.04380700033160293,0.014590865137883827,0.03739627005670446,-0.03810588498776465,0.13422824978101333,0.0848653156528111,0.1310692968843831,0.0808513795981389,0.04731637449643061,0.0422955671812528,0.09973989678578878,0.1095426489853089
HALLMARK_ANGIOGENESIS,0.08306810206688059,0.0007261535682435604,-0.03630674885992721,-0.006558892997122997,-0.08437952657118317,0.11132305274996704,-0.08254925073795633,-0.06331897586322785,0.004876554901329693,0.06359268735510111,0.036071633354446186,0.0319378361195395,0.08593984315921649
HALLMARK_APICAL_JUNCTION,0.00025507586251650245,0.061456117454794935,0.04788395593542675,0.050396238056043804,0.01586020834794889,0.06553905767433325,0.07572957140286125,0.16200424390486415,0.05886611665090115,0.150169004452349,0.004266638280986207,0.09477269182554657,0.16875356873987069
HALLMARK_APICAL_SURFACE,0.04158592214255288,0.0833411152534576,0.036716292913801025,0.09706298464044079,0.08840144151681682,-0.058644757688810445,0.10158436620217409,0.1501410678395117,0.0627000862321642,0.08697640970932373,0.09345047763062601,0.11756675852730611,0.10644567483860162
HALLMARK_APOPTOSIS,0.03643591588634612,0.014102164680699797,0.07919320122071631,0.029729118466823308,-0.005158165593325915,0.08886034391144769,-0.02505012364663022,-0.04413277523180237,-0.06741892988885995,0.06913766490099711,0.05717774376932116,0.03231618736820968,-0.006944984097598732
HALLMARK_BILE_ACID_METABOLISM,0.002915617783816352,0.019361006739336457,-0.08266402705509364,-0.010978845124138676,-0.02745464401399086,0.005132382115843285,-0.002796788162416822,0.15535492814116536,0.05433729972724269,0.07353560201191804,0.08640166984663547,0.019780476554884928,0.1474185999489016
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06162377239182437,0.02316560383320354,-0.0035588691413761296,0.011248814471166414,-0.026299098152225725,0.1265787206295846,0.041722106348446406,0.21008738903912935,0.06261862733231648,0.00827709548331267,0.06961020489875556,0.05169858262240159,0.12481398222427174
HALLMARK_COAGULATION,0.041194307227104605,0.06303045154145225,0.11183056244826615,-0.005515858249985491,-0.003736709128789011,0.13107584067276737,0.13811830771319997,0.06789949814497802,-0.010639485944173906,0.12922800952819755,0.05287996045461816,0.11672204854718009,0.07896729469619596
