,MGH258,UKF243,UKF259,UKF269,UKF275,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.059296895725570106,0.07076756436506323,0.023316422643634774,0.11870714617134313,-0.008633072297073451,0.05850494389644792,0.21344954779869083,0.17622434689778352
HALLMARK_ALLOGRAFT_REJECTION,-0.08304895425209441,-0.036225630333288225,0.056572362234049496,0.08442068428019531,0.04135902579107861,0.02688368381938114,0.14370053185661946,0.009249346032424596
HALLMARK_ANDROGEN_RESPONSE,-0.004400590210915977,0.11697950737912319,0.025410202565410482,0.09809036934365055,0.013088280745980709,0.08699526404651045,0.13819353848578825,0.16603774186903172
HALLMARK_ANGIOGENESIS,-0.10516094926913246,0.13198705172992106,0.006651589350353254,0.09672214767502989,0.036248157807632436,0.008449208228726928,-0.12915889219606805,0.15672823883444842
HALLMARK_APICAL_JUNCTION,0.09639037848948295,0.10322973173718301,-0.006640695379711549,0.08562371426867975,0.04342965054098734,0.0735374981175804,0.18159588610780658,0.2266043465968271
HALLMARK_APICAL_SURFACE,0.02044260587991388,0.017326504887170743,0.05023069771219723,-0.0512347970522932,-0.02457466522277143,0.09776300484743095,0.152108041441386,0.11442671635897425
HALLMARK_APOPTOSIS,-0.008533563094966829,-0.0034616187412433433,0.015327351768768096,0.028498370637748162,-0.0003669346395218664,-0.034513598943698924,0.09776895079337829,0.050693139402508344
HALLMARK_BILE_ACID_METABOLISM,0.013001936141868444,0.0720473769172053,0.024009231933057498,0.1069232826981107,0.007310467048935645,0.05517944624658731,0.17202379554426325,0.19627548829709776
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.017241603825403885,0.11364710841337454,-0.008331811426049556,0.049102731755490965,-0.009814183553020703,0.04868923030681826,0.14903954715566137,0.2156533801313203
HALLMARK_COAGULATION,-0.06154292168994928,0.0666080530785796,0.006874821876166058,0.12203841343636054,0.026970459220437018,0.05555018889219496,0.10685142614883793,0.1699774854819093
HALLMARK_COMPLEMENT,-0.04077471598546979,0.026893329068939972,0.03536481213667975,0.09155970301223304,0.011501431146950415,0.0446852675976977,0.17847333972506182,0.0929271068475791
HALLMARK_DNA_REPAIR,0.0560920975598782,0.08443467008648031,0.05437373407455737,0.09901505647300235,0.029319576188502044,0.09998806481541134,0.2279920363860289,0.26679208147831474
HALLMARK_E2F_TARGETS,0.034444908512432364,0.10189458924856132,0.06248330290131104,0.10303945331274117,0.0038492129256370413,0.08889966333520645,0.20526534309936179,0.26336917197621135
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.03618314563397117,0.09489163975255892,0.021240459351039773,0.09156470320070739,-0.008284573651927862,0.07442307958114926,0.06651019709786113,0.2113921115131226
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.044346691242144506,0.031871982301038035,0.007927128783225284,0.06936938527281708,-0.011801968089796893,-0.007584779325017028,0.1738632295456443,0.20016720779011737
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.003343834081517509,0.08796713262842379,0.027137991634306642,-0.011564047885393147,0.01197746238021148,0.08446098415899869,0.14915968488690234,0.10722754473587007
HALLMARK_FATTY_ACID_METABOLISM,-0.0813015636632342,0.08079899752116329,0.02092852667847929,0.04260349807801805,0.011345423412010829,0.046011511575654085,0.13919829374282383,0.11583123702284603
HALLMARK_G2M_CHECKPOINT,0.031770510491162786,0.06396961104437142,-0.001600625839364562,0.09804743958870797,-0.013795621298511451,0.0720442880204528,0.17672990209942624,0.2439856218029257
HALLMARK_GLYCOLYSIS,0.041361102082249655,0.11894925036369507,0.0005872899497986217,0.10384869129180704,-0.016690686517371628,0.11424047633699454,0.1765745677309657,0.1689633090278997
HALLMARK_HEDGEHOG_SIGNALING,-0.020342766453537442,0.027173283675368823,0.016204072337335725,-0.05274768948845594,-0.02472132143456016,0.0755844150639321,0.10454996374381922,-0.0906657834628061
HALLMARK_HEME_METABOLISM,0.04028317673578611,0.09883831668557268,0.04975657070014921,0.12098774937652723,0.023959930513474528,0.06966376055649623,0.19969584550419084,0.13433035966076767
HALLMARK_HYPOXIA,0.06555737857243016,-0.020643629595691125,-0.009243357609482384,-0.017564727563459084,0.010552216842152806,0.04487829541114748,-0.010371115046073312,0.16348445224787497
HALLMARK_IL2_STAT5_SIGNALING,-0.027940813087891505,0.05925410137179968,0.04345148771799078,0.0909536645209126,0.021603680788476094,0.03842510281611023,0.11620385226376562,0.20559471474446522
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.024665890218777586,0.1010481403681437,-0.04821464613782204,0.07069787927763639,0.03354137184306179,0.07566892346371001,0.1068515176737571,0.15322013095415823
HALLMARK_INFLAMMATORY_RESPONSE,0.010506920788903133,0.06437141269160328,-0.04015156562571874,0.06802092094121073,-0.007139553228440278,0.032330837151823416,0.07724240646875892,0.05678048291835783
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10129515841156136,0.044913587084002636,0.04803415522547006,0.09271833694883604,0.006386152100973844,-0.017132506483887318,0.21630289750771473,0.09317130411851811
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.09997064877193698,0.07249678874920189,0.0063455805346116,0.09100851156075854,0.03042139949250106,0.07179268620193127,0.1141519013793781,0.2223201300285831
