,UKF260,UKF296,UKF334,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.10104091440995581,0.01018759824582585,0.05853989324043703,-0.09850520488285017,0.23335516239954948,0.08351636223874488
HALLMARK_ALLOGRAFT_REJECTION,0.10686683724571357,0.03762538380077706,0.05852538454269776,-0.05794353696778763,0.13187281948126914,0.02294985271006494
HALLMARK_ANDROGEN_RESPONSE,0.0044773108409146825,0.017468064494961254,0.1398507369902423,-0.1307499927594588,0.17157297237287575,0.08171412761535667
HALLMARK_ANGIOGENESIS,-0.004992207254420003,-0.009009610429240818,0.20093844408255135,0.09275843276205795,0.0537143477041995,-0.00861965017707966
HALLMARK_APICAL_JUNCTION,0.09090486363198849,-0.024751768355722344,0.14752975314723285,-0.11993127346510415,0.24840980796131626,0.07312587811376363
HALLMARK_APICAL_SURFACE,0.05823879211031899,-0.019266541987264855,0.13399810364706777,-0.036740015224576913,0.20033045822032228,0.0749979430038958
HALLMARK_APOPTOSIS,-0.06088189797246614,0.03553473747861752,-0.060874946708334425,-0.006446271346743799,0.09628188370867262,0.014004547629522449
HALLMARK_BILE_ACID_METABOLISM,0.0487319737282031,0.021957594094868818,0.09350660436246049,-0.08871781360771402,0.2085086645228914,0.07257227367267963
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0792950469143986,0.03325725675395197,0.11667354577808914,-0.07503866343327871,0.17038807636767833,0.08201834200094073
HALLMARK_COAGULATION,-0.001761364429124914,0.010527600957496807,0.07522810363183734,-0.05401849383991713,0.22369733360862445,0.06068980766807859
HALLMARK_COMPLEMENT,0.09252625847044173,0.01069713525266385,0.0356562610939715,-0.12598273267256932,0.19095926558633441,0.04968532136934652
HALLMARK_DNA_REPAIR,0.1080853840689967,0.001449129062760813,0.1683855513041462,-0.052507168220504684,0.26906448785527276,0.0752667682035487
HALLMARK_E2F_TARGETS,0.0649325490605388,0.011038257333362953,0.12154284148118948,0.0330462378123575,0.17344291395467437,0.06014946456937484
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.016496125970556136,0.014242996784377593,0.20582198681861624,-0.09132538285832953,0.20225521020882886,0.023599537193930577
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.03135099983024639,-0.013798420343322996,-0.06542666355853667,-0.04849897135255796,0.18524237761452167,0.09383633887904055
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08080617051668798,0.03710069083009065,0.11294587128776898,0.0017384237025731037,0.09295839012445851,0.08960493360660039
