,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.024615712237033297,0.08040181730004543,0.02158208691050939,0.07620157699582497
HALLMARK_ALLOGRAFT_REJECTION,-0.07525646669863904,0.0004788160493811008,0.012007808887246747,0.0009080129540073074
HALLMARK_ANDROGEN_RESPONSE,0.07766150901342521,0.09855760659712039,0.030796433485729434,0.03395067423728099
HALLMARK_ANGIOGENESIS,-0.02275274785040074,-0.030969884180009972,-0.044393963507071636,0.04765941887241057
HALLMARK_APICAL_JUNCTION,0.07010745263778223,0.09018643026376416,0.0335431812798352,0.07786787817560255
HALLMARK_APICAL_SURFACE,0.017186818924276145,0.049688020613489564,0.025468829517206453,0.0385037325514898
HALLMARK_APOPTOSIS,0.0034862205190229014,-0.11476813939846107,-0.03222441317623156,-0.09312497704401382
HALLMARK_BILE_ACID_METABOLISM,0.03641139767428991,0.08649337912328273,0.015199964782821387,0.06270434003444347
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.001887308507950493,0.09105315541456942,0.0725909405608577,0.052560251686375174
HALLMARK_COAGULATION,0.03114831775143441,0.022624129816694573,-0.05777952731570737,0.03795647279891557
HALLMARK_COMPLEMENT,-0.028432510236411183,0.022039762706965588,0.01964647533314013,0.09501639222471857
HALLMARK_DNA_REPAIR,0.0012999121677968923,0.0957240523252206,0.0539007608552154,0.11824465089901823
HALLMARK_E2F_TARGETS,0.0007146074466586755,0.019854294190028023,0.04168276124982071,0.09316972292565016
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05283311979289714,-0.03990620395886585,-0.00879107783849964,0.06611229774098594
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.003134073217571766,0.07291434535551229,0.04431811797804794,0.12079418018655153
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.007323426328932835,0.061712677008484575,0.019325893325686284,0.017130963858986468
HALLMARK_FATTY_ACID_METABOLISM,0.02703966627375023,-0.0033608622256751427,0.0965078724097887,0.03016878319376777
HALLMARK_G2M_CHECKPOINT,0.005542470837861785,0.009840735917232085,-0.009035938228117912,0.06500482285808086
HALLMARK_GLYCOLYSIS,-0.06912922856952493,0.07181590933209936,0.06781093577831768,0.07667970040680634
HALLMARK_HEDGEHOG_SIGNALING,-0.0012162909825776966,0.029012746060858796,0.019998783696993098,0.024717387111918832
HALLMARK_HEME_METABOLISM,-0.028439801852700928,0.08402560022089395,0.040568504318673954,0.11396528395143286
HALLMARK_HYPOXIA,-0.08692629186667133,-0.015332697740788506,0.05813036232461119,0.06867305643614594
HALLMARK_IL2_STAT5_SIGNALING,-0.01699210952912879,0.05722762934909331,0.04652780243198795,0.08303038841668664
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.01459232531214518,-0.0330969407361541,-0.008618844681841039,0.05623963833923563
HALLMARK_INFLAMMATORY_RESPONSE,0.0398879299302346,0.05379922680451246,-0.0001484082602690004,0.04828883183467061
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.0459781144474859,0.06471986839340854,0.0075514974711718376,0.08220981048021977
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.026485997290219693,-0.02785937540000202,-0.028758661377289736,-0.0029916956942598713
HALLMARK_KRAS_SIGNALING_DN,-0.024363657620547503,0.1088752277422804,0.028653834209554436,0.10108492228477049
HALLMARK_KRAS_SIGNALING_UP,0.010266392384105963,0.04731881660285428,0.007097040458143188,0.056816572479977435
HALLMARK_MITOTIC_SPINDLE,0.023448356424336347,0.08914386661751357,0.033575415162881546,0.08421341583972658
