,UKF243,UKF248,UKF260,UKF296,ZH1007inf,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05967229080322879,0.04814811209610019,0.023201228807467146,0.03748530406823729,0.05263779819141219,0.11321967532074066,0.14032196900232088,0.014091043381533648
HALLMARK_ALLOGRAFT_REJECTION,0.012514402596004694,0.04873955532309233,-0.025772785409599906,0.0037309598494310427,0.060944966018902536,0.13782287526524312,0.03523938180522041,-0.007010329264399287
HALLMARK_ANDROGEN_RESPONSE,0.039568443370558884,0.06057024855382076,-0.0070508030658599724,0.003770152097015625,0.06217582732151918,0.05799235900306552,0.08384786859746629,0.08700357986162151
HALLMARK_ANGIOGENESIS,0.09234476986782914,0.0028562954044307593,0.05036958500170666,0.10299372924451979,0.09654140973156453,-0.006025071911637598,-0.07227162454908764,0.05928057150192306
HALLMARK_APICAL_JUNCTION,0.09180179646682243,0.032983701986473074,0.006134365836049898,0.017337152343713306,0.049756156064004,0.11384351592286243,0.1174212431669833,0.03942924707585391
HALLMARK_APICAL_SURFACE,0.06355585343858285,0.02944000632662301,-0.01525366878671801,-0.02345855644475576,0.05567465514535945,0.020368159420580522,0.08418451200791936,-0.007370039600369272
HALLMARK_APOPTOSIS,-0.03216548572753921,0.0054097214643375234,-0.008008410057596322,0.04556547734226534,-0.035642221706508964,0.03187012038494708,0.009189799562821345,0.003232113384269525
HALLMARK_BILE_ACID_METABOLISM,0.08811225407981536,-0.0045421853080533335,0.013305271653223373,0.0662543547202814,0.1114248795907238,0.11682621523826163,0.11100888436388621,0.03326228489587223
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07578417071637032,-0.013578423771547995,0.011538874532001381,0.02956834173053453,0.08772889588725767,0.06687430329670858,0.15415769265194754,0.06664402034202595
HALLMARK_COAGULATION,0.05623752858738349,0.03824019317901017,0.008034155675282342,0.03775849968298457,0.009678431646488694,0.0637893429656787,0.0698479300704932,0.01667563059673774
HALLMARK_COMPLEMENT,0.07272055491133153,0.02615545137155035,-0.0293101678790869,0.0744017444179456,0.01765953165815675,0.11079822528444189,0.12879005984715883,-0.012799328817820711
HALLMARK_DNA_REPAIR,0.0802461969301762,0.03475388815802753,0.011459943580015147,0.03483877321480115,0.048697382741236125,0.12138393463932719,0.17967631822250887,0.06432533421672842
HALLMARK_E2F_TARGETS,0.04972622876029287,0.030032146835577193,0.00826654978249067,0.051277431826903135,-0.018241015222170903,0.09534682717473049,0.1509553558901765,0.06374013178225611
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.13674521013539928,0.04502505631021973,0.04311452535509368,0.008196726619984069,0.03781148642321312,0.12321298120551787,0.038445184248995255,0.08665048717009848
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.05630591394349696,0.06784810500209479,0.02903779792693596,0.0058394876912215045,0.02468530964265219,0.10860540862561277,0.06687121841933792,0.027833260384198668
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03585818298360929,0.000860649216588961,0.019727199321950932,-0.019440239714021573,0.05502261800989495,0.06442067298213945,0.1443223603137443,0.02086265146257836
HALLMARK_FATTY_ACID_METABOLISM,0.08418190588399117,0.0394753419009116,0.022881388430809776,0.022607377437612156,0.020050594619130384,0.05985816062861117,0.06167758739377837,0.060767667881904665
HALLMARK_G2M_CHECKPOINT,0.05284699612415161,0.02546380439322093,0.0756947635994892,0.057565614316431,0.010401234499022168,0.12083959364202984,0.19471341476790047,0.0754961331166388
