,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05184028979838196,0.04743484090617447,0.030614983479402235,0.08276813146847202,-0.03322587224035399,0.10980564628539784,0.07365172501040851,0.12834144508372047,0.04355400430183441,-0.024002941432214167,0.053871843649045535,0.07178191091718467,-0.0020804265658205586,-0.047031633316385234,-0.017915205131293858,0.030628712647624273,0.11043760864402768,0.13641055682721032,-0.027140830912819963,-0.07279830896184551,0.09644161307044893,0.10789146311019543,-0.015477927899244827
HALLMARK_ALLOGRAFT_REJECTION,0.09676296673076659,-0.05363778685791077,0.02797725942951996,-0.04941498318010568,-0.003518825902884951,0.11338780734782193,0.022644611067965958,0.1496681680705737,-0.028839189606678653,0.0036409945491097818,0.026462968713032275,0.07733203385454893,-0.014414956984778357,-0.06869065807712267,0.045532259423611714,0.019357386284018376,-0.006178864690733845,0.1121541791032519,-0.0067208595913322506,0.024577313768750896,0.06080838644016756,0.0942476454737266,0.030395967499069677
HALLMARK_ANDROGEN_RESPONSE,0.08552273697025065,0.04972066830379456,0.058885110912686736,0.03554861948092288,0.08479865699759571,0.09272939495050976,0.04362198887569303,0.1530327667815083,0.02501677021061148,0.01406291822690417,0.03613265355816296,0.06568329374758186,0.04495696150496966,-0.028926041291533977,0.04150485005129137,0.042988518092708004,0.09721408991999196,0.1603087475620707,-0.03959106498296721,0.013664921120740595,0.10979753572403983,0.0780341060089458,-0.009473447277903634
HALLMARK_ANGIOGENESIS,-0.005183925503107758,0.01462363801237221,0.06534404347586596,0.008884973418807101,0.0803961855608114,-0.08637838760769961,0.03547059613802009,0.1344660003650925,0.11695853530455229,-0.03943221155243744,-0.005011455931696812,-0.037431263050190317,0.12723254639623433,-0.03228235671233534,0.03776806828644509,0.015287534336337857,-0.003384040504283083,-0.028988973491141237,-0.04559109813143416,0.08692328230907326,0.06029905501016159,-0.026162348866600377,-0.04968881158967365
HALLMARK_APICAL_JUNCTION,0.051363979882617185,0.052814855649981354,0.030973646379846113,0.11230265139095616,-0.012261975454626409,0.08530320106186941,0.07604140160005751,0.15180277105605,0.15204041013990846,0.03947136103873161,0.05932921348197594,0.04443225057659089,0.07910230484228513,-0.06285208776281738,0.07105024172491466,0.09585258927623257,0.144178449791998,0.12318295382127487,-0.0255287381348882,0.03823367784609341,0.10557444655345746,0.08571034570148801,0.008018485063216483
HALLMARK_APICAL_SURFACE,-0.023964012863101014,0.07653277426809967,-0.05130925265606818,0.08423287499943959,-0.03631767817093227,0.08695068390650933,0.03988913359983154,0.0027607781392846556,-0.06878257846480955,0.0034864083342606013,0.0042961486326012505,0.052787920692871824,0.08884703950815338,-0.11275196944222132,-0.039904700932682266,-0.04295062442087008,0.09687091941124398,0.11008846656403777,-0.010552740568789305,-0.04342731388055429,0.10543159965801377,0.06735890666067494,0.04364190984670827
HALLMARK_APOPTOSIS,-0.03617664655345026,-0.004400217686181869,0.01350698363779417,0.042586803397980606,0.00950185247737915,0.014617230485742556,0.0364049580929195,0.07580107822284546,0.036632851005475746,-0.007201651836416295,0.026088946049748856,0.05748915289906431,-0.09570531017402802,0.015407314896545208,0.017691385051247264,0.1128654851660025,-0.048916874200949846,0.01682398801021157,0.0014566279813384903,-0.07026655964131501,0.028714469730311738,0.0017664452421875833,-0.015808671635874866
HALLMARK_BILE_ACID_METABOLISM,0.008386870571478524,0.07742158637767164,0.0008849024668438811,0.031212020586065748,-0.012554722348553718,0.022577132833743414,0.050606608023451294,0.12835645848896682,0.08867499854874973,-0.013893767624092859,-0.016877031125811254,0.035153306976932,0.06877778995210239,-0.04696630968074867,0.04403874152432133,-0.0425929267475945,0.16320152627843296,0.07600501100437787,-0.01876239654568518,-0.025182767601487337,0.001403569619746954,0.035233121885179707,0.05337754550845648
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02868967395323183,0.024794443758814257,0.015575478723350064,0.10389577791296448,-0.006725317278134019,0.05665350825623107,0.08137693460421276,0.1258431632940381,0.09130133586557841,0.005783319984774899,0.07561401050206276,0.06939366347240537,0.1362243261482898,0.01748181619555077,-0.0639037349395839,-0.0902542043238015,0.104060668283068,0.11839938254101366,-0.007987722470633226,-0.01932440606630679,0.0456756222737574,0.035968511560420774,-0.05760334727840605
HALLMARK_COAGULATION,-0.048473268856671525,0.037276013899935095,0.03984661620697482,0.060061127872771104,-0.029774882308943183,0.10897758400826615,0.06002308257476441,0.11902530086093326,0.1005233190993662,-0.00978282536653395,0.03311019666263778,0.0788595848250943,-0.008228921713960755,-0.14354767268525148,0.09940391445299016,0.12272665699919412,0.06329665229979271,0.12873097842072959,-0.02868251700565232,-0.08486572766652023,0.14567798209349853,0.03763153038920091,0.034265267333330976
