,UKF243,UKF251,UKF259,UKF260,UKF269,UKF313,UKF334,ZH1007nec,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05980329937315578,0.026534826000800107,-0.04086181553049896,0.03182073283267811,0.11385341150117552,-0.042302297213290756,0.08946103524000691,-0.02809119673412803,0.055455479360630895,0.11803841525894172,0.07386146153873394
HALLMARK_ALLOGRAFT_REJECTION,-0.011902962761536733,-0.006407429554099142,-0.07484780248943912,-0.04742564420155048,0.1620644083471311,-0.01763509430620026,0.07319125780184725,-0.03853010690875058,0.05836164629520744,0.07767276320508822,-0.017746389544380646
HALLMARK_ANDROGEN_RESPONSE,0.05620323026487262,-0.016582980936550282,0.018395422171236134,-0.018294843291705304,0.14169860973026377,-0.02558573064629935,0.08664812365904112,-0.08373622187855903,0.0330684127203043,0.08930127822457301,0.030100770135761633
HALLMARK_ANGIOGENESIS,0.02889960928391844,0.0018542355388834716,0.020571834828716256,-0.0052433661000806115,0.15628224235464439,0.04258329966440085,0.17537780307827916,0.05435854865890003,0.004108594233399774,-0.042868122397803334,0.03519837740795528
HALLMARK_APICAL_JUNCTION,0.0332005181421721,-0.012430545720095134,0.005877783760288035,-0.027971622534453934,0.13895813953350583,0.008828205655805582,0.10257947164118578,-0.020326684018812557,0.07471367646005181,0.10659894852318907,0.055954704689942514
HALLMARK_APICAL_SURFACE,-0.010547505897541989,-0.027258810218869587,-0.06998519191083209,-0.005108760263700069,-0.08092781963752135,0.04715305962608232,0.033740937321193216,-0.12069966958489724,0.08055282953138997,0.11257255358137554,-0.02558802196607433
HALLMARK_APOPTOSIS,0.01409403580203979,0.033833933815419034,-0.016830497014335668,-0.033770334056832295,-0.002836781260946553,-0.027000716554971396,-0.07596055591259192,0.011117287093592259,0.027431883077761423,0.0499284455088546,-0.031051527431480642
HALLMARK_BILE_ACID_METABOLISM,0.062017214097159795,-0.0061966716220765005,-0.03274207728283499,0.0314693898778044,0.1494880339347684,-0.06270229582884898,0.044056537498400584,-0.12341217491963569,0.02496693759480748,0.04860784592174517,0.10640866747295613
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.06498426308389683,-0.025200728198173192,-0.04318959380778809,0.014061077021047785,0.09495981920525237,-0.009851410019878541,0.09326381174308888,0.03158581183981694,0.015049828072773714,0.07572699981934966,0.08081358401074097
HALLMARK_COAGULATION,0.020385243500375936,-0.02036388285613263,-0.06655021946776968,-0.08366661127751791,0.1122299061356382,0.0571794308711749,0.07699185193881496,-0.1599386964492536,0.10818155640929951,0.11215862270372433,0.05693604362596257
HALLMARK_COMPLEMENT,0.027973976003250717,0.012297133255373145,-0.011376793963894138,-0.06239375294625503,0.15863474077037232,-0.03871280171670882,-0.011954846509552357,0.03953640067740013,0.07992310304731909,0.08311677098507225,0.0646549450635714
HALLMARK_DNA_REPAIR,0.07537500495680916,-0.008535814466374572,0.01641591356367274,-0.0125235406287536,0.15226582757371276,0.015171370869687811,0.18985956146162408,-0.06883895504782167,0.07180195130548774,0.10114961599136983,0.11700901831813404
HALLMARK_E2F_TARGETS,0.045771737149573444,-0.032212385143575266,-0.016333384699276393,0.023337287232830014,0.18584030509958507,0.05795133452366037,0.07014567825625045,-0.054438092938832755,0.029270638864324097,0.0507404787849012,0.09884320589389792
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05697488914458478,-0.018674007467747392,0.05493381796522542,-0.07291235891156607,0.1482682785326902,0.10745079758445727,0.15740649369435225,0.006892400274797796,0.12112110979289159,0.06300718655127956,0.04585772400885807
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.0060681660629661295,0.012706467869108557,-0.029524636223275138,-0.03796002444867665,0.11959271935921588,0.06737527094978124,-0.084089241786978,0.05017354745265386,0.0703277060585832,0.08395392166571333,0.07511749676430214
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08031806944402242,0.015461344665116322,0.005693466829515463,-0.006162365901225041,-0.0488838312623226,-0.021067295317703027,0.16291384118493074,-0.02564160737172068,0.08534081479910614,0.05961054506819301,0.06815574539247374
HALLMARK_FATTY_ACID_METABOLISM,0.03494663600426729,-0.025251089687100516,0.03580100934873485,-0.051902974863224156,0.12459474249326798,0.07119990436789461,0.0008667537020240694,0.11691471596624421,-0.027529596182581,0.04784997087374054,0.05545013261740038
HALLMARK_G2M_CHECKPOINT,0.00943965509807277,0.024654206356948125,0.0028478306953658235,-0.013210334501181345,0.166465119297379,-0.024809818159648986,0.12038539512932338,0.0006826510528890619,0.04022173545308098,0.08010883168349683,0.06390625834178217
HALLMARK_GLYCOLYSIS,0.044233240746008026,0.00028693978946575633,0.018923397109487882,-0.03319625032492242,0.1380152409375111,0.07605445979376631,0.1465222334450938,0.04983061439796533,0.04808159047131854,0.0808779252327922,0.07388560194944707
HALLMARK_HEDGEHOG_SIGNALING,0.02257565192834221,-0.07548136740633006,0.01583428083276215,-0.011489039069953662,-0.09029796635278695,0.003204827550886704,0.010752031903978523,0.11742808483899116,0.0025464612503758163,0.0763987571558951,-0.03172754981299437
HALLMARK_HEME_METABOLISM,0.03401512614959014,0.01734242376450211,-0.005956807494123639,0.014890438164072397,0.1508309076006249,0.04817591561753816,0.16467766475013162,-0.058071768693676494,0.08384169414552177,0.0984788869378976,0.07663377584153178
HALLMARK_HYPOXIA,-0.0504624033660749,0.01964087227080109,0.07564149870296728,-0.02077293884159242,-0.037402873148394064,0.03400565718986163,0.15395107267211283,0.19813850358410384,0.05606424103252945,0.018879723508513403,0.07019346870130015
HALLMARK_IL2_STAT5_SIGNALING,0.028539112367092608,0.0029517560734563016,0.00981123151052808,-0.06052894849407079,0.1671839539561578,3.99184037868375e-06,0.025240673176299206,0.02822155781866827,0.0470267507344715,0.10594773623295041,0.08725305276870876
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.036071999927074154,0.06546098809618528,-0.015417655977614287,0.02099339391202643,0.14415222292593438,-0.040651284608068945,0.0728341081545405,0.04984960214334156,0.03582562913570132,0.11386920824383534,0.09092114557584338
HALLMARK_INFLAMMATORY_RESPONSE,0.041068204267557265,-0.025464841823725517,0.02626867110631915,0.0002176816716813074,0.04758255561469716,0.020342253730046236,0.03742812868237141,-0.023424844835336082,0.06651706462141097,0.04714843286009257,0.024677084419829045
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.054155561954016475,0.021328524720390166,-0.07750729306311896,0.042472646924796666,0.15588404890363938,-6.559601473699139e-05,0.15821256811798234,-0.11696356591276495,-0.025491224674469282,0.10470550470376075,0.007486669550529235
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03941169832917142,0.0327156056238285,-0.05127512979320038,-0.04242239921773342,0.13891395691327127,-0.039227444936786024,0.1022782827313775,-0.04771081418283965,0.09906543440726898,0.1096685323686042,0.046990123978956584
HALLMARK_KRAS_SIGNALING_DN,0.021047795155299833,0.009890661074411484,-0.01912172479747694,0.05724383875240242,0.010897371564886182,-0.028383285117085863,0.021845137546957126,0.01030771695781483,0.07044056696624515,0.048599494353367766,0.05472006525239177
