,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.021312443424950884,0.0906254771938006,-0.02750603354003743,0.01848158933186919,0.05763480476064055,0.11635902405617071,-0.03243820141812862,0.0033397534400245914,0.1100164593683566,0.024903038942654707,0.10723572221805103,0.14542489476617454,0.05401887571552589,0.13512242075823575
HALLMARK_ALLOGRAFT_REJECTION,0.057037138937947804,0.09270228442272055,0.015790456996134843,0.02813316505489411,0.072050942387008,0.21203788349878508,0.01786214166713241,0.11411333969960795,0.12964835328723365,0.03202042217216179,0.1020502226865674,0.12849318676454383,0.05666497623380874,0.12629912863798054
HALLMARK_ANDROGEN_RESPONSE,-0.0312541829230597,0.11042595178454143,0.027381132830059534,0.04732316920536158,0.1407509357548753,0.11693660677808884,-0.036976792053504536,0.09586479308133473,0.1514394630162261,0.041625271949341854,0.09914646313705718,0.12702938741028624,0.05274414406454446,0.0479879860883848
HALLMARK_ANGIOGENESIS,0.023439814435970215,0.04668307362289522,0.00010994113825949636,-0.02855440085418458,0.025231787355323478,0.17660264206665954,0.033817899206779786,0.12118260939631466,0.11668402851870918,0.09352599937846398,0.06700375734392723,-0.07826578764542225,0.01902962258615081,-0.11739332883296126
HALLMARK_APICAL_JUNCTION,0.009840852049615652,0.08078397094964353,-0.019928371412574277,0.06985652276723944,0.1312771573474088,0.2146793865761977,0.005337791160004877,0.053534551546663,0.1358704870284898,-0.02530747386013362,0.102916472773283,0.1282294466636985,0.06470997556763396,0.0673996396211087
HALLMARK_APICAL_SURFACE,-0.0672505881390652,0.037393990352951,-0.05529682502474832,0.04800223391142206,0.06700027065487613,0.0060913552876444,-0.032984506472443324,-0.09103387187264719,0.019162398777531196,-0.06001063395120238,0.13281700174519828,0.11014976076452349,0.0034991199700027233,0.05439262837523614
HALLMARK_APOPTOSIS,0.03303969168235358,0.04924384776802751,0.014683437016788937,0.012813317788950312,0.048823521502940836,0.09296306241120299,0.02052098971833154,0.1168208365169409,0.043014196209233135,0.008779649101380953,0.012715929895054446,-0.03588199417162706,0.012096156782117591,0.08707774422335346
HALLMARK_BILE_ACID_METABOLISM,0.013368198678628554,0.03537598105006486,-0.05585904413141232,0.011851731837896349,0.04936826740735866,0.15781179915972013,0.01865046785890791,0.05171422265147145,0.1204331688321779,-0.0749887824773712,0.07816099198009897,0.09984144761803355,0.030739778229293368,0.08983747434140744
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.01269868344130459,-0.008438292124685299,-0.007563209462037167,0.010098663192152815,0.1437468445062856,0.07032920214931852,0.0005427110315188144,0.11335136724528616,0.042471494076751624,0.04572847791293485,0.13280025086007471,0.15042203028215312,-0.012609878894709254,0.10772062407602565
HALLMARK_COAGULATION,0.07163751449289937,0.09091459552125755,-0.013153721386583658,0.016353852715865216,0.11296059643589397,0.20624697730955974,-0.020601790503067242,0.16840912231290267,0.09588670920042507,0.0014385388324961417,0.11812460999156539,0.14526777178343497,0.0351279483148123,0.07393431700141198
