,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.016835224002784647,0.027812888338940706,0.029446127017264016,-0.02459750244893041,-0.021525879290344666,-0.007888589610018934,-0.018462732580728922,0.005192531815854708,-0.016463341788504886,0.0323187179190999,0.09407416562702946,0.01419662935620375,0.2632723483313055,0.25246584863507454,0.08402240303109174,0.1398322428931072,0.1117893926447366,0.12182715087759939
HALLMARK_ALLOGRAFT_REJECTION,-0.0037739620966782427,-0.012591484207576872,-0.04614714993555437,-0.03872603419341357,0.05323176020034192,-0.035298521661832706,-0.03129751530954833,0.0522639687232127,-0.0019526234237580576,-0.07468688251094278,-0.01356753836627702,-0.0001225392851051139,0.16093894398217642,0.15114612729529955,0.012910645949613333,0.047151590973147264,0.04804335096243694,-0.12283728277961951
HALLMARK_ANDROGEN_RESPONSE,-0.062422952282010294,0.01152136463514072,0.12182148113404981,0.1368522468643762,-0.03262841618117566,-0.029949569138810164,-0.020279801712394022,0.03814441211217987,-0.01705572405979824,-0.045286776859812486,0.019002835543821074,0.02833270461213331,0.18111749927817486,0.20733021065994015,0.024684262107915862,0.04049655446203586,0.022226497514626867,0.00569222820960933
HALLMARK_ANGIOGENESIS,-0.04650982215178976,0.06916755613085973,-0.09719465983536871,0.20237425952187785,0.058263377400531745,-0.07026272427694662,-0.07052508270071874,-0.027328366052904916,-0.018682263236837342,-0.04925062701956171,-0.09707912040391724,0.07602067833793767,-0.15303248240580136,-0.1606293197825857,-0.01009708712215872,-0.04273290105661128,-0.11492282789974397,-0.029878068485287675
HALLMARK_APICAL_JUNCTION,-0.03264411688936335,0.008852893491802377,0.01948675236350296,-0.04500489562327564,0.078868469135999,-0.0626285572690031,-0.048617656759757606,0.018289337319195634,0.006744239452454667,0.010984403708584263,-0.026557474560168846,0.06909407244717414,0.2381327914305436,0.24408233516976868,0.0727155308730308,0.1904736335610534,0.07618763912207485,0.0668554439142501
HALLMARK_APICAL_SURFACE,-0.013162618239004567,-0.03096070369346568,-0.02499756700571165,-0.1335991754060719,0.024687851464150357,0.03265438247034847,0.08210305342631499,0.1126370161346503,0.0220225726347953,-0.06178757482653896,0.016678232064161955,0.043965964867716804,0.2080971010141401,0.1922399848784703,0.03203258373745258,0.06449573602011281,0.013720232031843005,0.027654090083877658
HALLMARK_APOPTOSIS,-0.05956370564133284,0.020576525051928904,0.08424433586750533,0.10359762801208738,0.09337279753425622,0.041348015991911104,-0.014402552498928852,0.01589036748346912,0.009663793447479729,0.016887814000153604,0.07395193370145003,0.0022663039511082277,-0.09149613818695414,-0.17142391361581125,0.020356766503785224,0.0071026291471106544,-0.00020231146342410673,-0.009063814877075934
HALLMARK_BILE_ACID_METABOLISM,0.006272273629518256,0.026255391174094228,-0.008710140166815433,-0.08192023289597115,0.006420507374134063,-0.04692185718967329,-0.05479759218647499,0.0243439995022253,-0.039502182404247445,-0.047249004364372446,0.02413008020116661,0.011518208651871462,0.11320999041098048,0.23657592019231355,0.001965635402809705,0.05474887494714916,0.1153377983805624,0.11614115596588281
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.010169132972359626,0.04986479195908192,0.03903551773490346,-0.02984934503913216,-0.01395490634465056,-0.01106583557475026,-0.01905773023443401,-0.039409564306232214,-0.05809939161030088,-0.07056558552333517,-0.050495422300971274,0.035906908304030184,0.26395689648593557,0.29820985794963045,0.05777949127514621,0.06116433341924823,0.0901997731984727,0.12248387652778428
HALLMARK_COAGULATION,-0.09254898100394114,0.0360243073605662,-0.0166159079177282,-0.06188257152892781,0.11367616508033085,-0.04942943913140879,-0.03333483222209918,-0.01644992493528162,-0.09228653983273294,-0.04220510814662579,-0.035098127818722846,0.0159236066646583,0.1616559990882665,0.12554358687234976,0.060005961077697394,-0.038509567462997565,0.04049223636291199,0.10234849735964796
