,UKF266,ZH1007nec,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.028580518985633022,0.05098243560694114,-0.04757811813267612,0.024913870262201685,0.010153219744856876,0.01851652345467935,0.1271909704135819
HALLMARK_ALLOGRAFT_REJECTION,0.040277801011550124,0.022708000200101826,0.01930203125267724,-0.013214230338592075,0.03873465162919033,0.068560172227321,0.0015395225926257599
HALLMARK_ANDROGEN_RESPONSE,0.06532926675108842,-0.06087401302875854,0.031664530705976156,-0.060150923542009745,-0.042569989295636025,0.12445400789312373,0.11386955216555246
HALLMARK_ANGIOGENESIS,0.06172412276205735,-0.011287611493422436,-0.01521092424201987,0.03293466121948972,-0.0435067967456766,0.03380574156596955,0.06024659856436754
HALLMARK_APICAL_JUNCTION,0.1004736855384119,0.0036738151221769083,-0.003630050472204413,0.013499911118027886,-0.074977093275446,0.07654868110205908,0.11305755785732809
HALLMARK_APICAL_SURFACE,0.04568928960402794,0.0699548007154343,0.0004440980756449405,-0.028475687619921725,-0.006288330879246328,0.08886535026372047,0.0690546648513424
HALLMARK_APOPTOSIS,0.039963686872499904,0.03503651546454081,-0.029008178770911736,0.022558822279622023,-0.014121021259820492,-0.011693943052662354,0.006639222418133434
HALLMARK_BILE_ACID_METABOLISM,0.09562337451996428,0.054593474977845974,-0.07866784413748137,0.032309117823492446,-0.009159416944264314,-0.01785412970592342,0.10165990066653659
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11306846390008585,0.1030558961846051,0.0007727042281535137,0.006887742508745058,-0.03760044707155443,0.0005178510765224882,0.14553557507833653
HALLMARK_COAGULATION,0.0540284272194627,-0.005651614484346616,-0.037348204681049296,0.05600114404211858,-0.011836035923804451,0.06470301430317504,0.07009448147228807
HALLMARK_COMPLEMENT,0.03830265338343893,0.051211345357697266,-0.04791991873901744,0.0209138359826753,0.0440432738729998,-0.008080924030493332,0.060403226259073024
HALLMARK_DNA_REPAIR,0.09340801351040466,0.10128135338859738,-0.005392404717938185,0.03246595235471223,-0.012994620366668779,0.03040582800388426,0.1485525475577088
HALLMARK_E2F_TARGETS,0.09704178259601551,0.09201512490926314,0.010397671058655992,0.01819680093571717,-0.04569257573521726,-0.030220398829200815,0.12426238563636453
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05955819098411456,-0.06205405952008856,0.047247600127528606,0.04567394726226976,-0.06883557430621215,0.0902466440243219,0.06687398155882324
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.038507774753363394,0.021571365319959047,-0.01751373582154756,-0.008238828115268323,-0.046970255071101356,0.02915537527839229,0.12273168042720818
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0785817852210671,0.1074742462447528,0.008298016993606829,0.05940246888963491,-0.017395866707304898,-0.014808012176863618,0.06462385178231649
HALLMARK_FATTY_ACID_METABOLISM,0.05652704665024743,0.03826986808342565,0.058287611257074504,0.0006432455896824272,-0.020849420157165215,0.03616458434280085,0.08117524752683335
HALLMARK_G2M_CHECKPOINT,0.08528873649024743,-0.009434885742876722,-0.02064014586911681,0.058934766759707456,-0.012122854154608353,0.026992115929749986,0.1082562194122969
HALLMARK_GLYCOLYSIS,0.022883650196874335,0.08460861850354576,0.062092116318888044,0.0586556165796392,-0.09437616853538129,0.026006395953934308,0.14157219491621198
HALLMARK_HEDGEHOG_SIGNALING,-0.013316457624309165,0.1073662620124337,-0.010670194105815213,0.06690043766623996,-0.08283106133655649,0.017885096216050226,-0.005998273261054607
HALLMARK_HEME_METABOLISM,0.05969547360355614,0.09181238446529492,-0.03956766608353159,0.04053078137311072,0.021923039795320346,0.04620448492547969,0.11691810728974819
HALLMARK_HYPOXIA,0.02342116896313515,0.03858946241519112,0.05665569500350494,0.022590768980805795,-0.022714344214750513,0.0614873304280651,0.05384381824748807
HALLMARK_IL2_STAT5_SIGNALING,0.091467934673297,0.08576152079061075,-0.02565047539886937,-0.040814517204066605,-0.026161345971728645,0.03354745892493805,0.08637258017288713
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.047428241000727865,-0.00743707230897076,0.006724742931622302,-0.019050045617168818,-0.06038767558647703,-0.019821853183158114,0.05719945450048449
HALLMARK_INFLAMMATORY_RESPONSE,0.0104852593868721,0.19029650848874452,-0.0628552927029535,0.03428147215604763,-0.01217220051315846,-0.06617444753947466,0.08492879348941518
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.10716687284409789,0.07192877695024275,-0.054564439265660195,0.0568130572506561,-0.045320217785005806,0.012587258440896401,0.05668619584079316
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.011307831810845012,0.1509113003445784,0.013162744099376221,0.024199628782138986,0.021928678045052368,0.0035052588782888082,0.18735004604422334
HALLMARK_KRAS_SIGNALING_DN,0.031170940744000862,0.05956420959478696,0.0052289813766697715,0.04165695661618535,-0.02336669437810375,-0.00807035585685356,0.07260480891073265
HALLMARK_KRAS_SIGNALING_UP,0.012333885655485884,-0.008952082104058567,-0.018587655025042386,0.08238408291023266,-0.030820729011923138,0.07861476080999684,-0.01477337606329546
HALLMARK_MITOTIC_SPINDLE,0.09906183000297401,-0.001215066337959264,0.013042957184362401,0.010096475289844321,-0.006392877803884038,0.05168575449049904,0.13242890300751153
HALLMARK_MTORC1_SIGNALING,0.07807878520973176,0.006485534140023929,0.08159025778042485,-0.0013924170794373967,-0.03462436757454417,0.06742530537828949,0.10527869850552131
HALLMARK_MYC_TARGETS_V1,0.08842127467792438,0.08308420381514922,0.005890358284271823,0.03621532810459913,-0.013503466568286583,0.06262490272954838,0.1319813202554863
HALLMARK_MYC_TARGETS_V2,0.03212496308293583,0.05345997506213943,-0.03160619170877017,0.0230185864897371,-0.024513850567370456,0.001713819582814613,0.15604097722226282
HALLMARK_MYOGENESIS,0.045958392215476186,0.022943046070272793,-0.03115138757253823,0.047036955561100845,-0.04178700800676266,0.046190039993476394,0.004653109697458572
HALLMARK_NOTCH_SIGNALING,0.06615528161721745,0.06031921990172764,-0.052949099732753,0.03901614352036045,-0.028027889712854973,0.037468663504065566,0.09794812859821922
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04078322901855461,0.1757212177366336,-0.012196768378647914,0.023886729265710435,0.02578625936546158,0.039704728762274544,0.08227435657666657
HALLMARK_P53_PATHWAY,0.04560120836484629,0.045131368568157,-0.01374224909890021,-0.025183585597340245,-0.0026130296200494747,0.049837523591246984,0.12678077494822643
HALLMARK_PANCREAS_BETA_CELLS,0.02344103702094173,0.15563611229400556,-0.02437865038457061,0.080688944350992,0.03456554241934313,0.019578602007766926,-0.018304546359469966
HALLMARK_PEROXISOME,0.0757114444425708,0.055837769124482156,-0.005450665167377571,0.0019282029478883184,-0.0025832653814278797,0.013292039372759183,0.06431936960809495
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.06268608942154989,0.07466131900043783,-0.03295754476579178,0.03699908172708249,-0.020745599901359425,0.05466154963079753,0.09239256563051548
HALLMARK_PROTEIN_SECRETION,0.04170302576163477,0.0883619929061107,-0.03665595535926446,0.04555931126094228,0.004187259879727285,0.038204874184333035,0.14102861589464574
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.051870862085293096,0.12699666380234886,-0.01940710302909702,-0.06454872086913269,0.08286343457893608,0.033590703891472,0.07302163426737594
HALLMARK_SPERMATOGENESIS,0.014902226150192136,0.13973853559708851,-0.020647453953320873,-0.021245723783382776,-0.020927964594684736,0.006461226363476805,0.05198554945085745
HALLMARK_TGF_BETA_SIGNALING,0.0815196991653437,-0.017907146247458927,-0.028559380396913706,-0.05956823753379093,0.035602948268199756,0.07143633238790598,0.09214412370498809
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.004614519694861636,0.1494009165335977,-0.05158138988881548,0.007804205922088832,-0.002930954529887359,-0.028079089577208317,0.13113396342753175
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.07830981632662633,0.08328616051800838,-0.011847488453971346,0.00978199978535209,-0.0868501849321554,0.0710793641414263,0.12753015025868775
HALLMARK_UV_RESPONSE_DN,0.011113631341942794,-0.07066842566868922,0.0189087567239304,-0.01476101254989196,0.007829178147886544,0.05651173916489748,0.05534038370087549
HALLMARK_UV_RESPONSE_UP,0.03239313832484877,0.03805669050176115,0.0365365407606643,0.025030854433035415,-0.03550537619700901,0.038656431107613236,0.13604873996339864
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.08283290812479702,0.11247373077945055,-0.007162326255505792,0.0302991637890903,-0.011375575944007026,0.09784510626908781,0.0882982730112121
HALLMARK_XENOBIOTIC_METABOLISM,0.029307170342208727,0.10185503276479295,-0.028367576176618926,0.025193360412939205,0.01824510034887828,0.0021429843075144043,0.13630749169532907
