,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.06903475845629936,0.08474694466897072,0.0428427487971527,-0.04160968529264413,-0.015113704701877811,-0.12690650688646818,0.06359338392775563,-0.0064464036200624995,0.040946516890607944,0.054450957071550454,-0.027103803492906652,0.1480181041781806,0.0008713146226483521,0.11473172862544982,-0.11242665850328691,-0.17198826452567836,0.12824448679991352,-0.05808632311189831,0.17420829738706656,0.1290229799266429,-0.006343599131502719
HALLMARK_ALLOGRAFT_REJECTION,0.007911025281698802,-0.08648177169994124,0.030917026008209544,-0.03536389546836615,-0.010767563094573442,0.061899726903428196,0.039533489558939455,-0.011713116308534647,-0.0040469806553591,0.02320613716136975,-0.017697426130646586,0.19509255332096498,0.07790675054626577,-0.007885755868081917,-0.19538335046917332,-0.14007816820770821,0.026850558098774548,-0.032424855559060876,0.07605999557395247,-0.0981743516686488,0.09821989610311876
HALLMARK_ANDROGEN_RESPONSE,-0.010235803679275332,0.05744248880776491,0.04092758316254466,0.05470613582096294,0.08037564389807393,0.09134476310990923,0.004503010018961471,0.028845925124263004,0.010671626750372459,-0.02336340139314526,-0.09406319746311971,0.13464664336162896,-0.006811287560435702,0.11412028624290017,0.02707867550796118,-0.0799802983417982,0.03049094602151108,-0.008346391305511437,0.19246356327831635,0.14608017284642616,0.10510121777427352
HALLMARK_ANGIOGENESIS,0.02089946640722605,-0.042784983821633114,-0.06392827506282156,0.05385201972320793,0.051431091337388324,0.0776113861621232,-0.013593043030468002,-0.00047554999407831307,-0.10583398144958314,0.05387871723945064,-0.03264644143678155,-0.10471817407778061,0.02912164606918213,0.2744622561675253,0.2476294409916467,0.31170731381679406,0.012884566135151578,0.14964715206603998,0.06279597508003439,0.21214954103374525,0.06018569774012711
HALLMARK_APICAL_JUNCTION,-0.04961147275620181,0.11438755030930414,0.03561135283556906,-0.10557056452948865,-0.0353629585485575,0.01640208323317505,0.01834608684546712,-0.015370203986491667,-0.0031283669288022656,0.06638881975167447,0.0007950838211022417,0.21069194187479856,0.01567870399341728,0.06585850102991002,-0.03772875312606953,-0.06623599501716403,0.07749664662734519,-0.10757802052611272,0.20870559459442745,0.15389779336723686,0.02967812599606673
HALLMARK_APICAL_SURFACE,-0.050445621293232094,0.037235469940711655,0.02475338005794427,-0.009565367141328536,-0.05282082381904532,-0.1577169061643635,-0.006944850576071154,-0.018308322435580275,0.07417639402976042,-0.05175592871667047,0.009735594425012442,0.1958900857385852,0.05032349782214822,0.07649552446531112,-0.014907538140347155,-0.18240106075638698,0.0756847896720904,0.013639655344687302,0.206827322611422,0.021840832988373075,-0.010359151768522482
HALLMARK_APOPTOSIS,0.056444513626496176,0.0954678188822366,0.027961874765169408,0.004613136088517708,0.012895178945799501,0.1684312602581151,0.04585867059648489,-0.041291230818244234,-0.012886177858132869,0.0022568873530937283,-0.049667384316894096,0.023060605673381102,0.04823655097531549,0.06420428553814264,0.3592003537105985,0.33479868906197285,0.03076806605919533,0.03321096749868355,0.049524512745379994,-0.0323465746702492,0.010025630060396175
HALLMARK_BILE_ACID_METABOLISM,-0.11805622625142626,0.047573967306755754,0.020694951107334544,-0.05151695161071436,-0.011750509695836128,-0.17975446688140617,0.015406484828597154,0.02941579160615133,0.015468326895702043,0.0761564359965288,-0.010660286250636902,0.13079246510559908,-0.04477153509562775,0.03377256975380668,-0.052717175053014015,-0.1652340097082113,0.05248578392489879,-0.07015331631263164,0.12889417857331006,0.1356984513785821,0.04510429007235782
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.01899013803049509,0.05334041490103362,0.05369034109382555,-0.08385612492075836,-0.011354145310557015,-0.12163164180786877,0.035602171014974954,9.473737218930699e-05,-0.03472674927369293,0.04929178722126125,-0.04312452422124894,0.18940501003542493,-0.03819104421409898,0.1515710402870612,-0.08821205934803902,-0.17916513053374858,0.051029485568891454,-0.09353326670637514,0.16044054317790343,0.14361986429122695,0.01976925560508198
HALLMARK_COAGULATION,0.11138396586776478,0.1387371546162841,0.042968671710537074,0.036887419249816054,-0.019840139563068872,0.06683139025783714,0.03147403650046038,0.005666705025235015,0.004745885511781247,0.0009991343724954133,-0.07009660557605421,0.06273712990985308,0.007309018776916989,0.07313424532737225,0.049553340143340216,0.02646657064727124,0.07170181297915658,0.037128824456809754,0.19361445078091652,0.08086244540862281,0.020121754481828135
HALLMARK_COMPLEMENT,0.0783952633198945,0.04962194963696215,0.04933848848868864,0.0200736545069665,-0.027015645085825296,0.1425196078983716,0.01572414181392712,-0.04368677994790723,-0.032889959755835356,0.03554425407828921,-0.023547902832663312,0.16985966586074988,0.09141242346206283,0.17179309909474808,0.031165206634377943,-0.04551787805622426,0.13523033021505132,-0.031049028500606972,0.1818598810173015,0.12985446903245776,0.035559505188888556
HALLMARK_DNA_REPAIR,-0.019315072502867438,0.04793359036743871,0.06651436828392236,-0.08976010020842261,0.11624325528184797,-0.04424090755890634,0.03317738914793851,-0.025886101654024787,0.0032260170616821267,0.08065221206268662,0.014050101970834197,0.20314503515570376,-0.018494867873203275,0.06333750229631102,-0.09142349892594792,-0.17852153845250418,0.0952038606349387,-0.1339313321174275,0.14700390521550857,0.18842819484170295,0.07044855594405502
HALLMARK_E2F_TARGETS,-0.005832175770293617,0.05320937787949679,0.05939712009831673,-0.07802325768957967,-0.026687586428353626,-0.12140551552612641,0.012619672040760602,-0.007125445042212804,0.004713927238852747,0.018222240293964815,-0.002902010760321957,0.13311586284731022,-0.10963331728966758,0.06726593428054527,-0.02258294953492101,-0.14171479913365406,0.0461197723457352,-0.09065906305678498,0.09464292495057698,0.16889230760541424,0.12613680007911396
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.001992101704689412,0.09148296446560664,0.03796198376534911,-0.006757019893144504,0.07373562686418841,0.18499132074850425,0.033781506627033255,-0.03978172693548022,-0.05234055870588734,0.018665112729267668,-0.06003040712373249,-0.04349432952953167,-0.019340143400754073,0.06710954259858527,0.5339542660068004,0.40540213501933486,0.07786675366912155,0.14104812228098168,0.12372405500232551,0.21521491269962145,0.05041537963016433
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.011341736048360791,0.05592762907332588,0.014268238818931406,-0.03179863262359524,0.024643624939406764,0.028540601304278962,0.08241290635937845,-0.04150393783197613,0.06983888943043425,0.026648830548934077,0.043774606357504096,-0.08426381493703013,-0.05231265798066383,0.08995576299269338,0.15061715083789268,0.05142897536947128,0.07857155937823412,-0.07812023785429988,0.180733692982045,0.1856206103994668,0.027872533677324805
