,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,ZH1007nec,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11034585516965724,0.024249786446849206,0.04384994080762909,0.10428585630139826,0.04685601405283524,-0.021237903824268094,0.04405159722533974,-0.029883515016853473,0.025709621545624464,0.02342713236458136,-0.00035106854386271843,0.05164886911860028,0.09196397832971757,0.07134651597842637,0.10338521686157497,0.035900573751818654,0.06985818559922854,0.0874959956797509
HALLMARK_ALLOGRAFT_REJECTION,0.025041995660998167,-0.021486405300579502,0.027073581740608716,0.07630416066470344,-0.005894446386441708,-0.04467596002180531,0.047961304391888206,-0.028531340110860545,0.010300032749422452,-0.1013162422339501,0.05431777912835423,0.05465644147853365,0.08369632533755994,-0.014138867237309661,0.08052375940773251,0.005253931233644869,0.031868946816482564,-0.0050837383715686075
HALLMARK_ANDROGEN_RESPONSE,0.09029188703561128,0.07126911767796752,-0.010847086442210557,0.08360477133080513,0.016275369972667278,0.04144569388879003,0.06171504679624524,-0.03301991823579002,0.07320373225702394,-0.03052116822014178,-0.03348071828311303,0.0005234809082443579,0.09050893965748538,0.06760282560950599,0.02571558538137525,0.035749313165001115,0.0811301886765547,0.06885663867584291
HALLMARK_ANGIOGENESIS,0.06579143665107483,0.042225624816380695,0.006529560952081026,0.13108382176923045,-0.0023900317698092068,-0.04182557427324619,0.040767381630900074,0.05643069352589834,0.061238474969179675,-0.09898765345517452,-0.0018475700792221171,0.013628666160611178,-0.04003929743229103,-0.010907188890302911,0.054970452051704095,0.045250971928939815,-0.06587319755050106,0.03688905776170725
HALLMARK_APICAL_JUNCTION,0.13597591962535813,0.020618226509980055,0.015855138069197663,0.09993949157393436,0.058422509946284014,-0.024250927973682675,0.061157894306363245,0.04920526706537262,0.04413452338681555,-0.024417290000512532,0.010521460354136336,0.017863554421373926,0.09882843487107308,0.12166569058601315,0.09730646606046747,0.05001291468877662,0.02637951978752374,0.08731843519130715
HALLMARK_APICAL_SURFACE,0.09616909494222492,0.03406369438684672,-0.022491539466644745,0.21493120197250476,0.0018992047278327032,-0.008888687069174657,-0.029099170264074197,-0.0429466994985045,0.01338442924060274,0.01740444279212794,0.01665757923005719,-0.015473799234948293,0.07211839288610616,0.07780861246644571,0.06950224092502369,0.03175999847164905,-0.00321243566417641,0.037541990346764094
HALLMARK_APOPTOSIS,0.039372393765540706,0.0035680074617807965,0.043361974815721176,0.019754369905317648,0.026345043442518774,0.018440014401137815,0.012799772190024993,0.062396879548555974,0.05024144173058458,-0.0061380598698124325,-0.04726041041046265,0.0005432054334804058,0.11298889166666162,0.01735619566769123,0.04616819198721585,0.02686106555405634,0.010606113556964922,0.031111453963200187
HALLMARK_BILE_ACID_METABOLISM,0.07914455276915058,-0.027686719522714877,-0.008212071627536071,0.13088737217151242,0.018129710979412947,-0.04315968997108526,0.03702353736943068,0.004853646194440385,0.08157369229264452,-0.04509024949020649,-0.014158867869864875,-0.04759451656764077,0.03745769675864313,0.08269324775772227,0.09155003489346084,0.02667548844091901,0.052509443287631144,0.040839977797011325
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.16319834196561805,0.022742205090062098,0.03791777062240274,0.0810908490976738,0.01543779279321512,-0.018476079118181787,0.018822846437097127,0.03404798087863655,0.058620325501701806,-0.0976967111753736,0.013604100391946539,0.030252481499515347,0.08160092536249271,0.06739440396978322,0.08344100429707281,0.009403465674169961,0.05311139151678725,0.07008712532992883
HALLMARK_COAGULATION,0.11843339240177976,-0.0016970069962134373,0.06846197104630598,0.025757741342896937,0.0495461202654105,0.0196165184987472,0.03926647066158224,0.022195114150010974,0.05267058350516396,-0.16018592945937038,0.03412134223656248,-0.03302521213633445,0.1639792069452904,0.055941402769141294,0.07938872825716994,-0.0024566060000304956,0.024462905242824923,0.06301931370605528
HALLMARK_COMPLEMENT,0.07151283865063617,0.07307344900751955,0.027244924613733387,0.1338925918234352,0.00780923171440408,0.037364419152259014,0.055704144750012716,0.033374601318403856,0.0489422801716123,-0.07741430990228719,0.026115880674425405,0.06934071482765229,0.13262415734041846,0.05928163374982625,0.1341010660070445,0.02548250768537465,0.05756538810534534,0.02565525433547796
HALLMARK_DNA_REPAIR,0.11816096057811043,0.04488923522511628,-0.004938242494262487,0.08954865707541709,0.02475336784406769,-0.010904202149974666,0.05320345814519445,0.007396095150488206,0.07368938891880807,0.05272809238625878,0.0029863524299659125,0.04639175642935203,0.17484311294187144,0.10955305966909878,0.1137053473602523,0.01820234955460169,0.07781766926737799,0.08695805958433898
HALLMARK_E2F_TARGETS,0.11971071024897967,-0.02129358187427825,-0.0009255985213830741,0.11085972452587463,0.048256661187990685,-0.010344854204768161,0.07606036330821511,-0.004331309627019893,0.02478342575122913,0.07028914164491337,0.04720097049775832,0.018049030343759303,0.09180484448910506,0.10673504957150397,0.0633367046566432,0.01254935974269277,0.05212329901325314,0.06925297338727993
