,UKF248,UKF251,UKF260,UKF266,UKF269,UKF296,UKF304,ZH8812bulk,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.006229880400228466,-0.0560898432201727,0.12408630639061763,0.07767799311373702,-0.09667825950976963,0.020672893470720575,0.04778759461042229,0.06935180984176853,0.02551909020647921,0.05507387954049738,0.018449944711947813
HALLMARK_ALLOGRAFT_REJECTION,-0.030042931381192708,-0.051212052485631605,0.06636285050089574,-0.015399780080411641,-0.16167573034388796,0.06623338934809272,-0.12421492987952057,0.06572855481510963,-0.02349312754036799,0.06068438182437786,0.03065868951475692
HALLMARK_ANDROGEN_RESPONSE,0.04728557880963749,-0.034398254130002776,0.14425712562942822,0.06592169738357045,-0.1674763393022151,0.018552821248290045,-0.10142758489243701,0.013470062080967944,-0.013051007798273426,0.07667210053491373,0.01239431478123306
HALLMARK_ANGIOGENESIS,0.010996151806229914,0.08641324032729271,-0.2033383590872157,0.010928193038630544,-0.2100930728492842,0.0010499669721373108,-0.12344701003586281,0.018336015305024038,0.014630953746300406,-0.08377995936992674,0.052987308819134236
HALLMARK_APICAL_JUNCTION,-0.002178649636801154,-0.02230737648157235,0.05703214561944321,0.04358396359071118,-0.16912883433866224,0.03516182696446395,-0.017007259753676472,0.0688521184528158,0.021727691923007195,0.055149951090365266,0.0020281195128645257
HALLMARK_APICAL_SURFACE,0.060186897760692894,0.08556628174427099,0.09153092716876994,0.013693129893286466,0.13310520878573964,-0.03760574811314729,0.08435042751371334,0.06279077869455106,0.005474840852891749,0.054483031114260255,-0.03075708800182639
HALLMARK_APOPTOSIS,-0.04860030015104113,-0.02929139449862002,-0.05841337648228111,0.07055439782348892,0.008081412724876691,0.06016421301847812,0.003425617799655199,-0.0012507685189504234,0.08038577615240391,0.03245166434845541,-0.00012102076323178706
HALLMARK_BILE_ACID_METABOLISM,0.03956969052458553,-0.06417658433736093,0.02650767585128569,-0.0038297754352131026,-0.19122616461261727,-0.025187492090131155,0.007687270729421392,-0.013689715699692651,0.03494117979071883,0.022091636906812026,-0.08187787873249898
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.009759668110799497,-0.1098313399823355,0.04785111347458688,0.017884457244857075,-0.12704127766435047,0.009571268832262479,-0.06706903520956736,0.008782933334050684,-0.008232421849826447,-0.017833501800263912,0.016116460531906063
HALLMARK_COAGULATION,-0.014156953406302736,-0.052905167099664974,0.06358319517920163,0.012307393846176727,-0.1859503862423963,0.09822825754294576,-0.140599482313576,0.07964853732267023,0.04071005289922654,0.021070524242327245,0.07706238707578336
HALLMARK_COMPLEMENT,0.03945937214081765,-0.0048676678132723375,0.13987135856100683,0.039757766886939466,-0.134158695946181,-0.002915370562012843,-0.08366072718930559,0.008612304531092756,0.057128007940522675,0.09685941097242325,-0.0859490950994067
HALLMARK_DNA_REPAIR,0.034779832573072544,-0.07561718345367226,0.16039895508672497,0.036055773839685674,-0.11655138279261683,-0.02078270374448641,0.056478856300054225,0.0339275243646748,0.04346083348809492,-0.017998241007950874,-0.0003671492046237291
