,UKF296,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.03194640577237403,-0.09889393338635548,0.0683817015787194,0.11785088757747422,0.10556483357727646,0.06841950542142969,0.1128896044099497
HALLMARK_ALLOGRAFT_REJECTION,-0.0381046799855712,-0.1144384849793245,0.044539663706871485,-0.003088214614454237,0.06983081102324207,-0.052379620024099245,0.0018558042829409493
HALLMARK_ANDROGEN_RESPONSE,-0.03925742994551159,-0.08618546744714334,0.01281657367516416,0.015527965566913039,0.07823000807703277,0.03756518880867914,0.04006713405683986
HALLMARK_ANGIOGENESIS,-0.06180900422044658,0.010692765211583336,-0.018849254282614972,-0.07394880707122706,-0.008023943888515891,0.00884424981018175,-0.09559311502265921
HALLMARK_APICAL_JUNCTION,0.01028447705555387,-0.04673908080649859,0.06294770705148901,0.0718755962029943,0.09827506848783751,0.0657603687779886,0.1363329384763077
HALLMARK_APICAL_SURFACE,-0.011886862630393805,-0.0707264783953475,0.04164350400393093,0.05235704023053291,0.09580789746124505,0.012509922500174034,0.021649701494459692
HALLMARK_APOPTOSIS,-0.0011680007261432208,0.04419074688356628,0.04062702926658362,-0.02090950105733251,0.10812501863330605,0.058899319356605265,0.1363228675107861
HALLMARK_BILE_ACID_METABOLISM,0.003465688811548944,-0.09705569754205001,-0.02027603238893137,0.03406867317216213,0.09093240344113186,-0.030041923291881878,0.05138890072125077
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.010378033574041788,-0.09737487119817963,0.04870608264419873,0.07197949565268755,0.10676815086447913,0.004133704849794061,0.15576470676268492
HALLMARK_COAGULATION,-0.07204964321149465,-0.026303177336148335,0.04395372620621088,-0.009254800111510274,0.09991577622127429,0.07399997825906737,0.046125958923081946
HALLMARK_COMPLEMENT,0.001293076610304694,-0.0957800268275012,0.014009504378619503,0.029568856505632225,0.07951591614283336,0.05984012556544165,0.07886711495923053
HALLMARK_DNA_REPAIR,0.0028037352805206062,-0.11249758839833118,0.04318809866882171,0.0881079318365364,0.07580502332572983,0.004608017402867145,0.1404836879806329
HALLMARK_E2F_TARGETS,0.037009280077760144,-0.11063476403504136,0.06538279228150716,0.04655510700683594,0.10113425240037084,-0.0072066771009533185,0.04023480605151823
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03958901411223143,0.1055657344185008,0.07272572299189624,-0.03652596207099268,0.07735879072852678,0.05812045168713196,0.05272846688571916
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01985097959158782,-0.020436446619724838,0.0700465022096548,0.1189050630320692,0.10921561060634105,0.04460297388148123,0.09673300779460778
