,UKF248,ZH1007inf,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.1130283864440227,0.11900366546618536,0.02211181901913789,0.03051052721762217
HALLMARK_ALLOGRAFT_REJECTION,0.12023148239244144,0.04139343354569879,0.026584789616328854,0.11187376673987574
HALLMARK_ANDROGEN_RESPONSE,0.12833536494011055,0.07179137703195516,0.03707172691513586,0.1058013669144636
HALLMARK_ANGIOGENESIS,-0.053430167354323536,-0.026382973466430516,0.06641533518029939,0.06116511696779614
HALLMARK_APICAL_JUNCTION,0.14418953977232146,0.11876357827065323,0.010317616165097262,0.11473539172701265
HALLMARK_APICAL_SURFACE,0.08947602483006246,0.07511362193634376,0.027788287446033694,0.13323775532526075
HALLMARK_APOPTOSIS,0.0409182384765037,0.0004236828038649595,-0.01785946683032781,0.053296274532228786
HALLMARK_BILE_ACID_METABOLISM,0.017415038539188424,0.07760996951218486,0.019178122700625664,-0.010388753730016064
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.0629400239102019,0.04783547534971826,-0.011162349712940431,-0.014204482270116314
HALLMARK_COAGULATION,0.17322920652608126,0.04280882292374481,-0.014743254064356705,0.1313862774166952
HALLMARK_COMPLEMENT,0.041959244047503765,0.01095649782586243,0.04693273386157515,0.001081339121250739
HALLMARK_DNA_REPAIR,0.06152183456359922,0.13592845970839454,0.04203608907023487,0.03900240963754116
HALLMARK_E2F_TARGETS,0.06334056027977214,0.08762419192769805,0.003983909340737899,0.0023287904334604037
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.14532583246336522,0.10351540087082753,0.04431166564996933,0.14709932445998822
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.07648540187852608,0.08554834545506383,0.04157083132513753,0.02718902315134922
HALLMARK_ESTROGEN_RESPONSE_LATE,0.015711419065582325,-0.03239045892258353,0.024222902873124102,-0.06088642133790131
HALLMARK_FATTY_ACID_METABOLISM,0.02178496254074697,0.05808370856852743,0.04133097808032611,-0.003925663934039999
HALLMARK_G2M_CHECKPOINT,0.035894301033034384,0.007489936555800975,0.012134915689878777,0.007930844545284144
HALLMARK_GLYCOLYSIS,-0.0598283699701003,0.09994934585312648,0.05521559412435092,-0.00894021324155539
HALLMARK_HEDGEHOG_SIGNALING,-0.005161840737326475,0.04159240464045908,0.04675899288872506,-0.023323447240526228
HALLMARK_HEME_METABOLISM,0.11795964726798934,0.06339997775697793,0.04771903914964353,0.023064292289862717
HALLMARK_HYPOXIA,-0.11324745177282163,0.07364016652128828,0.0034250747438510213,0.014084400865698943
HALLMARK_IL2_STAT5_SIGNALING,0.08292759907400668,-0.00381126737537563,0.016646382225069298,0.03715482750341563
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.14919685383876774,-0.0025424822353828716,-0.02012256746927323,0.03580918413320835
