,MGH258,UKF248,UKF255,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH881T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.11123668755012166,0.08661404441710631,0.1117064449964914,0.034674310038304235,0.23070062885013762,-0.0209541023739682,0.07338831670884359,0.07965214108940012,-0.07964850484923558,0.09133036807750942,0.02000749694095563,0.10171511396650253
HALLMARK_ALLOGRAFT_REJECTION,-0.07607088447633235,0.021265793368541806,0.020135995873264756,-0.05496361464804032,0.3440404856369942,-0.04188259654251117,-0.12737516293349277,-0.010773506127772572,-0.04093608350899316,-0.06001124376528141,-0.05049565345658594,-0.005649346707126713
HALLMARK_ANDROGEN_RESPONSE,0.11814538299152262,0.05130013843282557,0.05696363395808268,0.03658865531205576,0.30338492155869534,0.02089274883863501,-0.026850840872322486,0.04361199101011177,-0.0232646104476003,-0.03961947216966173,-0.01833460897663913,0.07178221167190033
HALLMARK_ANGIOGENESIS,-0.063061418896144,-0.15369710419119514,0.14815266781556757,-0.043518727453638925,0.3533928117313818,-0.05730446321404054,-0.1285175328936538,-0.08507350679463918,-0.04712521015644029,0.02063868130334732,-0.04386563589155442,-0.040311041398409936
HALLMARK_APICAL_JUNCTION,0.13941965144793303,0.07640602596865598,0.15186045272969084,0.015526053828817754,0.3372479461685227,-0.02057766957584494,0.038174890409738114,0.007551159919879851,-0.09874840167724194,0.14607882554564455,0.017741047195818017,0.07156869004684513
HALLMARK_APICAL_SURFACE,0.12481298863607924,0.1304934704419276,0.1457416897883429,0.04129905114040754,-0.12807786199912619,0.09816468645450818,0.15100713513965083,0.06873497974196625,0.03753090937266197,0.10298446390038461,0.08959711177273812,0.04530557230263043
HALLMARK_APOPTOSIS,0.018470526134626526,-0.055417345057967506,-0.12680044038721908,0.017160330657982316,0.09699303828926685,-0.018064476350164612,-0.054590133414902785,0.059648766064320256,-0.11421606056441026,0.0033288839353684788,-0.04229508234808383,-0.02731751363296476
HALLMARK_BILE_ACID_METABOLISM,0.162360333613603,0.133247490887046,0.029319879441733667,0.0001206793458019653,0.3053908962025555,-0.07663538208118091,-0.040272539904537996,0.0007416620511779659,0.004447200716774286,0.05157930020322843,0.009711392228711254,0.09012965539496814
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.11658820928373861,0.17516528220890276,0.03646380050984288,-0.046339814824174465,0.200638089357315,-0.047137985983175236,-0.040231153617419364,-0.016771791125975218,-0.06707493080543997,0.03199587447166488,-0.00905310320649101,0.07290728070082357
HALLMARK_COAGULATION,-0.14315886273739126,0.04101630163098467,0.03586314347574709,-0.016344932417461853,0.2760835781787344,-0.03211385153306477,-0.15135463847979866,-0.03728490616680629,-0.12857442945992803,0.0184297735862239,-0.05318638799508555,0.016047539082701935
HALLMARK_COMPLEMENT,-0.05882535063308641,0.029021341118947067,0.10187814550337203,0.003773562030411554,0.3442089252085277,0.0006635376901674893,-0.06484401211528826,0.06415309119141208,-0.030391743701409703,0.07878277415122303,0.04033704161670346,0.06403889297227168
HALLMARK_DNA_REPAIR,0.14913538405324755,0.15621869800498886,0.11952316632278738,-0.014605236533786434,0.3719056434973978,0.022817641052449527,0.06884936792688941,0.02750523737832364,0.007951120342827795,0.04084814022391478,0.051068330362315485,0.10132914853102236
HALLMARK_E2F_TARGETS,0.1276607657073709,0.18534300396232256,0.15929828521749734,-0.024065413308477192,0.367258267887092,0.015124135680297898,0.10468633246090563,-0.00478732024045501,0.08711389188380758,0.029031916091309395,-0.0028139191574620337,0.06706157500278936
