,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.051568576489122366,0.04896754583059544,-0.0780684147990254,0.17652216682669217,0.06382376044395963,0.25088609589139904,0.09079143022753848,-0.020957060280162844,0.06933756867133867,0.03902083059275665,-0.01295236399809662,0.10919149350647218,0.1433271922486346,0.09589815248852335,0.19762962315217633,0.19161292717387268,-0.03314691707965126,0.027827941398512527,-0.005214445896786229,0.1013352711554288,0.024827808328053185
HALLMARK_ALLOGRAFT_REJECTION,0.04251381216821908,-0.000671505928957815,-0.03611493327425282,0.13209001339962428,0.06625922454566971,0.049138207226795266,0.0384809811919517,-0.09400363735420553,0.02667948942018984,-0.01992951078328321,0.16579588673765408,0.1081434232692731,0.047702901097666416,0.018642020317174077,0.11398393267434215,0.13871100110656198,-0.015192811104135204,0.05314507290206977,-0.007024250405839022,0.05610121341651498,-0.04734982752988056
HALLMARK_ANDROGEN_RESPONSE,0.05119534699589653,0.0150461318226341,-0.038665629579662845,0.08263820658954169,0.06329551690126482,0.0373683947877335,0.1046597318412793,-0.045419844220981484,0.07558701916059957,-0.00592493541842912,0.08344102093275735,0.11715922774714223,0.1137797610120857,0.026640595674939545,0.12986417745457354,0.17321148849083257,0.014158732417054608,-0.01188012083390626,0.03255183672303928,0.1072120558744706,0.07499044576942118
HALLMARK_ANGIOGENESIS,0.040300218876355584,-0.10125018759312059,-0.07173504087415121,0.06970316887898233,-0.02917068441607565,-0.09661038088363112,0.07864064975547275,-0.08603053341941624,-0.09726058087961896,0.031118133291703536,0.14659295135504252,0.013191627662779674,0.04221946617908036,-0.14002241427137022,-0.05601289257196235,-0.16180714841067925,-0.048991935662233484,-0.04605206702641384,-0.05292616514029882,0.011879274819045015,-0.010903927716323241
HALLMARK_APICAL_JUNCTION,0.0787544251013548,0.0398697080015565,-0.008879612938597936,0.14389160850159455,0.07997432302822395,0.20341067719002962,0.14608133769599593,-0.06307840806380262,-0.028347931410513633,0.017105149241988176,0.01282097047420975,0.14809326891772595,0.10134859163472741,0.17156349698522907,0.1996572106376401,0.18997722272941162,-0.007550662842904981,0.02414731853614593,-0.023002382655683357,0.12325485380730722,-0.0221340323576571
HALLMARK_APICAL_SURFACE,0.07156340627715548,0.03624173607434371,0.04961672268663426,0.10928148049414015,0.015250178911651955,0.26272478481509853,0.08805044874991418,0.037758929111669566,0.08278836484360755,0.042009585608322395,-0.08710913133765634,0.12565284660465662,-0.020293872768998314,0.15714378222402392,0.09674857756388704,0.16503637245388292,0.05525905062200225,0.05401306059956727,0.013874861457816186,0.1012210482659384,-0.031233788349760594
HALLMARK_APOPTOSIS,0.003096919703389688,0.025340959950456345,-0.05688250061457905,-0.014258222391531222,0.036079551345088834,-0.21975235677850471,-0.0009413075857970636,-0.011531032184235707,-0.019925504210637757,0.013181634266014496,0.05145258233171464,0.023309016391320877,0.02419228717150043,0.02693574147813917,-0.03183583683445388,-0.14195083945510192,0.01723426308082701,-0.03868618314867067,0.05007200678445533,0.10125568593630888,-0.05180079968593505
HALLMARK_BILE_ACID_METABOLISM,0.04231665755217917,0.0892317146279793,0.0181396226270716,0.14003100063157548,0.0441732047171466,0.2796861416124513,0.10679322074260804,-0.08574853417813806,-0.02016624787497832,0.048765797741179374,0.044899817998571845,0.09525581189714528,0.031143249395357703,0.17972627821878825,0.1278746786628285,0.20877544833192574,0.05332837912611131,0.0036004825902819382,0.014438225623411184,0.04436942691707697,0.04222430976895816
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0767214502541112,0.01824620769041924,-0.052964019330958706,0.13674404733974793,0.070286613760903,0.18789115738002096,0.10741330638998282,-0.03568923734411436,-0.12744871162165541,0.0347179818867115,0.1303983854979268,0.08939915445395179,0.025771970774414704,0.07233089851228783,0.16225468853285524,0.19906252692210438,0.058115130658703766,0.03582893327498903,-0.031958092722233995,0.04033167834641308,0.03538408515712872
HALLMARK_COAGULATION,0.10085516821953738,0.05513719313042828,-0.09515443635252095,0.06351318033889475,0.08958133907299823,-0.022087165520482985,0.033850523714195606,-0.09732359637155667,0.013121886823553515,0.0002991560875649426,0.2101113135408844,0.1357178833732209,0.10779292282615403,0.03804941994757757,0.14021597688040974,0.06082427335048115,-0.03720208328998392,-0.034542282083160895,0.020666572402876008,0.033552082146009195,0.08096349715412415
