,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.05106728752868812,0.07999144945519043,0.05037868609688746,0.049769379305545425,0.11867813176636612,0.02652417189848829,0.0328697857093111,0.08219674769607363,0.08059049974778987,0.07513681504153297,0.028047346486316155,0.07736970612395169,0.05551426802399142,0.016769124218651146,0.11780454732211583,0.061964340097178536,0.13144403114652892,0.028594027515638328
HALLMARK_ALLOGRAFT_REJECTION,-0.08591509889741158,0.05791504487481131,0.0049282228945392035,0.05094539136734508,-0.022346805679965692,0.0655694939101644,-0.05649450060315765,0.11077734999604423,0.11145533387258091,0.037412818911069665,-0.09987292792833305,0.05767253617245328,-0.0255824881183257,-0.003085268626211244,0.03235800944607621,0.00970836450286535,0.08517144612591511,0.026040060809226728
HALLMARK_ANDROGEN_RESPONSE,0.03051336407005717,0.11877188232976671,0.04750145670198204,0.04576712588321934,0.0810565548165764,0.03772054321882199,0.04719440187415037,0.1410365566013128,0.05469567699491137,-0.021454851103108623,0.07176386827813276,0.13118277894766106,0.08154374827294361,0.059090497067089985,0.0972960864766977,0.014151267221530284,0.10787973973216054,0.052233809334927564
HALLMARK_ANGIOGENESIS,0.012676013147844617,0.05019843630265525,-0.0002834443499983256,-0.011020403014842138,0.07996028329750929,-0.014219376058121973,-0.031272575982720215,0.1022380134181271,0.1507148289566309,-0.04357406769298995,-0.05551075688731218,-0.025668697601004542,0.02957376264202237,0.06369342172157581,-0.08442727136853286,0.0032353126877871594,0.01929755033133818,0.013692027264414288
HALLMARK_APICAL_JUNCTION,0.04061090185476916,0.07900406681612362,0.03876705829838891,0.04158019019337067,0.09315931413757413,0.04883511152003954,0.06540393919491912,0.14986448852258147,0.14050470837239185,-0.011110564215932936,0.08967348356057477,0.08818605002774262,0.09815414776587467,0.019774625762481877,0.15109627527000766,0.035181497728199194,0.17492770886522735,0.023583872694753812
HALLMARK_APICAL_SURFACE,0.027457894499550713,0.02208786001799299,0.03442128865563634,0.04539835888458611,0.050592098557641345,0.08235058411610886,0.12272439390978479,-0.055143674580331564,-0.017282781896485445,0.0859166568938259,0.1603673130696691,0.03713934756345583,0.09568110320896243,0.028654345207403023,0.09329149512315046,0.041807400648704904,0.1109249595419704,0.0892891410207355
HALLMARK_APOPTOSIS,-0.016383776461469095,0.009891997402180205,0.04500717268133901,-0.021251888447465252,-0.0003135409336103642,0.046049099980319905,-0.03647966433500952,-0.02775388481068602,0.06334751264556464,-0.004587680381382463,-0.03175531334656205,0.010414975691527698,-0.058482083929400394,0.028068054311561282,0.01586149853589207,-0.018043189807637503,0.06782612124096668,-0.007735311611727241
HALLMARK_BILE_ACID_METABOLISM,0.09526387408579845,0.09347588313742465,-0.020861930537529758,0.011965751732725726,0.10836271002532943,0.028365623225172477,0.09441886919502282,0.10239279199879892,0.13823788965133607,-0.0026962758966472835,0.04299387396026106,0.059491960826718024,0.06715882457783366,0.03302327787492803,0.12132726323389498,-0.020555956936115626,0.10499275908359279,0.030623324412733716
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05182755031929133,0.03982192972469589,0.03956349236516698,0.005677155129400356,0.08815316715439467,0.05262912889125944,0.0544482754615689,0.13341419780415176,0.05530643795079424,-0.020442114832647042,-0.031758788833352765,0.1425211860499116,0.1254537140803566,0.010685648637082441,0.1126586306894471,0.017803816446419648,0.07492575611324137,-0.01333233354142772
HALLMARK_COAGULATION,-0.10910396758835067,0.014954625895463104,0.00814802055844703,-0.005081426914620591,0.10863589673640585,0.028412597888614534,0.008836476619245642,0.05222442787324098,0.1365757288686501,-0.008603957350683604,-0.07340870963595501,-0.004999868781559419,0.047515836444465075,-0.0007534663168189795,0.08754056908537056,0.0029543533169308018,0.12984030988398643,0.02501008472347375
HALLMARK_COMPLEMENT,-0.0018069190850632773,0.06231598839341936,0.0359219082249281,0.04517749773580997,0.09549800047521115,0.02447203692383885,0.02252700220461137,0.02938432639294448,0.14983931706291712,-0.01106069896782676,-0.06485927589543464,0.05511521082928828,0.00018477783171295774,0.027503170877139597,0.06152989245900548,-0.03660216627888438,0.093882940747311,0.04006768780290366
HALLMARK_DNA_REPAIR,0.04101216354994011,0.13984030043631346,0.05306300359071257,0.035126581961404765,0.09864383446062967,0.08244253592373474,0.08924618318396736,0.1489179221110663,0.10510059676683516,0.005731569972276356,0.10067668079538247,0.08104325471226384,0.09803545202212012,0.03343766526788673,0.15672910778226307,0.05349675949709091,0.12784760423507052,0.03101501533701332
HALLMARK_E2F_TARGETS,0.05705384023765859,0.07668091081735016,0.04207611752638251,0.022000616510013726,0.056238762537511325,0.029612308226014024,0.05766621628983267,0.1375741058444578,0.09225798719721401,-0.031022168151814234,0.06317427249494387,0.058836736414861826,0.11304553903026977,0.0073934295644467645,0.05594879660404833,0.040286947437682685,0.13952111041282517,0.05763911441924096
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05785787623549486,0.009276962503658696,0.011588663498731628,-0.006619240129381868,0.0718182558725531,0.010330030421542687,0.042397324976050914,0.11061638912258574,0.12840019907438313,-0.042143308920522156,-0.05109752997317498,-0.051442715285974036,0.029851801459813792,0.048930329725293764,0.032152351521862466,0.03559680253676434,0.13367633192725975,0.022287004884790827
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.01735122756928578,-0.021986380916388337,0.023038817383659267,0.032319635831014604,-0.04050311778000919,0.0007182643988424519,0.02762939817874913,0.0766559236928767,0.1327697243500354,-0.008840386017264907,0.030569324166654154,-0.07595574052800434,0.057619569675750326,0.040787723493200104,0.14740292523265447,0.056144605155379425,0.09162389096918887,0.028534561273361687
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03777138497030218,0.03296912066536138,0.04306344017825627,-0.039787074350646955,0.11477409628904274,0.03812441912719729,0.12126187901882442,0.06753992177524165,0.030746936809975884,-0.03010289279676688,-0.01830509671683471,0.11415107515904804,0.05378403329489393,0.036317592976480045,0.08619576676738495,0.022530077491502213,0.07990556333204915,0.006767323781587802
HALLMARK_FATTY_ACID_METABOLISM,-0.07494687554316129,0.07269615801168694,0.04620456165459175,-0.006455009195053427,-0.021827265173010025,0.017903147433699397,0.011593211060343318,0.055258686524014416,0.06842756327263726,0.021120953477086382,0.05633595485254267,-0.09506779036772842,0.0020988621804416394,0.06580031240833281,0.06392257097078055,0.023443390218194922,0.06906442266262877,0.0221354210938812
HALLMARK_G2M_CHECKPOINT,0.06392631402412932,0.09952830255004398,0.016914000870944468,0.04094743875240745,0.05157438548458524,0.0037060073228897357,0.0853686598592845,0.16363889597513837,0.09432447194657055,0.008464673114710716,0.051112580072224016,0.09468548382834464,0.09768813851594388,0.049347283624819945,0.048030139157971004,0.06203316774200523,0.07750544512471368,0.005939182939649765
HALLMARK_GLYCOLYSIS,0.048970057237720625,0.06399935482679761,0.029482673963068102,0.012206149074691216,0.10233402530611257,0.03240173053889745,0.05469379306088058,0.07509773625249593,0.10260667307641765,0.03828819929437527,0.08557598807143632,-0.008038955532329042,0.05504393772225256,0.05038488057165623,0.1079831338590175,0.06813400227885763,0.09287046638602106,0.030476680126554783
