,UKF259,UKF304,UKF334,ZH1019inf,ZH916inf
HALLMARK_ADIPOGENESIS,-0.033721547042958815,0.024632599955688193,0.050625325443471876,0.041921871932759806,0.08050063523271715
HALLMARK_ALLOGRAFT_REJECTION,-0.018569146549170093,0.0684328491626026,0.06317032942943339,-0.06513856708726347,-0.07835190961229495
HALLMARK_ANDROGEN_RESPONSE,-0.033323647945239496,0.11836902146784868,0.05739491848459626,0.03888847199983907,0.1171730905914448
HALLMARK_ANGIOGENESIS,-0.014487808608772017,0.08390229348531046,0.05869640634973919,-0.0392663221879268,0.17338751742890454
HALLMARK_APICAL_JUNCTION,0.0116758070859489,0.025557618888687395,0.09150806543040793,0.03782306500313432,-0.0076196695748377815
HALLMARK_APICAL_SURFACE,0.034802902463027016,-0.011403147327791904,0.06818393447907338,0.020905432105944758,0.002927196007513569
HALLMARK_APOPTOSIS,0.00010972264543684926,0.04349288323771415,-0.02868071453648873,-0.011150033148801183,-0.10948844351581911
HALLMARK_BILE_ACID_METABOLISM,-0.00551393335968612,0.0797093023720146,0.004602684844876915,-0.005703306222101286,0.05199775779309592
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.021638385790219674,0.0994940626357866,0.10440573743744816,0.08532493369008533,0.029220553222829824
HALLMARK_COAGULATION,-0.009493193543211141,0.10776928778508708,0.07406352168143418,-0.019483317703976717,0.07533323650144098
HALLMARK_COMPLEMENT,0.009087340362387758,0.0979680595673625,0.04895314380128996,0.04320843460075267,-0.08836441011501381
HALLMARK_DNA_REPAIR,-0.03929712008373173,0.07400187594077166,0.09274047345320006,-0.005866116464572106,0.0019267706533928678
HALLMARK_E2F_TARGETS,0.042907064169671154,-0.002964338632438776,0.07355804108670709,0.009392197310915536,-0.025395080104936008
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0536464488125964,0.07192256513784327,0.05949708448883363,-0.025012436595355878,0.020633612505136567
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.025686090076942877,-0.010853679180132044,-0.10333928377083504,-0.009393938481265783,-0.11309438584557178
HALLMARK_ESTROGEN_RESPONSE_LATE,0.043450681013025676,-0.009943504200100746,0.06428799410502643,-0.011763957918103536,0.07055296963202806
HALLMARK_FATTY_ACID_METABOLISM,-0.052692341584389596,0.017652374980491797,-0.010318422584803756,0.0021078381150920903,-0.00844645717447552
HALLMARK_G2M_CHECKPOINT,-0.02449365955310233,0.0624754454194361,0.09004769441218717,0.018439945704716878,0.07114839074659987
HALLMARK_GLYCOLYSIS,-0.038774944774928384,-0.03738049674550137,0.01635267637214655,-0.002121399777323211,0.040087529250723335
HALLMARK_HEDGEHOG_SIGNALING,0.01292477593799938,-0.04175813095693594,0.012719961049212069,0.045606956239193384,-0.06741976595193602
HALLMARK_HEME_METABOLISM,-0.0072911250229915426,0.03047873835089665,0.07356930851608694,-0.040548586003657405,0.04330893026271878
HALLMARK_HYPOXIA,-0.025367204822802948,0.028924318053203748,0.013773233218318246,0.019762743101023435,-0.13344320486426306
HALLMARK_IL2_STAT5_SIGNALING,0.015814452413494252,0.11837907665381128,0.08019020868586287,0.013141337219737419,0.13296716267670577
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.019921881945825122,0.057456229718533425,0.038041178958042474,-0.008988678378564994,-0.009130693548902636
HALLMARK_INFLAMMATORY_RESPONSE,0.039788244548680414,0.02393947185974017,0.0641621789973552,0.05580523971921484,0.05741204250761451
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.04622727012097344,0.06787775023327858,0.10812297107328503,-0.01254566229494465,0.07637009583826389
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.005334153515285581,0.06278515372032377,0.09145551767344451,-0.027776571563180568,0.0029403150932615293
HALLMARK_KRAS_SIGNALING_DN,0.040392190031145,-0.02047955095593735,0.02596360571351799,0.0011986119358600186,0.0017606193337117296
HALLMARK_KRAS_SIGNALING_UP,-0.03972263675198097,0.024567920982401483,0.015280471783230429,-0.030789742557342688,-0.0023341515389105885
HALLMARK_MITOTIC_SPINDLE,-0.006738185928544129,0.039785817253113025,0.03544312982213643,-0.002609587173475542,0.1150626765040402
HALLMARK_MTORC1_SIGNALING,-0.0074043959078524055,0.015516786979636417,0.046649560872992185,0.011580475333244529,-0.0032937223488270447
HALLMARK_MYC_TARGETS_V1,-0.034197636655608724,0.022074256296781797,0.07476657265946622,-0.0023810450466022087,-0.0013959467762539438
HALLMARK_MYC_TARGETS_V2,-0.012371237734500502,0.004104649997159331,0.06059976983774768,0.05427302603308099,-0.004862736484531432
HALLMARK_MYOGENESIS,-0.040185171790119587,0.014168767438867262,-0.01048507728068716,0.039215119883434575,0.06009570360270173
HALLMARK_NOTCH_SIGNALING,-0.02148950540574185,0.028301710981339212,0.08493205190179715,0.011250756068410072,-0.01918606874489925
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.02445563647947586,-0.003521455335072607,0.03867214628539267,0.05288123611348621,-0.02980725204669602
HALLMARK_P53_PATHWAY,0.012305998400578834,0.026230094661457096,0.04282757850277786,-0.044975116881784294,0.011253608794103316
HALLMARK_PANCREAS_BETA_CELLS,-0.020315964311863752,-0.0004289192053538965,0.07743679456258634,-0.018981514571979906,-0.08274582891301431
HALLMARK_PEROXISOME,0.06384048212362597,0.01800745409307054,0.04339198352981289,-0.077313917055823,-0.07206252008559223
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.006608134277640939,-0.013160713613018108,-0.00569129753096165,0.01608774893084315,-0.02732736457697657
HALLMARK_PROTEIN_SECRETION,-0.04771328407413783,-0.021628006898812738,0.062256351243498834,-0.004253149244243856,0.02606310775385568
