,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF313,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.02182160932837522,0.08380092921343389,-0.008642531390658983,0.10541957087437989,0.01732310893288759,-0.02370407047441988,0.06311615434363545,0.02864271083529115,0.02888748808018703,0.08609489153841564,0.15056280536927014,-0.011828636470721342,-0.06391754983872999,-0.07472395284885651,0.14034538129421809,0.12521817107195218
HALLMARK_ALLOGRAFT_REJECTION,0.021341826851614173,0.10115818860295006,0.053264717617422255,0.07232398564689993,0.03025449136696659,0.09919125096981925,0.01436413018009437,0.007150692522080727,0.004365535596098381,-0.02774591395931408,0.07508944593077115,-0.012451982624643643,-0.13375500513375782,0.0003825381306123426,0.23400844749577684,0.08988908232214375
HALLMARK_ANDROGEN_RESPONSE,0.038426901336949114,0.07330540302125274,0.026611677111415936,0.08951703410293624,0.023893038446248845,0.0039171444798169015,-0.03901506835251179,-0.07497042356009379,-0.05573535243851007,0.035846538173287236,0.07078853623739205,0.013257348994850702,-0.06031473410423505,-0.022248767210854007,0.22434914564052544,0.1747331628612709
HALLMARK_ANGIOGENESIS,0.013645451355498557,0.05953383834406674,0.05053935910507858,0.007065032276940408,0.03010416258894161,0.04023442732655127,-0.06707067692249126,-0.10429927730011575,-0.024509561542272094,-0.017422279524624322,-0.15588339082009312,0.050231469705161534,-0.022271509655674464,0.12414199933824101,0.10319782234372056,0.06603033903569161
HALLMARK_APICAL_JUNCTION,0.028374022728084213,0.1463049092566679,0.008099209129950368,0.0957990464765174,0.02814766335760447,0.0600020701097432,-0.04422229445786252,-0.08988112173267639,-0.02967342807396671,0.0875738898221376,0.10859346915323598,0.01864981065975425,0.010293987288495524,-0.09169334099314716,0.24287532633679942,0.1068666316711781
HALLMARK_APICAL_SURFACE,0.029974360062329553,0.09287496603595428,-0.005340292805940363,0.03452064855916373,0.09269596562482066,0.003314560110612195,0.020028880749227724,0.029610500347478353,-0.09070959833431148,0.009454411796581628,0.05756021836961731,0.0030506330926420096,-0.055817072872206434,-0.031826954955389695,0.2262940785483162,0.1400479298020677
HALLMARK_APOPTOSIS,0.03715672431102576,0.07335002990795582,-0.01855685242574322,0.019402512212778694,0.01413371597601054,0.14518831579883026,0.007366129044423602,-0.1085959012765925,0.01424625206880331,0.034897783126272126,0.08130345655957309,0.16388983621229192,0.049322576862588355,0.011004076162944645,0.12536834625528964,0.12523593543610426
HALLMARK_BILE_ACID_METABOLISM,0.013532707359995509,0.004164586341038578,-0.02400414779675195,0.04284259662480181,0.0034242137889641333,-0.047384914897584694,0.028261228235088642,-0.07713699629328662,0.000498891130179677,0.04413027710109155,0.06668947170379017,-0.03565352955274773,-0.08476945802310176,-0.06563163002252449,0.056216453605057906,-0.010305636927412916
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.038455552969321544,-0.049870001573437406,0.012845344267662467,0.08654340716879468,0.031568365981955365,0.05224186806196105,-0.08662575330598628,-0.10970648906871854,0.037908844291049903,-0.004589292514578885,0.1511933855321706,-0.04771563080683196,-0.08152124634776654,-0.09070753449093402,0.003392885327251397,0.022254782053623714
HALLMARK_COAGULATION,-0.006909224685918852,0.15656225196511922,0.011194242527539894,0.10960168969781904,-0.006974201123320773,0.1504115865678452,-0.003569301304962464,-0.04306402221267076,-0.0033811687020114246,-0.02770520300303382,-0.06286757036676445,0.039292967487975915,-0.00614207689318876,0.041267545321961925,0.254734237376021,0.2338955098790171
