,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.017076506562482642,0.03711855154904509,0.018670288556307913,0.02367827447015616,0.04928855122516288,0.07798017447491687,0.15175665907429764,0.00824354779311409,0.06308673557664111,0.03930019285266807,0.011390414300006578,0.020159152114558713,0.1448110804209196,0.04170159541550709,0.1754419155211941,-0.028698824052792046,-0.008579934581542605,0.15150458138190628,0.0825207396281388
HALLMARK_ALLOGRAFT_REJECTION,0.009344244304108353,0.02567378943454201,0.00818169948389745,-0.028267740133688237,0.038476598608093764,0.05053987994697552,0.10684402695977328,0.025795438957597575,-0.03739885664122996,0.05092889322558408,0.04592425055710568,-0.09596376085231183,0.04517793120343073,0.04211719127795783,0.09549344691351154,-0.009543783438903598,-0.01787036446721773,0.13032335265875641,-0.05333955448173261
HALLMARK_ANDROGEN_RESPONSE,0.00909014745005327,0.02353627790282069,0.004345219360616697,-0.002249304203396394,0.04653124443350642,0.0605169427772404,0.14873042237918355,0.013194412843013127,0.06932978446655792,-0.000983269013029085,0.03263603301276843,-0.00610872723498462,0.1161370348093182,0.05305424195297294,0.13794857539938007,0.0037192974149042922,0.017609034378775673,0.1135037177134196,0.06465605787556372
HALLMARK_ANGIOGENESIS,-0.07406409122749119,0.10254443109366321,-0.044220004536384076,0.04716788655961507,0.005693187389901621,0.035953232290040466,0.14917980182389953,0.010472408326606387,-0.00402004449110737,-0.023951801605768198,-0.02823986768271697,-0.028457102756143722,-0.11550587066553453,0.03266006654930031,-0.13375914249221318,-0.055414630594024065,-0.01751611051328556,-0.08134997463656082,0.029036373994673074
HALLMARK_APICAL_JUNCTION,-0.020439560269514517,0.016805688013042237,0.04102041390770004,0.02966496803669179,0.06522236593294228,0.06989233147171356,0.13292855258755729,0.029728600155682273,0.12680623849878422,0.04787579867352523,0.0496951154469074,0.00443708233751658,0.10035811360110092,0.03114927602614092,0.16196788206873217,0.013595060483023629,0.008032568542115,0.12240910850840492,0.07192719495881965
HALLMARK_APICAL_SURFACE,-0.03790490880517107,-0.006995953493321232,-0.008580017840213542,0.07067379115295717,0.04106316738796773,-0.006867448421687379,-0.019220743423757652,0.02254870793316654,0.045231999338391164,0.078553996074024,-0.010649130292614441,0.0033412910427800227,0.09461700893025822,0.038022794797897594,0.14982024133868896,0.02931342724351039,0.03666291267406156,0.0945980191479834,0.0006822944440660009
HALLMARK_APOPTOSIS,0.02920895920824284,0.06293203248019283,-0.01777103001736417,-0.013005806801327452,0.04961502327814365,-0.033659026962707755,0.02911348463670246,-0.000534547923947509,0.043917948508068586,0.040401121588719315,0.011651067026592939,0.10243150984752455,0.07128600436164287,0.012489683415299763,-0.06507823952929881,-0.04514609014939598,-0.0726247946487844,0.09628450247827247,0.014682838606515352
HALLMARK_BILE_ACID_METABOLISM,-0.05415550517843637,-0.003575167245781553,0.052031399332737725,0.010816304932540087,0.012286924076654116,-0.04229625849010837,0.14393701308364668,0.014140019297424748,0.04365531075817451,0.04370563521415217,0.011610643413809367,0.00511533103020999,0.07915915211379464,-0.01669124196295297,0.09209852204315537,-0.0522818172860376,-0.01205805448065933,0.14953406854849238,0.10763694930890587
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.011100474657378094,0.011385760631491694,-0.015149400684304027,0.05794417373493235,0.048311519873335526,0.016989273094930604,0.1149861864222172,-0.023422006730809658,-0.012205325078357214,0.05437535730449813,0.013166330747010757,0.15809918210943708,0.10185979718439861,0.005851943031906561,0.15179461710944808,0.02277569124566635,0.05424154763007986,0.10033514303785397,0.07338616447081582
HALLMARK_COAGULATION,-0.02128606706120425,0.06713720722080802,-0.02337776375040664,-0.001885963284494313,0.04757559209761434,0.059441670781717776,0.10175869865093055,0.04723830613570829,0.009641223154209596,-0.009125837368417355,0.017158667108549467,-0.009883190466339576,0.028269780846992974,0.0970331035684081,0.07063509332427223,-0.03334847429530898,-0.029439911026222385,0.07335692400916058,0.03804745747122417
