,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH916T1
HALLMARK_ADIPOGENESIS,0.04266729874930538,0.10315560484624187,0.16604220029297975,0.032619160125473355,0.008498343746928696,0.11188430084008447,0.15027939723963038,0.10549086428479969
HALLMARK_ALLOGRAFT_REJECTION,0.051057520827616484,0.009912145624677302,0.21459256399186932,0.07292132354341507,0.05254075302280927,0.010728378467131771,0.15921528041047858,0.06973260290186865
HALLMARK_ANDROGEN_RESPONSE,0.029354301793938126,0.04303409508828029,0.20036088571194724,0.07867927228916273,-0.006203748555716589,0.042684458556994515,0.07761263597903015,0.0009785094848104889
HALLMARK_ANGIOGENESIS,0.0293373103935603,-0.07799182091534435,0.20698510072637274,-0.05887200160091759,-0.0317885990857047,-0.024915193948031465,-0.07080299686922568,-0.16994083718589514
HALLMARK_APICAL_JUNCTION,-0.012260723800000473,0.06813270413277742,0.2119316900980314,0.015718232575141752,-0.01612670581467924,0.06477206604382553,0.15953290572412734,0.009954133553951515
HALLMARK_APICAL_SURFACE,0.05561535815241608,0.1035047166856057,-0.09516537023354649,-0.014911400185232182,0.00027796248449870025,0.11077541353123549,0.15512070459341232,-0.010813905823127827
HALLMARK_APOPTOSIS,-0.03393850333195453,-0.05451003729596228,0.06295440527471975,-0.07170864577822175,0.04116806189647125,0.0440047954163124,0.10288023554010042,0.0008630435666915556
HALLMARK_BILE_ACID_METABOLISM,0.0009634361546315706,0.058938592542163735,0.16778492083639893,0.010212477927200642,0.010670806223809729,0.14225876415231073,0.228623071876557,0.18219297561303674
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.016235517820353575,0.12308339783269734,0.15016112704073215,-0.05620985266656033,0.035312846920289784,0.09144788621425073,0.1222268287576626,0.05834132818420189
HALLMARK_COAGULATION,0.0407336137979521,0.0078652256116211,0.2001031410883757,0.054808605729696966,0.056513343390055475,0.023067706623800227,0.15388848817774295,-0.033288288148356174
HALLMARK_COMPLEMENT,0.006104883810864831,0.06528938682984678,0.23473435030700282,-0.04753348357909293,-0.03826557070706898,0.08914845755015087,0.17242029917209703,0.09474679098880526
HALLMARK_DNA_REPAIR,-0.044349711259904806,0.033824368037586414,0.22302493073774626,0.004774330617036815,0.023719937891949844,0.0951960640393291,0.1819974714743045,0.12999189705199057
HALLMARK_E2F_TARGETS,-0.012791654690217036,0.08586193159854992,0.22292154566104466,0.033777344619568966,-0.012916712842169196,0.1513320908241956,0.13922250940437653,0.10424766389900529
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.009172249801901625,-0.021885142762855386,0.23140471145445232,-0.034052482970269526,0.028906007027242,-0.003413738527310005,0.13584533318094266,-0.0784049532019659
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.010813802634324207,0.04493241713701258,0.14703731062260497,0.051116388612742696,0.0194064248502104,0.028153596535525727,0.14249563894854256,0.11152076657273229
HALLMARK_ESTROGEN_RESPONSE_LATE,0.03229728138080562,0.008050385269794695,-0.042050632518730945,0.05308457096111881,-0.000224664929790025,-0.006182082830374,0.10826098741122747,0.09721327524248123
HALLMARK_FATTY_ACID_METABOLISM,-0.031069637453393018,-0.03837483560684207,0.13445816963669502,-0.052746203367328125,-0.0472468465061452,0.023737627632744642,0.07212545818571751,0.04947352088094913
HALLMARK_G2M_CHECKPOINT,-0.01401068137864886,0.04414576704326799,0.22051067086261805,-0.009519835786035801,0.001749147620643836,0.04485570044156521,0.05882178762390918,0.03542592234710092
HALLMARK_GLYCOLYSIS,-0.009982139022684793,-0.0571709865362788,0.17607601922269678,0.0032798534926960694,-0.03238649481026315,0.025743286156785068,0.10905476504156444,0.07130737287319959
HALLMARK_HEDGEHOG_SIGNALING,-0.001202320418983965,0.005844374317515267,-0.09360292156262226,0.022411349937901014,0.005216276221387484,0.015206330874847431,0.1167626623654572,0.013044605715138975
HALLMARK_HEME_METABOLISM,-0.026907494389187263,0.10091746980443557,0.20303423499410747,0.0498457335851654,0.011445645661009947,0.011468055977142188,0.16486572199744198,0.12306681719954685
HALLMARK_HYPOXIA,-0.042056680927094935,-0.10533365483142694,-0.0638023182364151,-0.10635338746237182,-0.022559475833408067,-0.11163137526383622,0.039238987653152535,-0.06242058932331612
HALLMARK_IL2_STAT5_SIGNALING,-0.020610884751588513,0.05636173890453087,0.19676307223178346,-0.028152778194413516,-0.009989408978949546,0.009327575311304384,0.10329209044407826,0.03672619659504321
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.02966086976374465,0.04338786252883796,0.19558927714576,-0.01344091820504625,0.005431519106616835,-0.023933080146687758,0.09086540592905559,-0.025552298387912287
HALLMARK_INFLAMMATORY_RESPONSE,-0.025313098145884425,-0.06158580180155397,0.08319217616051174,-0.05880578513649725,-0.04898001403465311,-0.01802433013965882,0.10714770059860927,0.0034244725445079756
