,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.016833975813883812,-0.011093506805180958,0.020824092094208525,0.05529614258122925,0.09868377364445519,0.16491480986278922,0.027038060448676845,0.06540685808038642,-0.0348907725774949,-0.04926878524588876,0.04322496741415155,0.12092590534546178,0.028901903408497496,0.10340445917346483,0.0247547671918169,0.046261631819875554,0.1003372317744497,0.04716440482593482
HALLMARK_ALLOGRAFT_REJECTION,-0.07424211197312301,-0.026834017187731516,0.013935609287475842,0.0352386532970054,0.1092911010173029,0.18373560611160106,0.029583517278501264,0.05746217617722599,-0.030234016114619604,0.04672932901247711,0.0909346474861421,0.07070818587950703,-0.04766645353534791,0.07784033324344132,0.021724619909406148,-0.005263042796668664,0.029467068992165023,0.07734640942109185
HALLMARK_ANDROGEN_RESPONSE,-0.023989194794689486,0.020426810271161343,-0.061357384912528644,0.040724580596334575,0.12077331897240402,0.17117029375663775,0.025967759934923028,0.05945566162310879,-0.11948082223795173,0.004416563741006629,0.10083727844091467,0.09846518327889016,0.05538463195305036,0.0801474466352603,-0.005087772058386553,-0.02372041760378338,0.04848846610599782,0.06818059106922687
HALLMARK_ANGIOGENESIS,0.03188848866701164,0.03368397854136689,0.01075527069631177,-0.03420036019627742,0.14215554965871782,0.17724776499749664,0.04334074201347248,0.09788227790023267,-0.05887758302848124,-0.012667514661424632,-0.09042701762682222,-0.021736518484956627,-0.04851905065084622,-0.0077339845609753,0.0666604503432864,0.011111005821610362,-0.06006631102155687,0.01611583877075559
HALLMARK_APICAL_JUNCTION,-0.01808794231526937,0.030550751457256928,0.009326260019887076,0.053224445260853806,0.1481800191030085,0.18305623878053717,0.011901574149807437,0.05598292433830666,-0.12380649016133503,0.05029912068744437,0.04613785878933933,0.11636019903778196,0.04383759185385167,0.12064789257633465,-0.019330887704949364,0.0014216790545791222,0.08305831122003866,0.060380938577098336
HALLMARK_APICAL_SURFACE,-0.028164743175459382,0.017530436353180516,0.002815854884341328,0.03966631840255434,0.019656537387623987,-0.10715101074766756,0.042739202773948895,0.05724346142928849,0.027840799743230768,-0.05529788053469868,0.06258959200757755,0.06793918494371999,-0.07820483450829524,0.04038057102468122,0.03378912413838435,0.03300991288331893,0.09031521991400629,-0.004986712548653337
HALLMARK_APOPTOSIS,0.004930404521808074,-0.01750174807227314,0.032772368050866044,-0.009174854615759372,-0.005831092985893005,0.004123763061986629,0.0679111574627666,-0.05441482279836034,-0.06708829605859619,-0.008662639478965102,-0.09455998285600181,0.07167194231880213,0.05069526914552283,0.006059259385100523,-0.007976136456356071,0.04436156304169245,0.012090467657086726,0.012486449335691562
HALLMARK_BILE_ACID_METABOLISM,-0.0545786022579425,0.05952270401900124,-0.019825070198179213,-0.016710232505059958,0.12537041512179103,0.20121763832078288,0.053170858457474456,0.06513860078835441,-0.07247557103513746,-0.05489107813925624,0.02822804205319237,0.07914963628422844,-0.07256129333718131,0.10554840368082904,-0.0077213878058377825,0.004840766098856315,0.08183958515451263,0.09121359040518556
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.019633054957474895,-0.001455287779418829,-0.010411767145619836,0.02965791300180722,0.14428753891692106,0.13658125197352902,0.01105222649481806,0.07863900048728621,-0.03747877524305123,-0.061892265805414105,0.04502380091944932,0.07717889497144452,-0.05530654204547081,0.08127112611024087,-0.0006973210226240994,0.04851759118518349,0.0709142521362498,0.12214625716536441
HALLMARK_COAGULATION,-0.017211101744122388,-0.01889724580532585,0.06854515343942018,-0.013897077815745555,0.05738436087597191,0.17722638483222566,0.014940959764163025,0.042648663921539556,-0.0438751311553011,-0.07884959713691021,0.011543176085126066,0.09525030424290029,0.047063202613558335,0.11963832418129385,0.030695153261259385,0.0639353563743021,0.05406425076392407,0.02400266776930439
HALLMARK_COMPLEMENT,0.021239860714680942,-0.028679932396514885,0.01059251409781198,-0.007707663227920067,0.11437231487847244,0.1774172408609867,0.024864087464706804,0.04484983432266284,-0.02224194440775927,-0.021223889865189364,0.08569823980340595,0.1124580454228609,0.028810053002746007,0.058725126549674204,0.002604271535374703,0.0014836104508015172,0.05482189159111912,0.06910344858014615
HALLMARK_DNA_REPAIR,-0.025947495324408165,0.046312871002811264,-0.018221339418579105,0.01624712064848749,0.16948759394019317,0.1968349643000739,0.0335598917943829,0.13066735309071573,-0.07232521677170206,-0.07301372028191139,0.09422598739462584,0.16271042119240678,0.004187554180176559,0.09949039163455217,-0.012744617505356935,0.04846516601420886,0.09877698780742732,0.11349062561675369
