,UKF248,UKF255,UKF260,UKF266,UKF275,UKF296,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.06999449904137864,0.16982744130710775,0.20788099562841836,0.10780711532928006,0.0002848887403325046,0.08666006981772814,0.13161278097349535,0.06800562028964384,0.0172092284232869,0.13530468278003158
HALLMARK_ALLOGRAFT_REJECTION,0.039588177790913545,0.181174543424125,0.07747919274492616,0.09628481116720489,0.15292325547069305,0.0017762284819403365,0.06507487800012886,0.12774490649851045,-0.00350648328898657,0.035018366047594965
HALLMARK_ANDROGEN_RESPONSE,0.11996806395359386,0.05823952619461867,0.05510026087616439,0.14224273820964073,0.16657378087973254,-0.016457357939622667,0.06974345948724647,0.057262336791821696,-0.0025226208522526683,-0.0024978927685902395
HALLMARK_ANGIOGENESIS,0.0258037340969961,0.00908102520238145,-0.1425424791572449,0.1596752007005977,0.03758002523909807,0.021014979690279253,-0.09481747663052496,-0.01417611857659663,-0.012142674711401156,-0.15620512413271861
HALLMARK_APICAL_JUNCTION,0.08554387496919219,0.1463676132190947,0.1500831164920503,0.1775228402065571,0.06871931840316188,0.019860007366660114,0.1252984499144385,0.059957193076040215,0.023413633007670576,0.0667218770524702
HALLMARK_APICAL_SURFACE,0.09337138567986,0.06527488044342736,0.19894089285754546,0.05160214951282802,0.08502181563374969,0.02279207198222224,0.15704197947926207,0.048802957674892136,0.01654895410025379,0.041562056089546925
HALLMARK_APOPTOSIS,0.03093961398285143,0.03945523823384666,-0.13265757581468784,-0.0071785247606660175,0.15296670416603375,0.02329195311015821,0.1347578762330796,0.025929913731068437,-0.00954374887088554,0.029895024036900003
HALLMARK_BILE_ACID_METABOLISM,0.008837572935458903,0.10781186507505172,0.1933454034043901,0.10392117914964775,0.0875110717104087,0.021619686164245096,0.11728215034573994,0.05611802228318712,0.05288978221575057,0.17054914272639987
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.045640455014156166,0.1842432921833387,0.17220772908088988,0.14400096449963223,-0.021324184898262617,0.05944505893781175,0.17154479210936674,0.05094795565576696,0.029508328196654943,0.1378014616250255
HALLMARK_COAGULATION,0.10316131613579167,0.15008554839122387,-0.006898243300273061,0.13551759510418138,0.11363415536024193,0.03400009886816776,0.12009613059713618,0.07601525478919328,0.04599353538931803,-0.0007880933785843551
HALLMARK_COMPLEMENT,0.06459547501147747,0.1484183006946701,0.0637419375700197,0.10424591689324852,0.10910793725417836,0.04077126120946916,0.11519023216132375,0.10315426385620534,-0.0027759228488762207,0.11145209480647043
HALLMARK_DNA_REPAIR,0.08748854894327256,0.11345962227262318,0.19333915806803934,0.16204835788445823,0.14994817460144486,0.06487028916688892,0.17451686734421773,0.056717975320678266,0.03887604640173857,0.1710173619447329
HALLMARK_E2F_TARGETS,0.07373279367928907,0.14043984660361672,0.19763431839995227,0.16423771573339377,0.08037432993207522,0.02737401427490038,0.12787115390482728,0.038199354079503395,0.03250750241213382,0.18026754295334127
