,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.06006095269068434,0.11923980477342719,-0.01389943448936245,-0.015821395895135815,0.1564570508354256,0.11351984761985086,-0.13247843348154445,0.0998704571699761,0.05927870094147886,0.22931863534644545,0.12537935092842645,0.11105114119337622,0.33510870275777127,0.421762572246316,0.05058997011594394,0.15024807591943087,-0.04036403179085604,0.09667926788158183,0.18827125140551326
HALLMARK_ALLOGRAFT_REJECTION,0.035479317274272094,-0.05434897049292102,-0.05760745842549093,0.07607834308267596,0.07157746123732626,-0.18826708100757233,-0.2650205397619878,0.062349482928721535,-0.020126723429231778,-0.44412658415336226,-0.13833547026576218,0.013464644405440282,0.20671840540421013,0.23663374434765566,-0.022105400911797284,-0.0818155001534918,-0.04799763427141635,0.035948996394118436,-0.034495137068303934
HALLMARK_ANDROGEN_RESPONSE,-0.005526690523596782,0.12077593968371303,-0.027403481313114327,0.012803557160536558,0.21830149194212445,-0.0026532576675960817,-0.2537608717383823,-0.016017022394004245,0.027098411339643046,-0.136087245838034,-0.1542897048750086,0.08417079291590152,0.23821991157008174,0.3189254057354999,0.026715947176630978,-0.05728310235665757,0.018235486035621917,0.048040619697913,0.09889492080685729
HALLMARK_ANGIOGENESIS,-0.21560660742043897,-0.04511869959018262,0.061472058370286776,-0.0007062807454303685,-0.2895346279133681,-0.1183527137664769,-0.30303461328824755,-0.19828229900433628,0.08093941267640054,-0.4042104405730181,-0.3406606039098616,-0.019492596852393133,-0.17495045854900668,-0.23730902913272822,0.06644725027491077,-0.20362449475760697,-0.04824423213547306,-0.15886624436621613,-0.14999736929270388
HALLMARK_APICAL_JUNCTION,0.020757716238463467,0.11756723025259322,-0.05760686476087523,0.02811678723350152,0.02642463894337779,-0.02142860386362245,-0.2085898902746429,-0.11791882920697175,0.04953601523186299,0.07722563384711784,-0.20496549796659602,0.020005151463572023,0.3071063501663669,0.39406393708473497,0.05885566789421109,0.11928400188621284,0.00311529165290178,0.05888386818643359,0.17376086922171705
HALLMARK_APICAL_SURFACE,0.09738126774158673,0.12688350135733412,-0.02811169607789957,0.028169706268018343,0.07308112401321802,0.1810088349314552,0.22840720637031608,0.10439674989608602,-0.04846475442396763,0.27694928567830884,-0.10721366091252478,0.11085704094987281,0.2503947019254539,0.3083900250260548,0.060635748917064115,0.09472880427025349,0.03279862371202274,0.2171344926227212,0.1809984884926786
HALLMARK_APOPTOSIS,0.028742383013335194,0.0183512455738466,-0.02580080683814521,-0.03310438286589553,-0.03533964848765137,0.012943415088785104,-0.07289463522491074,-0.16211817031945008,0.028871797191255027,-0.03779479363527017,0.18737964057469872,0.022073341758495624,-0.2573899754557428,-0.18664056310636318,0.006511119313959918,-0.03213123531483596,-0.013418657716982666,0.14049609083818984,0.12475254514919132
HALLMARK_BILE_ACID_METABOLISM,-0.030652652639373407,0.02678232834993207,0.02138041024497224,0.023318768158618327,0.008585897153480926,-0.0034085874902259057,-0.29855528805648485,-0.05990525477835222,0.04973879372944204,-0.04968492147024903,-0.11860670304616752,0.1134602107194536,0.2659273130104224,0.3055788833098687,0.08148515135835181,0.07539251193664423,-0.012021992057914776,-0.045530839479944726,0.004207609668174084
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06327897985788314,0.10034472999797361,-0.0837922447244406,0.007107921659648156,-0.012814235297685285,-0.1226994602888012,-0.20775272140375137,-0.19588290098337774,0.023387389424466016,-0.3159975913776599,-0.29480033282885676,0.09586894400205027,0.3255881366573893,0.3909450556935261,0.05106264758271926,0.18711469641798445,-0.01441057184453908,-0.03505040180525521,0.1858969026898886
HALLMARK_COAGULATION,-0.06406461944803055,0.030712053130554837,-0.05806095993037654,0.029620707804918184,0.047879656468952744,-0.21150144414291372,-0.30851360354834095,-0.07902752831583973,0.06738304840152691,-0.4533184779469202,-0.2102796601052247,-0.02538834380967105,0.1272256226619786,0.2709432427671431,0.04396275639865567,-0.05759545181998257,-0.021223381553429323,-0.020846005445951544,-0.0315031062501981
