,UKF248,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.03183200540118295,0.01040274899685688,0.098343855120429,0.03276344217379852,-0.08750935221410967,0.06665285175619963,0.0021479528005347017,0.012936370437354001,0.015241943144949126
HALLMARK_ALLOGRAFT_REJECTION,0.016096042930284462,0.1001441248982414,0.03965178728857664,-0.08698634207280972,-0.09277850019895927,0.007822398366282398,-0.019368540395066768,-0.043217226061780196,-0.03279605220260263
HALLMARK_ANDROGEN_RESPONSE,0.021067836483178618,0.03927024970888585,0.18502328413860344,-0.06073240921123964,-0.11069534799864185,0.006737628466787744,0.002524973984480024,-0.12047532141522471,-0.08906966674222734
HALLMARK_ANGIOGENESIS,-0.026306072639594974,-0.06671375714875205,-0.2806067817362053,-0.0740725976607811,-0.14668441222997844,-0.08791449385792693,0.04922205393364982,-0.15968485133383342,0.08527699594481557
HALLMARK_APICAL_JUNCTION,0.0032507093658252213,0.01951282089060457,0.0058848522621421226,-0.0433174784977121,-0.1180633195891829,-0.010117852812974698,0.047764904399693914,-0.031165562751476632,-0.09144799825555253
HALLMARK_APICAL_SURFACE,-0.01638747159733146,0.03481058311095331,0.05946636601637137,0.024737263703522794,0.11464365864797547,-0.049404404200880714,0.03178793024018493,0.05329229843612489,-0.0242604761866917
HALLMARK_APOPTOSIS,0.031863843457726276,0.033038264712826525,0.016615470701897842,0.047275050567139196,-0.022894023186370384,-0.15063399768129332,0.023873650832964742,0.06691746842733079,-0.019078083735299876
HALLMARK_BILE_ACID_METABOLISM,0.013466786588041733,0.013102407538666325,-0.10389465810269215,-0.055821821387038215,-0.15354785511001123,-0.028803949930206633,-0.010498740200923945,-0.00509020410728982,0.0029400222483326535
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00045344733247499984,0.0680366237714414,-0.0281489950537247,-0.09967373433875197,-0.05147103377933275,-0.08410736253548257,0.06534225394747151,-0.014661633107839935,-0.04762468150577605
HALLMARK_COAGULATION,-0.004217333957204661,0.06265491634024206,0.07813544899403828,-0.10516029067739212,-0.11597287676300079,0.03109744612280885,0.017753579839585087,-0.046947032955301185,-0.0654183472539207
HALLMARK_COMPLEMENT,0.027272922243457016,0.02824133162638291,0.2140465411041239,0.006576689266281522,-0.06667937529049045,-0.04197010373215791,0.026618889082882798,0.03341052300318726,-0.054961680936167046
HALLMARK_DNA_REPAIR,-0.013294560098268701,0.04991654069182145,0.14221405546867877,-0.01046436827651572,-0.06547707286312716,0.034962435297215586,0.04241210555373075,-0.07339427888706919,-0.13150530568091984
HALLMARK_E2F_TARGETS,-0.009218119037762804,0.05395618374354123,0.06975089244690882,-0.09368163478450937,-0.12119262289900283,0.005333899695948025,0.011153262657566231,-0.06650156526796955,-0.07743882793323532
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03686346597379098,-0.04559217234514791,-0.1764007686873512,-0.11022478020411625,-0.06538775652443707,-0.031125789373910268,0.045874469753215706,-0.14087286883890396,0.05051980022063067
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.027174615983451562,-0.009155072462426436,0.2466280196974929,0.0668126885561772,-0.06823438128616494,0.14465706346835153,0.01569366116061763,-0.05414509987834004,-0.07131294269180137
