,UKF243,UKF251,UKF259,UKF260,UKF266,UKF269,UKF304,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.058406564304549956,0.055813005654199166,-0.004870777310960507,0.04915076907910648,0.04108352687137264,0.20630363473351032,-0.006662459356151086,0.12077299875746367,0.09436587252564844,0.1784376341493832,0.2083407357203491,0.053755340827911384,-0.001218450783113156,0.10659748084029126,0.04260789607892927,-0.07944893923996839
HALLMARK_ALLOGRAFT_REJECTION,0.05167170583874572,0.06422669715573835,0.03149125702091935,0.06755410185820926,0.0490787532114166,0.24448517562387118,0.058111156639513314,0.08813086472380417,-0.03908212191756954,0.06620783216904572,0.09184999806872109,0.014375927265853483,-0.012760320919720427,0.04110752077884665,0.02562350037034533,0.13970199499020636
HALLMARK_ANDROGEN_RESPONSE,0.02859076816441297,0.0002864777138088419,0.012000524179793724,0.02652311199517785,-0.0021111539015807607,0.24569696018505816,0.0033268935788494584,0.03966918750381369,0.12089953848454679,0.12371766824645572,0.14320807359617138,0.019740156286552336,0.003959068733561392,0.014191510081899698,0.03248178872914625,-0.011869083983245026
HALLMARK_ANGIOGENESIS,-0.07025091790612181,-0.03922470660708233,-0.012062180530541805,-0.05780269255974549,0.03532146837756775,0.21568835830813918,0.07205716947883589,-0.05081363682644016,-0.014839489579209636,-0.0972452801869213,-0.1279228218552956,0.013561421423435785,-0.050869011501821486,-0.1525635600175598,0.0013757751778440816,0.014962558250868715
HALLMARK_APICAL_JUNCTION,0.02518445969578491,0.03331074251328705,0.015833724149682257,-0.00025455160652290205,0.05668592026330014,0.2431412478837024,0.0304634330172081,0.06983883286362438,0.12614080573203504,0.16880312968502245,0.20510115768921108,0.05430999591798227,0.07450230144769417,0.038996263337732345,0.03876019125702644,-0.058668742492898
HALLMARK_APICAL_SURFACE,0.005569537777486475,-0.04090264772483895,0.010021509988476496,-0.017358366688611803,-0.07328264353492951,-0.12077112280041759,0.02117537611238087,0.07405913268534947,0.0961719889336047,0.15803005299115255,0.15889361720542777,0.047984457843966405,-0.038014208541353185,0.027226507301461183,-0.00750150496780634,0.05407747360835809
HALLMARK_APOPTOSIS,0.014517633880297452,0.028275801198967252,-0.019303044838560428,0.02839513930694166,-0.019457717537251496,0.05375662948255109,0.00856948265902662,-0.01348512886626249,2.514773629072676e-06,-0.09918756921709371,-0.09148823834963361,-0.003979855479799729,-0.05654928461705852,0.028049615321846307,0.03264448811236765,0.024397307072778398
HALLMARK_BILE_ACID_METABOLISM,-0.07241193251632166,0.009371412506393602,0.013970164607905634,0.0531542829747459,0.00581724539261682,0.21741788099212264,-0.04119618798153724,0.076578204826148,0.11459494611052921,0.16809884543877357,0.21522530752720165,-0.026074892753548417,0.010616337414455664,0.15616526320531898,0.10749402298371075,-0.021292131284710056
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.06549216370114919,0.03032360356445117,-0.014459371774565138,0.025810575813633895,0.005425832680900482,0.17037595198974456,0.05624118994946985,0.1013033842077748,0.08327814079209292,0.15559509345671513,0.1892453168769968,0.06301434558242491,0.05847774691651607,0.11521507044554073,0.08136392920327011,-0.008859112212350516
HALLMARK_COAGULATION,-0.012409385932837453,0.041250613296393415,0.02053818462476242,0.06220008713968338,0.02371590882957873,0.22664490927565936,0.06085078697970776,-0.05599722474813675,0.07700107121834908,0.08190833868373415,0.08801752903247073,0.02369630750456258,-0.07406110824899353,-0.00899455904145997,0.010821139126616787,0.0883157593750939
