,MGH258,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.001133968383127202,0.01328854257367755,-0.0005046176078210178,-0.011511093720439567,0.01998054037667464,0.042072573623658606,-0.01315740914813018,-0.02776264322162551,0.004584567169991624,0.08475430861499059,0.025437660890202395,0.11183059063931129,0.15984795828767692,-0.06147746732385787,0.09350817554235745,0.0712590769006805,0.008226330607621915,0.020441271592951712
HALLMARK_ALLOGRAFT_REJECTION,0.03711772960326875,0.0036892237069502463,-0.010153514832739803,-0.0776133374499457,0.08164370920478814,0.050217601421641736,0.02933913520315814,0.2275662108104779,0.08460335714815587,0.09565378270144262,0.0339413880862651,0.0429821756009072,0.13607754330849536,0.038607376644580964,0.03391825008904052,-0.023989713518104534,0.04159987197392826,0.007693393420471564
HALLMARK_ANDROGEN_RESPONSE,0.03718271362715974,0.04708323638845693,0.017079768585302673,0.019240886903375765,0.029167049548663008,0.08013577080697093,0.003311661484444825,0.14740748507578896,0.07605992369449541,0.14477790239025423,0.09404878911605341,0.07426934594135494,0.11804957002257682,0.04833448031681162,0.07012107871785264,0.007621450453915391,0.070776574047695,0.08318901552063493
HALLMARK_ANGIOGENESIS,0.07830917651736694,0.02289385843732784,0.03792296298336387,-0.052454685476248486,0.06458759459756241,0.058940285983774154,0.044175024103172825,0.1890142238430762,0.07527398088098958,0.09705927235012561,0.021686920674389754,0.034426627295994425,-0.06805603696064969,-0.02782294231453735,-0.050005045810544775,0.024299140650354236,0.07241880448509452,0.04882365408749143
HALLMARK_APICAL_JUNCTION,0.012763610407587025,0.004445055200465738,0.04727855242427549,0.02429827971050389,0.0553208240626701,0.040642215098454545,0.02865972329270928,0.08063374323822828,0.08077501931924196,0.027910259179077326,0.03513424443485534,0.12946657785136126,0.15800472546515326,-0.006560515903760841,0.06859026704609522,0.0670788358433726,0.08201881610201855,0.06574118418868104
HALLMARK_APICAL_SURFACE,-0.02368479848521093,-0.05572803256129012,0.05558309326677317,0.029281639003799792,-0.03976875660006679,-0.029902025305057266,0.02619077305634707,-0.17721514378741693,0.09523638196049836,0.04461446676006769,0.11208936965968905,0.047500990983924296,0.10110552061665552,-0.08944928117465259,-0.022928018409069148,0.04965326594662582,0.10407488619375872,-0.003698734119739778
HALLMARK_APOPTOSIS,0.061359114609519094,0.020051820613750344,-0.0013639563163360445,0.0037308730797733615,0.03628143817436506,0.0023380287616840325,0.030544798978997707,0.12477634620942829,-0.0365776601773645,0.04337356649394142,0.020345987008175075,0.051415125725203084,-0.03451507742539293,-0.05166446315803397,0.03863570938678218,0.009092648917000165,0.06487246991673294,-0.09850010172449636
HALLMARK_BILE_ACID_METABOLISM,0.015559764252181668,0.004257181428531305,-0.05681122892476285,-0.05824111063988787,0.04836422517695847,0.059299435656372745,0.059219116023725905,0.07773960050151905,0.017539524446432787,0.05292960117074012,0.05685050300524573,0.06742590914102249,0.1062269626612611,0.03479483058668269,0.015143234176646538,0.028769705888498795,4.775951346153165e-05,0.05322082123077139
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05159814696444355,0.026156265782563,-0.054393716178188715,-0.031103490399828848,0.06784244068601138,0.10578303751179867,-0.009378488746960777,0.22189155804334704,0.11617539123690118,0.14101752935226236,0.08163513672902069,0.08837106877675759,0.14731104101156942,0.05562421423242093,0.0920127563293455,0.010829339419111348,-0.011184766914085105,0.12421378464687771
HALLMARK_COAGULATION,0.11800997176269648,-0.0023524204889551607,0.016199431069711116,-0.021821214138860838,0.04875714763698032,0.1010894533775084,0.015478910608527614,0.27052514499606867,0.07095367857472948,0.00943019925858798,0.030135441672504308,0.10863479357101466,0.09387599694232943,-0.0545007557318067,0.060262406798384203,-0.011929089721356907,0.04237245398303495,0.18708976833036847
HALLMARK_COMPLEMENT,0.07231131547091514,0.03264681035655413,-0.0072549582403066875,0.0340700384945045,0.031473727176601726,0.033770228160795696,0.027172267592649506,0.19802251648068947,0.023666623648105935,0.13605981767797,0.019001866271994454,0.09237429050800375,0.08113912536281409,-0.0538138591445748,0.0688771466874972,-0.011724330490594027,0.01570090810431568,-0.10924635189202637
