,UKF259,UKF269,UKF275,UKF334,ZH8811Abulk
HALLMARK_ADIPOGENESIS,0.001753368817752112,-0.04782166662643898,0.03232034981948325,0.02797888566299315,0.04671250008582133
HALLMARK_ALLOGRAFT_REJECTION,0.003978110063280816,-0.05723106935762526,0.08249807662756267,0.039959272292585446,-0.014522260185162927
HALLMARK_ANDROGEN_RESPONSE,0.007319930679422179,-0.013738045648293623,0.10641828472757658,0.06606058524695714,0.012658716633836975
HALLMARK_ANGIOGENESIS,0.033552029099524525,-0.051834616905167635,0.033736069729367074,0.08352335724713557,-0.07123194983987
HALLMARK_APICAL_JUNCTION,0.052785383670985245,-0.0680534306256804,0.07085271045768164,0.06631921656308332,0.04398737268601623
HALLMARK_APICAL_SURFACE,0.019219662772854657,0.020496805781383996,0.03396831160509529,0.03260298070682342,0.035624465069559706
HALLMARK_APOPTOSIS,0.031303916503035434,-0.05891379883618185,0.07110556417761288,-0.021377868426984893,0.047088629659063075
HALLMARK_BILE_ACID_METABOLISM,0.0027022150934671104,-0.05117088325677605,0.07908465005302195,0.018482048790035722,-0.02731419323117299
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03247848819260883,-0.0580126142994161,0.030409599003509202,0.05980559216487325,0.03472607416852251
HALLMARK_COAGULATION,0.033392774092190346,-0.061157395663443026,0.05143101668825242,0.06302299421944528,-0.014204825439502912
HALLMARK_COMPLEMENT,0.027924690607802276,-0.06923824615218702,0.09137107090598105,0.02955758696372276,0.012095914004970126
HALLMARK_DNA_REPAIR,0.0754640758706971,-0.0710847882661106,0.0971630845726438,0.09028465821720152,0.03860746427801012
HALLMARK_E2F_TARGETS,0.03312683224600291,-0.06370047466041749,0.05343506439007978,0.07352020969019189,0.00967613671633718
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.014447773828743566,-0.07960639925629388,0.04866004943933567,0.08952114404320975,-0.03596966160055644
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.009082531700284644,-0.037068402060720054,0.0096132047767424,0.002773635187477545,0.0423617521428958
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.03519334950508812,-0.006204006001851702,0.07817171506510223,0.06631418189160569,0.010308346761298997
HALLMARK_FATTY_ACID_METABOLISM,0.04103536269317614,-0.02274118136246249,0.021559483309465534,0.007085625335761233,0.006101147898151479
HALLMARK_G2M_CHECKPOINT,0.02297394402424928,-0.0658595218317539,0.1274462983969751,0.09503198341605654,0.022874724897896038
HALLMARK_GLYCOLYSIS,0.0052596789567894665,-0.0292412430172313,-0.01436975930660919,0.06739547125756572,0.042467580785134136
HALLMARK_HEDGEHOG_SIGNALING,-0.04014233713259013,-0.022153206301335226,0.025431065797208302,0.027573068028261892,0.058357186161838485
HALLMARK_HEME_METABOLISM,0.026704319884979545,-0.06103941799991007,0.049643077618589826,0.06595624489598803,0.01928704317806876
HALLMARK_HYPOXIA,-0.005315087395914033,-0.01934782354984404,0.025945028117076982,0.0618930217611798,-0.0025464759903011864
HALLMARK_IL2_STAT5_SIGNALING,0.0434982909407484,-0.07164035831896243,-0.03999740906565871,0.05426912927796972,0.031744557242165156
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.02631963857896193,-0.05144640635734167,0.05336366867412936,0.07296365294757885,0.00619918520901616
HALLMARK_INFLAMMATORY_RESPONSE,0.0007487732969056787,-0.02896474824428908,-0.014879092975002537,0.017978823962632676,-0.05278128187218764
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.03521050296626104,-0.04822806107589922,0.09286485684720869,0.040115813109084075,0.013408420664574348
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03888641471829743,-0.07641995279314563,0.10018173642913579,0.07542451313051456,-0.032483277031097324
HALLMARK_KRAS_SIGNALING_DN,-0.032282421504218124,0.06694424271420517,0.016874712821554675,0.026026003514520085,0.04492547614873412
HALLMARK_KRAS_SIGNALING_UP,0.001339835470776261,-0.0520984073715174,0.1079154398658109,0.004097106045132042,0.030822300221478076
HALLMARK_MITOTIC_SPINDLE,0.021112070515020852,-0.03958700871898544,0.09111621998163866,0.050666396843094666,0.06041104646620559
HALLMARK_MTORC1_SIGNALING,0.03630294437873439,-0.06962710271170233,0.025730535310115817,0.0720292898718377,0.03020909606444266
HALLMARK_MYC_TARGETS_V1,0.049989591189142694,-0.0445445148124191,0.10778827664526236,0.09986997370956979,0.04164981579374888
HALLMARK_MYC_TARGETS_V2,0.000754394941620929,-0.045380816766937344,0.033343942436017814,0.05754007854007151,-0.03874522989857244
HALLMARK_MYOGENESIS,0.05425528196388982,-0.015476502042059173,0.016798228576104496,0.010839864847658684,0.04647083298659189
HALLMARK_NOTCH_SIGNALING,0.05797166691083905,-0.05562245954352654,0.007160252907225291,0.016795662185369,0.034642964009200646
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.0859856169279977,-0.027500213196078538,0.030032160714429195,0.04722001789244,0.048797324928467285
HALLMARK_P53_PATHWAY,0.04485582780934552,-0.053311095205103715,0.12535673144428136,0.0489039412174482,0.0020673248588380026
HALLMARK_PANCREAS_BETA_CELLS,0.047119027854670745,-0.034465847510843285,-0.01591342047841214,0.05036747603912946,0.01176968005485325
HALLMARK_PEROXISOME,0.04291890881740449,-0.0655104542826182,-0.014728182125655525,0.008583463400390593,0.05219653044473154
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.03201859530231022,-0.04384051782177736,0.04574804551968071,0.041943505103621354,0.05332615341528322
HALLMARK_PROTEIN_SECRETION,0.07957607372449399,-0.05091064142998018,0.04914790708186079,0.06814955450955044,0.022275357342231378
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.05758282512450069,0.01578533810705543,0.06018599181626635,0.024977047140581875,0.023335450849556936
HALLMARK_SPERMATOGENESIS,0.05772539651971996,0.009354102360681796,0.03961866755728293,-0.02953517605843748,0.04060884234747243
HALLMARK_TGF_BETA_SIGNALING,0.013130304496647236,-0.06633669615373278,0.02148266144963489,0.07025409192326598,0.029331565380324786
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.029415248362315485,-0.016779364258005296,0.09567566606641884,0.06780114629608519,0.11973806047085744
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04234249071368149,-0.05817169777523796,0.08193121722000962,0.08381866468173411,0.04749617258906601
HALLMARK_UV_RESPONSE_DN,-0.010506910222337748,-0.03606566271649147,-0.015070879478178192,-0.04407249357365227,0.007562518593245928
HALLMARK_UV_RESPONSE_UP,0.005688128356959166,-0.031015964560353125,0.08737740400167239,0.03669767566437445,0.026321692180991795
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.01779855267967131,0.001922497159537271,0.09213399048680974,0.029595715140351753,0.031739082837781596
HALLMARK_XENOBIOTIC_METABOLISM,0.0631389933956001,-0.007803798198864376,0.018615246941993648,0.07164021750597696,0.033278628657394026
