,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.013834318516114184,-0.04266137445313381,-0.003604850651250184,0.02867518615782232,0.01853131804693119,0.11656778131327786,0.0016537109145946397,0.1824685214892514,-0.023296343946094523,0.11019676092377667,0.017342845483623373,0.011463286444178893,0.12331291525847658,0.14235539136527872
HALLMARK_ALLOGRAFT_REJECTION,0.09696694640580265,0.0020918841844919005,-0.017460610766290702,0.0518534109595094,0.03810271386316108,0.1522956446240202,0.08025828591802646,0.06498462869136183,0.02615212478106599,0.0828211999537769,-0.03150601706559848,-0.022504921798387537,0.06675721284875828,0.11836398757328746
HALLMARK_ANDROGEN_RESPONSE,0.007634010218581826,-0.03996436168875374,0.006920191021711784,0.05322589899015359,-0.03075988526861267,0.15214686977591346,0.025019857691542927,0.13937121297393154,0.011644338137791754,0.1112191357808961,-0.018903786312208026,0.08543779543510319,0.07471207492220057,0.04484360851935434
HALLMARK_ANGIOGENESIS,0.05099404420124155,0.024914161693217765,0.04824567043546505,-0.07211995894114108,0.019335784098557407,0.1294590289682723,0.05098028921081515,-0.19916911362139533,0.041586255507839565,0.09907090772735296,-0.0499762423282229,-0.015207147775508955,0.07214908303713871,-0.16052876723002482
HALLMARK_APICAL_JUNCTION,-0.014299496917274666,-0.055445710648482215,0.005524923283770884,0.062326480660393035,0.078035829028859,0.13780338635838968,0.036741738462049714,0.10458702040253814,-0.014756688725829217,0.04342653893088003,-0.026389871962243842,0.025708606737133783,0.10842535783025656,0.06724179383816846
HALLMARK_APICAL_SURFACE,0.0547449041215046,-0.08159291368209569,0.06152546044485242,0.0021558071709517393,0.031344693326551876,-0.08582068668290331,-0.011123281791969197,0.03732855371842832,0.0032980561728237373,0.08874808809265937,0.006022993639063099,0.0036389101555521267,0.07402163293048418,0.06330390639196713
HALLMARK_APOPTOSIS,0.02772762414069928,-0.046982303456330726,-0.010816140077710994,0.05036891449609328,0.008885822054418756,0.05769340316782092,0.024727361308640738,0.14070285377831906,-0.06223890635299185,-0.01496889990140039,0.005582756493957321,0.00679362127458933,0.028161993394254275,0.08790692082693652
HALLMARK_BILE_ACID_METABOLISM,0.0103505690603074,0.010946712048224892,0.011272829289639661,0.02837652295902075,0.0045179332381260215,0.11437703988188326,-0.0016407348946054568,0.13696191757485082,-0.004855007602439801,0.04165289641720805,-0.026346348954897427,0.0225240732869061,0.14490692920646006,0.14983440108364363
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07860309083412004,-0.003594144775653632,-0.03297185577244254,0.018227717211045283,0.08342293728916907,0.1522451175839713,-0.004874320038329218,0.136505249313038,0.0328935860833383,0.1696957956087027,-0.04644130477200234,0.07747001218923168,0.03061721626063075,0.14667485051478713
HALLMARK_COAGULATION,0.1271826021177131,-0.06760330919653691,-0.02628273849610537,0.057293424182130445,0.022289364716037673,0.128231971491479,0.0798657445774658,-0.06457152180225774,0.024341664528575283,0.02715922890860047,-0.06158626589601437,0.009314385016035594,0.10834608440783594,0.048704252623451585
HALLMARK_COMPLEMENT,0.12718899323046226,-0.025704740739059213,-0.020371332291352698,0.03373521211930956,0.05832264681235618,0.12991987281761605,0.01329441224103753,0.13857272196540588,-0.03478167685586153,0.13514008196934096,-0.01015850467845196,0.06736411296121105,0.0939182780391527,0.13177473142914178
HALLMARK_DNA_REPAIR,-0.011685610642015034,-0.0388334294778545,-0.011328947560589636,0.049534722066580925,0.030994795048047974,0.16204450286532987,0.0004952309532390037,0.142324043682169,0.027751603757142796,0.15782841759330324,0.021555351712578292,0.028837672179391472,0.09765989605754763,0.15658395612140397
