,MGH258,UKF248,UKF251,UKF255,UKF259,UKF260,UKF269,UKF296,UKF304,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.002829356382912304,0.04856017680941787,0.027233186411398325,0.011210673704093241,0.029037577736097116,0.0845997319407742,0.06969369257110337,-0.01191041512237894,-0.027890415766770038,0.033081136142058945,0.11563498645502884,-0.018072256567462672,0.06622906179720156,0.10289145693632122,0.10519941781930765,0.08465925893298445,0.11353807785673548,0.15195463688515423
HALLMARK_ALLOGRAFT_REJECTION,-0.05338807142550014,0.008637512466137802,-0.0007241180585742621,0.012582558141800329,0.02547478626199027,0.007109352942442546,0.09862250373389116,-0.011396982994459178,0.0489207616471445,0.002351364740870889,0.07235573961641882,0.08890186640718171,0.0893922049068905,0.08697341233090865,-0.02086660649381325,0.015917888666409252,0.05919757932130101,-0.029769747685966654
HALLMARK_ANDROGEN_RESPONSE,0.03474221291473672,0.029781487437319048,-0.01096692177006077,-0.11235665970587604,0.0045055701809644955,0.059459450128713794,0.10868923429439448,0.012073993668397945,0.011875356538698999,0.07323782761544037,0.05020455510471032,0.08732259002852587,-0.029605951093059232,0.06685986961743137,0.0682492873471513,0.06096711124205872,0.05427593699443849,0.0513201142902906
HALLMARK_ANGIOGENESIS,-0.0012559994876900691,-0.0423847576314717,0.07846474460633716,-0.020855499420750417,0.016091903533807746,-0.06715148969685691,0.10164102591453744,-0.0129205898397458,0.03393375296047462,0.0075937150935474935,-0.1525789773940953,-0.0835350580776858,-0.026858791030191374,-0.01782906123863694,-0.0047731582577511394,0.06515084184463403,-0.07277009029931528,-0.02038757805638405
HALLMARK_APICAL_JUNCTION,0.0014965724913134316,0.02984800155824213,0.0177806048515193,0.03736657806095699,0.0190901709248759,0.025476404288431346,0.11684861192542126,0.026069011765408247,0.05759724038148547,0.04901121011179979,0.1283137682462721,-0.0226879577814722,0.06477789420995929,0.06612362390063897,0.05201547205917026,0.062304627010286356,0.06928918604438877,0.1184386971852816
HALLMARK_APICAL_SURFACE,0.038989873653964495,0.018239521726858013,-0.08423164879858577,0.038902122829644725,-0.06807035087698596,0.0590110540866843,-0.04958141816651779,0.03561459264598133,-0.030691432245607893,-0.0002989300999947896,0.1405351542372487,0.03454940989129965,0.03742060183260164,0.04700349961334636,0.014718013443541206,0.04112440651781719,0.04756160433203731,0.09084211488879379
HALLMARK_APOPTOSIS,0.03312026250629947,-0.04486841063509342,0.029544019513050815,0.013572364476200003,0.014152476751911662,0.002495035965584344,0.07440641339942404,0.023088924172628294,0.019568359181895142,-0.04671563190383156,-0.008202885273175635,0.08400686997552134,-0.001882899076913797,-0.010654545078529956,0.06964112078166701,0.014855100362215988,0.0720621297013245,0.003798001653965472
HALLMARK_BILE_ACID_METABOLISM,0.0287878918102632,-0.015660895184422728,0.0031607356871013867,0.010594358445409941,0.010678235397888978,0.03911939037435494,0.11689785526915425,0.023842064119439094,0.0024593624296923512,0.025074218091701978,0.10028950045009438,0.07579709983948353,0.012417686698932005,0.0790930269424266,0.02607296916982465,0.06871314922599223,0.08620364584517472,0.13497528250851093
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.004570345850208169,0.08799984054770123,0.026124241625561716,0.10670476356948558,-0.006097993090206631,0.03417919200263917,0.08828272988067602,0.04087799963874645,0.035943584150626484,0.10315366519980712,0.04144894816748408,0.018364596711446895,0.025733819797457837,0.05376983842272856,0.05422283522088556,-0.007993950581820845,0.07980029792427942,0.1541540241646515
HALLMARK_COAGULATION,0.03210709594004826,0.012325988710651081,0.0225262205497563,0.05764280692779881,0.002965706103240987,0.0438045229150162,0.06437976101773184,-0.022153475655741172,0.052369246663355976,0.026514792726858843,0.07070445576277856,0.010304512822041405,0.10151234418430463,0.07258659877888383,0.05835463016858785,0.011910178506613394,0.06204979501881344,0.10741839050812078
