,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.05444499204034436,0.12676812614602154,0.16596368179316817,0.011386063371024317,0.027417137089417048,0.05440744614828283,-0.017772699893721204,0.0053152516556510656,0.04308696385046509,0.013677253553040346,0.10494641356100605,0.038122457937942195,0.346796822155909,0.4283190272082998,0.247039640858416,0.07710092212357776,0.3180592537088617,0.16283335138705507
HALLMARK_ALLOGRAFT_REJECTION,0.13259755878911123,0.18194474322020884,0.14197459425367964,0.02933521230438215,0.06579127351759681,-0.013927436922280177,-0.04765790522339038,-0.11096029916878335,0.05395168178348839,-0.016339954318137343,-0.152180990208368,-0.02540611247350566,0.21165335202472085,0.24205948324288587,0.11401011939092076,0.003265781823679627,0.1219525852326707,0.09609476230605977
HALLMARK_ANDROGEN_RESPONSE,0.006505846636211679,0.0636146063921047,0.12343522717559186,0.03266805913465586,0.005110692197985168,0.08185891880170124,-0.08300315228176375,-0.06415302148298571,0.0677494702520373,-0.010678053823588794,-0.05122854014092409,0.0196241480161758,0.30667025691850586,0.37435243913174576,0.11206942384037429,0.08208636534652157,0.24661484236058884,0.21759276406632047
HALLMARK_ANGIOGENESIS,0.06274245935019303,-0.11178865520856,0.004458345230111033,0.124466596510107,-0.061847635187883054,-0.0923208904157924,-0.09489793397031254,-0.08052599545598202,-0.1232858129864274,0.052567241496388875,-0.129598691569558,0.006513991707821817,0.0016635206576543786,-0.25325197974704144,0.24420354097846478,0.023278680905069224,-0.1469453614832027,0.29806274276112343
HALLMARK_APICAL_JUNCTION,-0.06196024187166632,0.11223072181730066,0.2603045383640287,0.031265096473331,0.008984674865835927,0.05388343466115373,-0.08482039271361355,-0.05926912720798265,0.04592739892763521,0.0030118564422375676,0.037348714303906606,0.018965511588279877,0.35158021364218867,0.4324282543784732,0.23569041993968315,0.15935948081132137,0.35625771644838106,0.20339007170055998
HALLMARK_APICAL_SURFACE,-0.027970976839557075,0.15105829989039066,0.1528790194354451,-0.09727224077095542,0.06772331489801868,0.03807903546801562,0.005586276757730343,0.059037304050710386,-0.0787586022119768,0.029458284496007032,0.10201113788129829,0.03623504447006328,0.27005623197336504,0.41007260899777476,0.17996626121549644,0.03663343645225744,0.2731774505703624,0.19647199275353244
HALLMARK_APOPTOSIS,-0.021270317787634777,0.040963920631969485,0.14099184932092296,0.019972981844194673,0.017841495702674157,-0.06429791594453796,0.052919472728188206,-0.03397675655370909,-0.11741310108697223,0.005648560781042709,-0.07391396860565466,0.004639912452023238,-0.13861656260181213,-0.15805148321101806,0.14673203315713607,0.03304062942791245,0.15029878974750585,0.03594673057162373
HALLMARK_BILE_ACID_METABOLISM,-0.027521486228992514,0.09732186145402472,0.00708083431299949,-0.034834382120403365,0.006041100895688139,0.08316757869312692,-0.06759974705569909,-0.05276724443307592,0.036728973086732085,0.0461662011490897,-0.06752261233550304,0.027757932995846918,0.3640384727567677,0.4316130937945738,0.1811622489396486,0.06613071952729806,0.2538678730546257,0.16721073335281433
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.07598209464426069,0.08738057013298955,-0.03502071655754076,0.005289354660907436,-0.01858740149415431,0.08161056346208646,-0.07277086805121186,-0.060944040560284074,-0.05470711242970258,0.050606560523408894,-0.12299460180447827,0.03255337080438872,0.3333186926771251,0.4932865384068309,0.08852526113064313,0.12890724977980655,0.36129194464324177,0.16491763660968808
HALLMARK_COAGULATION,0.12895438134210951,0.050594116238927636,0.29155579137763205,-0.016697791979859437,0.02333969524837491,-0.0521504001933698,-0.006154721886388677,-0.10520842548476046,0.07493344686614421,0.033695926989807036,-0.1489425631199723,0.028653208970427797,0.19164846910376396,0.26527222604573714,0.261622519401019,0.03942647343443309,0.22341850553584905,0.13469323443967213
HALLMARK_COMPLEMENT,0.13579315576223877,0.12767880515595292,0.08356234201882122,0.04836746998813335,0.04009013347241411,0.03578241459300663,-0.028683028900959057,-0.06853143435232353,-0.009479211624260834,-0.004514424022752424,-0.0816227931334435,0.058305298909053185,0.17021797280019568,0.27767139959465537,0.31358455727218454,0.09268014450151073,0.26300549331710094,0.1299440563887599
HALLMARK_DNA_REPAIR,0.0023619607962686705,0.13890882427492487,0.0914431176566069,0.05497189884961154,0.029350381063556235,0.10204534135327482,-0.05789582678640745,-0.030796725447197044,0.05792253360794589,0.04064382968358516,0.10001276563596914,0.05439920889879211,0.3770167680494187,0.5109342142834996,0.28516581751142767,0.15754880463392054,0.3710332539368543,0.20290204137177364
HALLMARK_E2F_TARGETS,-0.03463095902119198,0.13164396467056763,0.08648597182867408,0.0651368785228613,0.07116368005940013,0.10712707442526302,-0.07064496133384122,-0.05688110222441523,0.05856751004671716,0.011122321653828109,0.14154352576105186,0.040303867801791425,0.24234406146998527,0.26324766925918386,0.20987419433692928,0.09120622132496686,0.362239178704814,0.24041929806405354
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.018680674725349875,-0.07941277393492645,0.24475307252915557,0.02883144675635991,0.006552270053181274,-0.12111751362211119,-0.06019742644753044,-0.09512844196651755,-0.01006315758986731,0.02775103667027315,-0.10058678445743295,0.026754239743358596,0.007086527642877059,-0.0913883961283558,0.3056299229372657,0.026726193221121408,0.18549852969230485,0.20203222398040618
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.04242158282588941,0.009160660477311794,0.0825908920632773,0.015511767337891561,0.012554957815173231,0.10129645200553795,0.020436749314614117,0.012065584220867748,0.147448955831356,-0.022374735844271812,0.1379355044426411,-0.00864379156623432,0.245210467248222,0.2934028191247961,0.2037300988407569,0.09903829304266631,0.21997237032245245,0.1544802042699204
HALLMARK_ESTROGEN_RESPONSE_LATE,0.1104347665870748,0.15815624845525184,0.08871173279531504,0.048393798539400096,0.07149345440334927,-0.01628223211930583,0.02315684450873125,0.007198674938531114,0.029343807249833324,0.02094541138028564,0.00938775139165824,0.04912332308815222,0.33980321036673355,0.41524444138820776,0.17004334838872473,0.0026795044712581767,0.2591882932562902,0.06658466936124244
HALLMARK_FATTY_ACID_METABOLISM,0.10383972618268533,0.003852039174614664,-0.02561255813073809,0.046874091557756514,-0.02357619856209415,0.029736088169056915,-0.03475489359762416,-0.08269006656718603,-0.0892494533746768,0.001932023488567049,-0.04234324305607833,0.009878980103244063,0.06333615024127766,0.09453992844877873,0.10298793813821801,0.0022245577918189423,0.18671187115906837,0.12594407434786156
HALLMARK_G2M_CHECKPOINT,-0.015302511163994151,0.07719608974355234,0.09177042787211724,0.039384547670569904,0.009234833496041097,0.026543907158045544,-0.08331594900645943,-0.04508881162363015,0.00864291154703247,0.05785373885220662,-0.04271888219091529,0.03678442739847719,0.2008661307742281,0.14249646482152023,0.23730998528452094,0.06829446833060299,0.385246282158377,0.2534996976903693
HALLMARK_GLYCOLYSIS,-0.05739925737851327,0.016991928847783576,-0.025894197756952703,0.005915000192940146,-0.019529470095832738,0.05138416242412809,-0.007672088202617492,-0.011481221905667234,0.04285666029113168,-0.03168763536738673,0.14616618208129725,0.04812504679393725,0.2807006433134351,0.36551973581708114,0.20945475953924866,0.09124926504508873,0.34192430533078316,0.23954564700061592
