,UKF243,UKF248,UKF251,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.041326082468657384,-0.060672109329736074,0.01988140041737466,0.10556935339664791,0.07141827697521205,-0.035148922567065026,0.06278093115463498,0.025764976784098028,0.2082131124264317,0.1450124042827673,0.018224459452198482,0.06162561678471807,0.11157615031534654,0.15729727535074983
HALLMARK_ALLOGRAFT_REJECTION,0.07260168172045992,-0.10795504788133783,-0.04642290354237713,0.01861121469992194,-0.102734293067222,-0.10539632557644733,0.03696828099764156,-0.03549076353263294,-0.31817306238248927,-0.12052090911597986,-0.06676350435656532,-0.04591646349212256,0.11898657223887665,-0.009347974543827532
HALLMARK_ANDROGEN_RESPONSE,-0.03132123689614212,-0.03743457687854655,-0.01910672397812752,0.1680645830632063,-0.02685032103318013,-0.1082527268188197,-0.021042261314949465,0.007419115669686759,-0.09073622461544482,-0.12131972524310124,-0.06768748252286604,0.13725349022263325,0.11274875949915651,0.03614360944908341
HALLMARK_ANGIOGENESIS,-0.10309852114939524,0.01595515156992399,0.045378568159201944,-0.2346868036494801,-0.09976786561563737,-0.10729039335502205,-0.10570163114761932,-0.060315093683621944,-0.304348719904412,-0.3650831789065762,-0.07103863609769022,-0.0023613333023355812,-0.1267839303098072,-0.23117133997799996
HALLMARK_APICAL_JUNCTION,-0.006087348511336455,-0.08868776674210684,-0.0009172153385444257,0.025677321091753445,-0.07698868072650922,-0.1054039384660192,-0.1128120427615038,0.022479460507025192,0.14121882457148766,-0.22669855383974205,0.0011389536867201626,0.07467853082757253,0.08812305495513253,0.10488005650979078
HALLMARK_APICAL_SURFACE,0.05234405029809471,-0.08613053592885664,0.05617733148328046,0.09305322758437155,0.18402643594972182,0.014292203933732645,0.0881447909136287,0.11136225664871817,0.24921002929597677,-0.08530461405544293,0.0333388945633155,0.05817246247850218,0.12688481581867014,0.09340652913476438
HALLMARK_APOPTOSIS,-0.014338342621025249,-0.04412721492640813,0.02955871243776349,0.036652567281338526,0.0023365194393309037,-0.04062956881755107,-0.03234853760346831,-0.008682543921737411,-0.09596165850412748,0.22105553243465498,-0.0036239258261773297,-0.011729251298544368,0.06274939190700181,0.09378151188702588
HALLMARK_BILE_ACID_METABOLISM,-0.05514166004372556,-0.03572693522010793,-0.03802428189320539,-0.07630106263983116,0.043023056875634624,-0.09045212761234188,-0.09485448557949341,-0.0684276490766177,0.034171507168794864,-0.07929902797943669,-0.015161417399585925,0.04778671534461135,0.036322380280559154,-0.016505661662245864
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07139520175459425,0.03408985359254808,0.004276928093831322,-0.025227432149829386,-0.11255893736181087,-0.12891588818354296,-0.08911520905555291,-0.030552806651628985,-0.1873737633067806,-0.2877316714551899,0.028667958332132336,0.19297239984255735,0.08696403828795088,0.10506959079224769
HALLMARK_COAGULATION,-0.07276484635579862,-0.07688071432123515,0.01186601787747711,0.05216951626463867,-0.13051491927498038,-0.10240710663555275,-0.044610854617090676,-0.08471236816813466,-0.29233391223507327,-0.2006315503756876,-0.029919971166404137,-0.012628353727433506,0.09227845352781347,-0.05163511404226905
HALLMARK_COMPLEMENT,-0.016445385246210836,0.03980831181909907,-0.0020360083683066466,0.17509305436992276,0.013092823631783374,-0.10075084342848259,-0.06775055107229014,0.038447192244764825,-0.16449143004982203,0.06816650492348261,-0.007260923378825374,0.10971019875879826,0.11739333220983289,0.14601408482852277
HALLMARK_DNA_REPAIR,-0.0335638003186174,-0.02655475855812808,0.01614600774870501,0.16494127983721696,-0.033982230842581944,-0.07830240062231009,-0.03095226612466264,0.02765136915675828,0.2922646312746809,-0.15939462849854313,-0.05913570050410315,0.13080692777568942,0.08079982974037675,0.19111270119740795
HALLMARK_E2F_TARGETS,0.023865672078699975,-0.051255921239650955,0.05355017061730684,0.10034056250352985,-0.11960785600171144,-0.07497019477893069,-0.08439526506676454,0.0550001055328428,0.2956003313923019,-0.18263503137170933,0.0034883348800937575,0.09891787833917395,0.04943365712975992,0.04201773122667859
