,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.023208541108861405,-0.012879123412849918,-0.013164223030015474,0.3002050635083715,0.03376590720851362,0.017406803875726296,0.17081811791921736,0.12195286892204356,0.1059287519103922,0.13719080274796666,0.0775359508363862
HALLMARK_ALLOGRAFT_REJECTION,0.049417576141322056,-0.012704917034346064,0.015833093455183446,0.39225363681012515,0.08715200546783741,-0.014540114289556268,0.16576186859082762,0.1077677778574042,0.06416530090860242,0.027512573443882523,-0.007932602448645444
HALLMARK_ANDROGEN_RESPONSE,-0.019574249705436832,0.0117844374605508,0.031371945696152634,0.3175629405761658,0.09350275217075675,0.013086034716089108,0.14408799826361338,0.03261116009506051,0.07524419120427953,0.012035195390639214,-0.04008087017066475
HALLMARK_ANGIOGENESIS,-0.008085895519863669,0.02880657516599947,0.01633841828678722,0.3785005846777818,-0.030032585358551418,0.04805009959284055,-0.15211535631787568,-0.09843504717088469,-0.027268958842060886,-0.14239499278520149,-0.19142568245216626
HALLMARK_APICAL_JUNCTION,0.049288673762789954,0.020594658213029325,0.09225739810234065,0.41015578685589366,0.036213066380056426,0.0297015735278312,0.20532492830396396,0.13633826262662446,0.09843236525022675,0.05904322768092362,-0.022048008129862188
HALLMARK_APICAL_SURFACE,-0.0032205800516807597,0.00250947856971127,0.011178489748263387,-0.10639037055464785,0.08228511801901184,0.013690110839324887,0.0347787292001111,0.1346420039997269,0.06417852105960517,-0.004239435753715471,-0.04686589816205349
HALLMARK_APOPTOSIS,0.049623408214078436,-0.012402682405721567,0.15125447175637716,0.12151888383686081,0.036678278882159,0.03766928526594721,0.06780862964304457,0.09311687837166371,0.011705087321868845,-0.028266571799212808,-0.019141068025335065
HALLMARK_BILE_ACID_METABOLISM,-0.029968191693174374,0.01077837923452681,-0.017946607398765062,0.3580157789308424,0.08308015736888966,0.030980043918180565,0.1299703366921934,0.07877195360066803,0.08292291476621211,0.16509985817596942,0.11750486981348834
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.003510059214107053,-0.022678007882365334,0.050805225748760216,0.21398745098614683,0.00380577307940671,0.021153573354273703,0.17347670262342793,0.09851334151214644,0.1121736185107401,0.15989836121800985,0.05973243623271827
HALLMARK_COAGULATION,0.0701305757190966,-0.058303327560800026,0.15597285212505882,0.34299015773371444,0.04666467825969102,0.0416943507144694,0.18833857216676428,0.15471960626362763,0.0850403020177141,-0.031935347051152974,-0.061012793423311174
HALLMARK_COMPLEMENT,-0.017085520100307203,0.018036708216934018,0.05204770537206606,0.4070097799793709,0.08446637917130408,-0.03500850179433997,0.14703136845349668,0.13570230308572914,0.11824155269396362,0.09819697960437244,0.033986669207698106
HALLMARK_DNA_REPAIR,0.03172396322151593,0.024742763128992522,0.040643676045749,0.37830810271924326,0.0959115624652991,0.05129638703367658,0.2075044384137096,0.19815058764237706,0.0969209013160992,0.1790561193887496,0.12438580160250323
HALLMARK_E2F_TARGETS,-0.004026941548154287,-0.007435475785525942,0.013856828469436323,0.36009591710692557,0.061526467919097154,0.03834247609062853,0.19097486697598348,0.10902314999948504,0.058664119285023325,0.1810884392212025,0.06309097018311847
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.002452108102993718,0.03751971579642815,0.08557667963033591,0.41245747151111195,-0.0027042116235140865,0.05764941605076215,0.10293483055559931,0.21580921428311833,0.017782755414876415,-0.0644721849547782,-0.14074794853406836
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02323278197853847,-0.0081680072127181,0.006191065516551787,0.2706050684904792,0.025465516537403643,0.031244149773991654,0.05815322601359397,0.1652992766276988,0.04415189918332056,0.10441106524958241,0.06840593677824967
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.015649153802716236,0.03780869466441047,0.12189410288507396,-0.03044842996526463,-0.010974509576900502,-0.005222191565275785,0.07949884705186318,0.0562270106830692,0.11283252296559326,0.11790244782142846,0.0902548951921344
HALLMARK_FATTY_ACID_METABOLISM,0.03091844581567125,0.032305483298740514,0.06805912230579879,0.24340998122186155,0.014721842912166968,-0.0008428349583746196,0.0357300571440677,0.10168029321318543,0.02019874003751215,0.07174093620799073,0.0336491280884973
HALLMARK_G2M_CHECKPOINT,0.033457898201677515,0.03545395249507538,0.039354561068975745,0.3410199000394254,0.03962274038233281,0.00925290816193019,0.10101123350529666,0.08765804717572008,0.03689793114393424,0.13726506502785613,-0.04413809333386823
HALLMARK_GLYCOLYSIS,0.02443886431103878,0.01953764817359937,-0.015427659697555223,0.3714036281400949,0.004703458663052607,-0.007302823667356422,0.023976711888068745,0.12197940762344893,0.08476758066396073,0.14781400638173203,-0.01230722208814061
HALLMARK_HEDGEHOG_SIGNALING,-0.009740060116184663,-0.04792101737392997,-0.006696282190234084,-0.09263225422665287,-0.020007427364653076,-0.01799949797879842,0.07773819002912387,0.11050805681438204,0.01862592798698109,0.07409676039690731,-0.019989346666917884
HALLMARK_HEME_METABOLISM,0.016043366088021507,0.0007495438081786558,0.01864602196491125,0.3771978019838834,0.04099884174100399,0.062077415704588974,0.13499150703724735,0.15707500317308393,0.09461222319817444,0.13282397144589314,0.0951359824545838
