,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.0273593540762225,-0.04043271310093345,0.04063825302194531,-0.011272935118636262,0.04014121682317601,-0.07524444287693188,0.041588800464271436,0.021394431539006505,0.022888890366612968,0.033978302207769005,-0.00042973241687599965,0.04614615350479003,0.023079369350135506,0.12337771041579924,0.047058030233926365,0.09584525634326094,-0.004319618715632167,-0.029479509000675152,0.02936339734498511,0.07283971293793821
HALLMARK_ALLOGRAFT_REJECTION,-0.08792683311098408,-0.07710113804184801,0.03307927077575455,-0.07188356900474059,0.04179590626249262,-0.09997804222114143,0.06034004806665806,0.06239109993085378,-0.026784605476538093,-0.05543112261286797,0.04251586634513337,0.022647306548625984,-0.036935161573188054,0.0422881288407359,-0.007003431567984639,0.05929619820224062,0.01669157127729491,-0.01131550373587404,-0.09461717425811174,-0.08052205919389914
HALLMARK_ANDROGEN_RESPONSE,0.10810825111956635,-0.03330764292841192,0.017696582148099816,-0.032613283804581894,0.0652981285487315,-0.03903798954151687,0.04475357872068423,0.04393291408729108,-0.009225665823799646,0.024268008105643158,0.04221004599442956,-0.0032850959758226076,-0.04555112666926654,0.02594684854597151,0.07558742122016196,0.06929226825328645,0.02773089762850041,0.03707153626493268,0.06702937173058172,0.01727549459127725
HALLMARK_ANGIOGENESIS,-0.07697928772149759,0.060225158616437534,-0.06730008892700849,-0.03207769407126268,0.01881535972269485,0.07589056399856688,0.06237419322151444,0.06016970771118939,0.020765926725698134,-0.005615790804944854,-0.011357781324665427,-0.06865127227778235,0.07000986395881963,0.00039044645539214193,0.007024146332597199,-0.06159348880601371,-0.05445545551888204,0.035495349624100246,-0.003495510959992203,0.14130549786135785
HALLMARK_APICAL_JUNCTION,0.047598176270410186,-0.06105827838724449,0.05496487080495999,0.01143705131329876,0.05020533413406932,-0.033183492535012515,0.06820582480916998,0.1026612124155934,0.030800299530976124,0.03807494265956958,0.1034068731606219,0.016392018431608472,0.021699690528001157,0.14228853426996677,0.05564880037561336,0.06923008100018221,0.007236491808234866,0.011969235281237754,0.011164882369494651,0.07961702692960589
HALLMARK_APICAL_SURFACE,-0.09064181616941872,-0.025582191125562773,-0.005378660637129751,0.04352004932621617,0.04846008577039379,-0.05505101414711225,0.016915008778626946,0.021299774095539913,0.060403949845973984,0.01961167134720255,-0.12149971602480872,-0.008272384468813532,0.015850033996298876,0.07577580053689412,0.037678411237146534,0.07342709787042238,-0.04274095169334837,0.03368276578040973,-0.005391547333410368,-0.02754783452297331
HALLMARK_APOPTOSIS,-0.04217294738462156,-0.044870289436576304,-0.047615742943897414,0.000791983037900122,0.049835905396938274,0.044068996642217265,-0.00622746915583119,0.08004952010722778,0.028067265987653762,0.017339146534153242,0.1242545099628725,0.023697762237661988,-0.08478479356707432,0.06172181301354976,-0.025264382934237033,-0.12850073069840573,0.07023788902162166,-0.02384453647013258,-0.057598508344573016,-0.0380558770245408
HALLMARK_BILE_ACID_METABOLISM,0.01754839013471963,-0.03550507756931333,0.012578068131294518,-0.010894226034573167,-0.017078147483403677,-0.04764101879037315,0.07055138191288136,0.09684697211989499,0.016933830564881944,0.05059994360245021,0.027339445530923323,0.02590553874824674,-0.0034170651844319727,0.07842088380803336,0.015705171893771002,0.09159227171046727,0.038749682882511155,0.015171108922127072,0.03444053027388306,0.1259401548800761
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.002385955886665918,0.038017722851725284,-0.00453788029135517,-0.007920429622409325,0.04940063579927744,-0.05520027357188491,0.07790204747039212,0.012834310933575543,0.008174926727267086,-0.01581942256277253,0.053989985510917535,0.03997805104821497,0.03721961541420214,0.06514391428413807,0.04285236569981892,0.12625535686633987,0.007419577932641216,-0.06240492352725364,0.12083135894127406,0.11662419005363571
HALLMARK_COAGULATION,-0.022174997320631246,-0.06950440948375118,0.028120868437284677,-0.017295098685158806,0.02884840410119458,-0.01474975009755891,0.005222205976296975,0.06756115155250461,0.01729431337959568,-0.032979853252200625,0.06715684000237358,-0.05076930107912059,-0.0010628278163078808,0.13890647374984244,0.038524570980315954,-0.03284025406110526,0.015527835770368729,-0.03874427406006952,-0.027755674612770356,0.06558414667439909
