,UKF243,UKF255,UKF260,UKF266,UKF275,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1
HALLMARK_ADIPOGENESIS,0.09381166067710947,0.08752669179884487,0.043889176116791107,0.017011948382406463,0.07390125287037845,0.03316883519989932,0.06255568707745675,0.06700987932332085,0.023359068655468287,0.057198010578270495
HALLMARK_ALLOGRAFT_REJECTION,-0.042878206574698645,0.060865327954846865,-0.03282905629217429,0.038302340473059374,0.03979514328485418,0.10245626530193493,0.060593912352402586,0.01994702491248594,0.028781019129173503,0.01843636457572655
HALLMARK_ANDROGEN_RESPONSE,0.08948387052333645,0.028193003845733675,0.035018759143468574,0.09333401919118887,0.04990326093541656,0.033240288096644525,0.005729360253613417,0.0812183004135887,0.13019466888740583,0.015105768202641874
HALLMARK_ANGIOGENESIS,0.027690090497491673,0.06469694286795441,-0.09464739029183558,0.08689752929445939,0.03299776156608588,-0.06791701704620033,0.014257695716646255,-0.04877905674657788,-0.042401708531546824,-0.08805283874988093
HALLMARK_APICAL_JUNCTION,0.1336946655847974,0.10173164876391402,0.08960922167897316,0.07700055361343898,0.0722071703941612,0.061023000651950994,0.07554107333119628,0.0699481499832254,0.09400541949225906,0.039913303986487146
HALLMARK_APICAL_SURFACE,0.04658236448867127,0.0004217970561676544,0.07258612188438303,0.043992824936155354,0.006885958256008014,-0.061257520387513795,0.055782704796361354,0.1104253980450449,-0.05881380976343764,0.06667337108802651
HALLMARK_APOPTOSIS,0.08201530135800708,-0.08065869269999398,-0.0825283430834002,-0.06266586385208295,0.06200325724300414,0.007972505285239573,0.06091678245878253,-0.027863589222983196,-0.024067257077416332,0.022422399893452717
HALLMARK_BILE_ACID_METABOLISM,0.07198168493014276,0.04725628643172497,0.06973137070288199,0.028189460210550136,0.0501477442797215,-0.007880577494425984,0.046863264094526284,0.07114817702518121,-0.020538044592885326,0.11657561964444803
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.16468148206673835,0.09990901564913739,0.0618396036151204,0.08631135955918842,0.02316378043377088,0.05724732556949434,0.022353811780047174,0.07379692353363976,0.04948815025563478,0.10570111685351123
HALLMARK_COAGULATION,0.11321605583223938,0.027487892276300656,0.005822303220553275,0.013563013509419443,0.09079148714525578,0.09049641637607045,0.03059524285998026,0.04488368785848374,-0.051547151314415715,0.007995265961662983
HALLMARK_COMPLEMENT,-0.014566255047217458,0.12473759749430494,0.008720132354958261,-0.018343857082416475,0.059571562244165696,0.02306981040575326,0.013388225823138894,0.023632682910065084,0.0210558480041184,0.06611187882878025
HALLMARK_DNA_REPAIR,0.09427777869169943,0.10617185884910887,0.06544228510821537,0.07555590648801098,0.06303558825070067,0.04231032242984012,0.020317846749792676,0.09525400272875133,0.1235441250175237,0.08750161715106694
HALLMARK_E2F_TARGETS,0.0736651259275762,0.09138316892791332,0.0777270705316832,0.06551905672045182,0.05218653213275402,0.019993405263855377,-0.057798941483299435,0.06433845411353639,0.1062503871204779,0.11859861310279539
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.10715690272104414,-0.02435455501070048,-0.012179209778431264,0.05430902832616372,0.03018512522212116,0.021279512569734635,0.05952007442363301,-0.025588113673840177,-0.00617805745698568,-0.01843637478343942
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02097628482194489,0.005111065983482748,0.03831903340717778,0.027717331801092777,0.04991411529113309,0.020152974930985383,-0.021413041160249016,0.06952863426674614,0.04952288428447083,0.03309541774391324
HALLMARK_ESTROGEN_RESPONSE_LATE,0.10556464414140425,0.0647372579073741,0.07610735732785424,0.03105717784197334,0.03234334060024592,0.028670994163954883,0.05739667396251668,0.07701445757457531,-0.010253765851463923,0.0988078398462535
HALLMARK_FATTY_ACID_METABOLISM,-0.0003472483670711582,-0.04783425964115376,0.06557237458419872,0.021461674173846926,0.019024737675536512,0.019947060266405706,0.002202299166468767,0.004899008776563898,0.06541071785867277,0.05715254372386388
HALLMARK_G2M_CHECKPOINT,0.09916323425442301,0.06977479229342065,0.05483118609752297,0.07369600365954682,0.08245253126265698,0.05191288335095146,0.008201094318505464,0.05780163381107145,0.10220767670604383,0.0993681497120924
HALLMARK_GLYCOLYSIS,0.06695714645884666,0.00817457548433219,0.032930515269389664,0.08118103982278936,0.02100942944910133,-0.05342189798896934,0.11416570791721954,0.07910012648393804,0.10048324006238586,0.10146110173059145
HALLMARK_HEDGEHOG_SIGNALING,0.0298008358617961,-0.03696193928978377,0.030896481285423754,-0.01784681015081666,0.021584240455006082,-0.004882395414976212,0.05224383603905335,0.06217098252462046,0.1299449278764988,0.06713107642667128
HALLMARK_HEME_METABOLISM,0.11516711321383825,0.03624951249142379,0.054077898275004636,0.05807125406444694,0.09338221550703923,0.02986847656339217,0.012942922644891178,0.0742177493141527,0.05933938272097006,0.059926903108544656
HALLMARK_HYPOXIA,-0.010774795275127832,-0.08436267200877805,-0.053304296474373236,0.0611156214342533,0.01760551178781585,-0.06730511661711876,0.10208886687787581,-0.027296210722245376,0.01333001017206629,0.016667895333925844
HALLMARK_IL2_STAT5_SIGNALING,0.056601373802898425,0.08366858906334822,0.058096784094591125,0.03591108394698536,0.07168732063780424,0.07990798183297747,-0.013235283491718593,0.044744455393627675,0.07937212365473922,0.054520930697236875
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.06615969949627347,-0.03912317347370298,0.0492948977074033,0.05292051191642314,0.0662322258681981,0.09659364554231854,-0.00673996480837772,0.08006746032126154,0.06839018724887658,0.05767102578493417
HALLMARK_INFLAMMATORY_RESPONSE,0.06464786994395419,-0.022296827331768288,-0.07700369366294674,-0.01675886476522193,-0.013328007269190766,0.05344459971458238,0.015840774257504638,-0.01279097374128126,0.037985628141718755,0.004154329879807002
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.07054904992557892,0.07994229113454382,0.023336867001102556,0.07106954932070211,0.07217648227346582,0.0699552404425842,-0.023069591278558663,0.05017269145917229,0.0206720587237427,0.09123280841057653
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1081284998627937,-0.05678106830308627,-0.023403552662495653,-0.017652421828403337,0.09739240862837378,-0.009591650941060305,0.01860310901963453,0.016676263020184025,0.021082110636970016,0.03685839922386968
HALLMARK_KRAS_SIGNALING_DN,0.057100256515338156,0.026329574384536026,0.04374796856776748,0.03452345674836224,0.028920475566145753,0.040442474064390235,0.01132726666871252,0.07501757779380594,0.07658758171870583,0.07353041241588266
HALLMARK_KRAS_SIGNALING_UP,-0.019750755233644418,0.11173540441322592,-0.011992103908460673,-0.011880252135419949,0.10813261371570396,0.056637861204451564,-0.016208718861290796,0.04792825151150351,0.08644949856529874,0.025218192072588647
HALLMARK_MITOTIC_SPINDLE,0.07789573033575732,0.07839833477351675,0.09578662983433363,0.07474673173214606,0.07407183203415246,0.046531408656763903,0.03223536491545392,0.08874170461080437,0.0995906961109231,0.07915664685549034
HALLMARK_MTORC1_SIGNALING,0.003775274671530049,-0.051988700866123,-0.04120280922595839,0.08768529084551736,0.0074389450628591985,0.01797531302244239,0.09338149486575731,0.001625131917667144,0.06425863109855492,0.06683149536551829
HALLMARK_MYC_TARGETS_V1,0.044399536252367124,0.10457168838030145,0.029006765375770478,0.0838027006659413,0.06951707529921068,0.05595671976499131,0.02633258592352822,0.10121288517952828,0.14978773262188377,0.07478707714211527
HALLMARK_MYC_TARGETS_V2,0.06714681887672916,0.06416023137462996,0.016445532388604776,0.03259030736240347,0.021047763442518075,-0.0005113044349397625,0.05971628709913023,0.06791301331331848,0.007550463769537605,0.016086419775451884
HALLMARK_MYOGENESIS,0.09452190507666108,0.08023837143946605,0.048417101727121555,-0.04447940449847519,0.07102709814641307,-0.004030370808524796,0.012469061039552703,0.06639658819432927,0.04110317415752369,0.0275817182348363
HALLMARK_NOTCH_SIGNALING,0.09037756395357151,0.08809682066039164,0.07717418629756294,-0.020050652184052484,0.03343639638070477,0.020391006783413938,0.08892152516031457,0.08452267274512633,0.047672759314803526,0.07748391235012252
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.04594984936330428,0.10132703213646808,0.05620501925885604,0.05687876601219394,0.018132457616854687,0.026902127713406377,0.02629628283824336,0.0919967289605146,0.10002646544329814,0.10579808842448679
HALLMARK_P53_PATHWAY,-0.007950880331432611,0.03812609342737205,0.08137366875989156,0.058735044274811785,0.061918747449323935,0.08631599597889854,-0.011007916861511714,0.05241655772963299,0.11650793231702722,0.06945265569416685
HALLMARK_PANCREAS_BETA_CELLS,0.0328021025805834,0.07821449781126731,0.06692110171651983,0.018911195858410345,0.031500159066992536,0.052457246519963675,-0.02171285330700561,0.10015520389160465,0.09032045863039927,0.09516813691462304
HALLMARK_PEROXISOME,0.08994171484118871,0.09579692944028205,0.017656712112452427,0.05928263049192668,0.019394191457180864,0.01696905417746127,-0.035739705404979887,0.04215467183119769,0.004810729764901847,0.03263079497851385
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.02631080379570082,0.08816940876860674,0.05181608491114466,0.0645016976200185,0.05123624619576002,0.02737633821617262,-0.011439050835563399,0.07691801438428449,0.12820458364405551,0.06941166662313904
HALLMARK_PROTEIN_SECRETION,0.108929787130275,0.06545638475418919,0.07790790088469857,0.04610412129179935,0.0571041282686139,0.023047631761375538,0.009386613738733188,0.09189802628718487,0.10681824978478675,0.10304368341718059
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.0210655967348321,0.04932605316061669,-0.013625134636672446,-0.026021232260331456,0.03530172873726125,0.02149056837559864,-0.07987541235968353,0.07125216692237034,0.02710498802409725,0.02150271048318534
HALLMARK_SPERMATOGENESIS,0.03637252878653332,0.0548759914426905,0.10438449408507945,0.02828466763267897,0.04530284661389304,0.058320165183143084,0.01925640320771632,0.08915728174808886,0.07184885028501894,0.12181478611846847
HALLMARK_TGF_BETA_SIGNALING,0.11962295378598306,0.09640941969286992,0.09844357596877959,0.1035149226319796,0.007204034852634818,-0.012787348494968277,-0.01851872451472794,0.10334460258806247,0.023055265137273073,0.023994901463583143
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.08280713948951253,-0.0864635420073296,-0.005493160922327311,0.04323098153364505,0.04156816599151509,0.11007920287019679,-0.09825386762003605,-0.03615889455529775,0.04814204171862257,0.014722240612134894
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.04855455562369523,-0.002488303009812196,0.0067582326507044654,0.08163785436793583,0.07076485191770884,0.049178334214104794,0.005397322701454467,0.07379120353574617,0.1190639604298396,0.052395899239759666
HALLMARK_UV_RESPONSE_DN,0.10355403385539191,-0.025634092142592484,0.05264950564844648,0.004762173083938146,0.008332118916757805,-0.025655266445354544,-0.003069304850550731,0.047119004325641325,0.01887911291575918,-0.002988840444925514
HALLMARK_UV_RESPONSE_UP,0.014342615655734794,0.024215011042424472,0.06134172943170959,0.04304708855238461,0.02940010256360027,0.07746752391180789,0.09839382884823328,0.06594441145761949,0.07044740707540952,0.06090817565055423
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.06051892492796298,-0.06271559637890316,0.06963634965145578,0.0404327445623018,0.03143581124028962,-0.05811523690032144,0.03583281731826809,0.0532760771550467,0.08598769854181347,0.030791280055140837
HALLMARK_XENOBIOTIC_METABOLISM,0.05672686401799815,0.09447948380397683,0.045199114275841064,0.04900667273820618,0.060229357521379,0.014818771835292933,0.026785487080837576,0.059047580190955955,0.049765856813650824,0.09941011532098473
