,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.016597684039110036,0.06874913217796393,0.007954088090614772,0.07335537706320314,-0.014588570806849159,-0.02617378260742635,0.026359203150761262,-0.020171886851482343,0.002375604332153282,0.064721357843534,0.06167618051722284,0.04261437845144102,0.05518751688466667,0.0181022236191279,0.03786860249707006,0.0440580772973067,0.055866338737040805,0.07360932844804899,-0.013219081600355204,0.1265450827411914,0.001225714587811945,0.08731840075017425
HALLMARK_ALLOGRAFT_REJECTION,0.01601324762163985,0.029194108571229862,0.008866826288169753,-0.005367948874468392,-0.027625155300677322,0.02692617691616863,0.06432265896090658,0.07466376744643773,-0.01559984092711028,-0.033422159429740375,0.0026798663253580325,0.06296091513797712,0.013112975234391798,-0.0008159048070227437,0.0024146143768079644,0.011789455805777215,0.00045759664441694044,0.05523429449591746,0.035776364684351934,0.0857029268503848,0.07679023931223639,0.08249789181576703
HALLMARK_ANDROGEN_RESPONSE,0.0965370072887425,0.05859254453497975,0.0022950167210743742,0.05008470014033857,0.05780333232453748,0.00626112877127255,0.08775388741468039,0.12011585852927813,-0.028699616960964215,0.08867371247360346,0.028726701144390066,0.017967469630410612,0.04166926268863966,0.015477832578820724,-0.03823205035125709,0.0387148395059386,0.09697884684687165,0.10220046814857307,0.04139066156301955,0.1288855285081327,0.03473372603824965,0.10423716932031232
HALLMARK_ANGIOGENESIS,-0.054354897837599545,-0.030491249692406974,-0.012782649305628715,-0.07516956674838929,0.10718363904823347,0.03391204587994999,0.10778531354488062,0.047118833734234755,0.0026759576962110654,0.061802166740755414,-0.007141821772736357,-0.02534300833547655,-0.011095345756880235,-0.10103270059410148,0.016764645961205808,0.007396187361447495,0.029040028159476053,-0.005662105459702856,-0.027565168133860837,-0.015943459942378647,0.08956565708636124,0.03515118957781814
HALLMARK_APICAL_JUNCTION,-0.03634264143134027,0.042325050808349224,-0.011652349080876952,0.07592173829517505,0.0007357158561099976,-0.009789281860351658,0.11335308094356632,0.04281030718389566,-0.04465927819805711,0.08609879755676679,0.0016123475400975657,-0.010543999708506974,0.016304127754814022,0.08281416770411942,-0.0014583958836083643,0.03473385036639378,0.03701657601993749,0.0852398060442035,0.0014823495025085055,0.15603994740040064,-0.019850361783229204,0.10526213361437743
HALLMARK_APICAL_SURFACE,-0.062442922392361766,0.01758051495547608,-0.024280951388398277,0.06258997054862846,-0.07280437518741072,-0.04331204233035183,-0.03061880261394043,-0.09937650890887395,0.05992194581328232,0.0693534380996273,0.03379234885050538,0.02901451968066453,0.05545142608723823,0.039566182319548615,-0.06361740576029135,0.14958206846836952,0.03459998840901437,0.08925933824811086,0.003942040011173566,0.14747322341669777,-0.010313698984026502,-0.009063683080910996
HALLMARK_APOPTOSIS,-0.017877214832757046,-0.016179134050280493,0.011500789091928856,0.02949438000083179,0.04888334143892457,0.05369200074133811,-0.06656475094405369,0.027575438968029945,0.023284225653559403,-0.004253876769773447,0.008633733609446102,0.04895931250568085,0.025802917332907817,0.07181501744832262,-0.002528593088014327,0.016409826297133296,-0.021558434918424706,-0.03672977855254173,-0.05932876246425338,0.06104726753710371,-0.03165257444559951,-0.002708145025086603
HALLMARK_BILE_ACID_METABOLISM,-0.07256261527101424,0.04459569358537969,-0.004930096719695515,0.0020735894288698093,-0.07122621677710847,-0.01888635672148663,0.039439131158268775,0.0758989448789209,0.015134813471912353,0.04290474037236548,-0.028884719748442197,0.05419865887659135,0.04607129856457753,0.055591614075211945,0.010924017737727483,0.11932921087431134,0.03132344278382262,0.10371761014865034,0.04936148298064485,0.06022846642760479,-0.024761396636532207,0.0017455745531615708
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.008688742162017649,0.0020906420410043876,0.009952133574171709,0.08132153284256727,0.034650225561831824,-0.027102037801844024,0.10187890850136588,0.09196740537572941,-0.004641119196066992,0.04597274056858503,0.001908798332806279,0.0334352927632625,0.02587643495812305,0.024277640715033452,0.045235647797552875,0.07810450537961146,0.10914734103678772,0.10892752463661147,0.0038431436554641563,0.1040263376109661,-0.03376862284811198,0.017611263222649942
HALLMARK_COAGULATION,-0.05147749249214735,0.042263472393230375,-0.004076674065767174,0.013165109837724875,-0.018874026024492764,0.08438514513770162,0.06202807370269584,0.07795429340806513,-0.03283373665148426,0.04673765225431029,0.014275587632169474,-0.03932061657010726,0.012985206969529534,0.006709664346695635,-0.045232568469558004,0.021918360900901164,-0.0077828859848358125,0.07134012712036883,-0.02287793316285322,0.13145823117508357,0.008799907509119164,-0.01726719459653524
HALLMARK_COMPLEMENT,-0.03891380981129429,0.020667714331423132,-0.006814964527635433,0.07993223235624351,-0.012351705127605514,0.006048140313039695,-0.023025095445796215,0.03582894345604795,0.0026685094196048703,0.05600857003122117,0.06410016833996782,0.05322480214940609,0.023996818231081574,-0.0074205314804949695,0.013575754895272527,-0.0013553754423783993,0.09709277386495996,0.054487693304280466,-0.0021972384733957764,0.09369455615070489,-0.004866502873578116,0.03845150530129379
HALLMARK_DNA_REPAIR,0.030484334839639884,0.04276944260696666,-0.021133641714170235,0.11317830759347648,0.13888968535271531,-0.037418322727846454,0.11099101940740476,0.04093850328943255,-0.010557681933575373,0.09553934951359719,0.05585290604373867,0.028189956789575216,0.02620591629024889,0.06920082001728219,5.791170148843731e-05,0.0642316087060007,0.10311912408144346,0.0963088229270251,0.006809874086995935,0.11382645299202684,-0.008177310009967723,0.057125330957589114
HALLMARK_E2F_TARGETS,-0.04714081090742244,0.011205746649596908,-0.003188488309624252,0.04445443190555137,-0.00029225322453794994,-0.0442934481714804,0.13420549502509047,0.09190447141172448,0.06354779635802152,0.036961889082839566,-0.013102578085721872,-0.005207390307068913,0.017980150971988997,-0.01985117463539625,-0.04904208937777821,0.11028229678240585,0.11348933332505069,0.11093469400995308,0.055103832096081794,0.09197424162841591,-0.015678732311584953,0.08110003780514738
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.0014343894760289412,0.025799323183506865,0.010146046086848663,-0.0009989277115691263,0.08919852797080569,0.06977954757272564,0.11371395733440108,0.04395121530328369,-0.027808744855265508,0.06320289786208198,0.01705023624859205,-0.06846254018313624,0.022653786965816155,0.0766035741458092,-0.06160282804530757,-0.045955536151722515,0.014139752687385748,0.006627017129871694,-0.022058268071216976,0.1127599920840298,0.006290047046080902,0.06394667510361064
