,MGH258,UKF248,UKF259,UKF269,UKF275,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.024098418284022153,0.05986676696614899,0.033140136326688635,0.00615939569569647,0.1015559808799144,0.09422403506416123,0.02394814895139327,0.14577022556213942,0.17299008910336908,0.04824585519254699,0.018390011270012413,0.07982303576572124,0.20495080019875656
HALLMARK_ALLOGRAFT_REJECTION,-0.04229989671840454,-0.01906701789070063,0.03976114825007012,0.1111335846793309,0.07884263259443346,0.0741427724992036,0.010703860431889254,0.13927881161791925,0.111195084130048,-0.005323628185888428,-0.004070595100146653,0.005885647137172082,0.011666916708938269
HALLMARK_ANDROGEN_RESPONSE,0.06898867161849452,0.028378018746365218,-0.031947762177019265,0.06167394220085935,0.028648128762350743,0.04228690868189309,0.016260510660915748,0.12333805796477981,0.18013779248450695,0.03455548684389716,0.11065803878163738,0.07678224377685867,0.1836490823004476
HALLMARK_ANGIOGENESIS,0.03544414116108157,-0.01893923740586582,-0.046672495506652895,0.12786630174430888,-0.03693874996988301,-0.08554116184306375,0.027697902706791927,0.036679594130383485,-0.016842662158616156,-0.01156828736391641,0.06022718667313532,-0.001275173790661232,0.13693709483343974
HALLMARK_APICAL_JUNCTION,0.07573053137821363,0.0734918949048609,0.03336251834804609,0.070172245109125,-0.025845877560671304,0.05703504481209987,0.028901838762602987,0.13193200368034136,0.18086249819877315,0.055574266199020284,0.10068871202603838,0.0721320705984029,0.20018873228965728
HALLMARK_APICAL_SURFACE,0.07302243608319894,0.07569760854844453,0.04936296852834014,-0.06180100305760191,0.006431362873959297,0.03258053682345128,0.04603931891517027,0.11044440054119718,0.21993687067834675,0.02071263497485444,0.046589711073445346,0.06700233178967606,0.17617896663068516
HALLMARK_APOPTOSIS,0.04891928384972239,-0.008745247024272377,0.012710173376765761,0.0732268886585804,-0.05180633991320264,0.05161876469265114,-0.051467505747389106,-0.054097490490992384,0.0296922142767594,0.001722890670605561,0.003572858113290335,0.06424131705416664,0.0024381413133400193
HALLMARK_BILE_ACID_METABOLISM,0.025754704946454817,0.05754456843326855,0.04460971836472152,0.08882411547353636,0.017160791488213072,0.0385557617223603,0.052996077776704294,0.10136851095414628,0.1712872661503291,0.026314454756969093,0.055391089504539144,0.06421947590195114,0.1474699204908027
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.03273367288683758,0.058366123794646084,0.029279002767821215,0.03510703907988417,-0.062042464645204125,0.0809789664380126,0.05543271224424113,0.12724235304358145,0.18126029315500178,0.023287091200459745,0.033092313784010646,0.10898553457922386,0.154845830325791
HALLMARK_COAGULATION,-0.0043134901994618955,0.06567914235684205,0.05018455934646735,0.11389397346758053,0.01598786876311093,-0.026571394711653252,0.02570373852757946,0.1277028995315154,0.13400201737641942,-0.009879696035383969,-0.025348853322989702,0.053311036565438695,0.11540079349405521
HALLMARK_COMPLEMENT,-0.006326393848723688,0.016721498968287254,-0.017997319020868152,0.07439541194411664,-0.026536643877692116,0.08986492792864588,-0.027619030714470503,0.1438337033954655,0.16148481497313524,0.028100433007270147,-0.0074069955889129666,0.12901101071018223,0.17259903658091946
HALLMARK_DNA_REPAIR,0.08293812674049622,0.044812843919509265,-0.004724948261379394,0.06107788266546772,0.053132414496077404,0.06363743590101086,0.037306856298331435,0.13958826548654543,0.19484216294938278,0.02664988816547866,0.0847196625728109,0.0900785701915252,0.18015346197239926
HALLMARK_E2F_TARGETS,0.05668768049359165,0.07205843142330659,0.041050294381755253,0.05556890936458166,-0.05090253472444042,0.07881161022967625,0.05846649421416538,0.16721765858828447,0.1278979179565001,0.043813436880525074,0.07133989028789212,0.06031614825795238,0.19294496869970754
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.05408911932585653,0.028661409537557136,-0.02048106615084339,0.11073819782936391,-0.049817602938284154,-0.05240808016748488,0.02997609285009995,0.028366373137063,0.08419882222838813,0.01948189387693656,0.07550745070611839,0.029265962522065408,0.1402951477199376
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.01670600674895072,-0.0004175923033818927,0.00428313908834436,0.030460550240516058,0.01623861841134659,-0.08921407159895715,-0.053275647914941646,0.11074937755021023,0.18486470315022593,0.060660283682311744,0.05097351096735297,0.058204226177622935,0.17939754358505905
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.010246774099403038,0.07482727313947936,0.00581309239144281,-0.05061699659586944,0.002872738397805623,0.0997102379926815,0.07498425326308446,0.15580632262018504,0.15658418676837854,0.08989501707108247,0.03787820995947577,0.09496422493353539,0.11928301220139946
HALLMARK_FATTY_ACID_METABOLISM,-0.025591456945203536,-0.016438391694610265,-0.018417963438429198,0.055622444563003054,-0.05942092193426084,-0.08489584873650682,-0.0416213927618622,-0.04733001715417776,0.1330724414922469,0.054912148771941754,0.06465914977261641,0.04468539598341383,0.10303534693234859
HALLMARK_G2M_CHECKPOINT,0.07550362604751562,0.080659969433269,-0.001579488818634509,0.06920636685282981,-0.020605618504877098,0.04243718420663177,0.07158153278673197,0.14191196359269878,0.1206601705231023,0.05704863230225157,0.09404232394943937,0.0776017256209456,0.1739741470517979
HALLMARK_GLYCOLYSIS,0.07384278797249236,0.003740700021942337,-0.02965289406070765,0.045043638077908496,0.026239499229289295,-0.07220318351288246,0.006577876114179633,0.10268389902327082,0.21579352032197666,0.04301589892879087,0.11658464936491822,0.10817336501390495,0.19678161462755764
HALLMARK_HEDGEHOG_SIGNALING,0.0264790736688044,0.05314046857036029,0.03655837503189657,-0.058408498288993214,0.07913048200734597,-0.02419978260733905,-0.003307084892226256,0.1334511909884829,0.08479558995679155,0.06316637235790243,0.08469503210013535,0.08399145164467745,0.08389741447253436
HALLMARK_HEME_METABOLISM,0.05967351043046795,0.025428517307033303,-0.01690554213925713,0.053360055567091384,0.011409983178058232,0.010086281473072774,0.014570726852050684,0.15123667911671734,0.19353824028466735,0.04820359376116909,0.08863816933668267,0.07642889049540585,0.16580077012943148
HALLMARK_HYPOXIA,0.026871246915259595,-0.07491019234722646,-0.04952603789183843,-0.023360111437604296,-0.06435631140653258,-0.09883152903744351,0.02514008430577883,-0.12284768771878843,0.048463015144469074,0.07077109458813535,0.08823617886136878,0.061635852416229535,0.030809806783664434
HALLMARK_IL2_STAT5_SIGNALING,0.06649095486260212,0.03062702787712455,0.004738325397645053,0.09186375580570867,-0.003694463750518041,0.02316515081867346,0.004807832226372541,0.1439580769059374,0.1989679243074635,-0.0005334623910670679,0.07237680470123686,0.07967786890255929,0.18369634532075843
