,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.1942946219170748,0.1832202243356201,0.10313926663585252,0.04767291075477958,-0.003216847615311647,0.01906070029066314,0.031630104404046386,0.23279154551616793,0.03776803333942677,0.012782219399611773,0.09200411999473512,0.20401691334779978,0.025759876251653664,0.21268842813873787,0.19490883307460075,0.18735702539427698,0.19481330817170586,0.0662688738728493,0.09509779801916383,0.42447598193092273,0.2722805535180157
HALLMARK_ALLOGRAFT_REJECTION,-0.1379849751910186,-0.019401185491695498,0.021039684221530727,0.06654762822261985,-0.04271635472392236,0.055248027540747945,0.09702419500765633,0.2626419540193987,0.06504204495837951,0.0017930871712270623,-0.15575905322208358,0.22678510704245675,0.04376743934607036,0.1669745012866371,-0.05811296178090633,0.1014863678168054,0.08111550549886472,0.08504207396924107,0.045291713560753614,0.25145491471385606,0.05616092504676157
HALLMARK_ANDROGEN_RESPONSE,0.1675286156325648,0.1328740642805563,0.10931465303176738,0.04192346209490749,-0.03341883040645082,0.08855429993965806,0.05632514110527908,0.2510281564107241,0.09136058793170289,0.005357842261923902,-0.008990014890527163,0.14723486586354648,0.09195035323443553,0.2168716770361721,0.1398889792249239,0.19997446062731222,0.17441199267227342,0.1270720608347599,0.10186100079597153,0.3185426188858544,0.26257345808551674
HALLMARK_ANGIOGENESIS,-0.09777109203695547,0.07799473140095438,-0.052833819933783596,-0.0065449682018580745,0.011789507759781088,-0.0009854525453031847,0.07128654083069234,0.26275802191921055,-0.03003104401078233,-0.02610572720209269,-0.19621811521275354,-0.11444788620978393,0.10352809972931945,0.22259835059021152,-0.0518364606886406,-0.027944421821221727,-0.07661229947179787,0.006324746515237193,0.0498837092150118,-0.184945112810301,0.13754016793773144
HALLMARK_APICAL_JUNCTION,0.1970221605156493,0.2130684154967523,0.12074343731416805,0.06969031406306002,0.020622570822580313,0.0660699925974778,0.0863975164209539,0.29542034211781915,-0.002576170884855253,0.03646667951337642,0.08250299638894161,0.2749898233432097,0.1304231019139956,0.2292965659468765,0.15125945373143757,0.2215866732658383,0.1916795592304947,0.10147171745554398,0.10137550668741717,0.37611469705047473,0.29712161336747445
HALLMARK_APICAL_SURFACE,0.2094154595957035,0.15502950686512498,0.12913575723595283,0.006129316660455333,0.09028143628073526,-0.020096800322618385,-0.11193732888812762,-0.08600570410810957,0.07314218655301505,-0.015908348550224747,0.18405923615477685,0.21643777633542663,0.10280149695477207,0.12878783284298914,0.22377404432284873,0.19385232824226667,0.13583644042889256,0.07109622819108165,0.0936329286383505,0.32685081912664077,0.1429712053421705
HALLMARK_APOPTOSIS,0.07327384204204059,0.04519668097998355,-0.04946795119405496,-0.019706744815996075,-0.07722300825072737,0.03467420796422512,-0.0004055512153611199,0.05686889771225556,0.031770564693117676,-0.015226224240252221,0.02921331104777322,0.005634721137655599,-0.04301268887541987,-0.08797995659812774,-0.010080418999288,-0.05461896347247853,-0.0754236396441564,0.05565901936610586,-0.02087442819548148,0.2733041979527642,0.0762020561425874
HALLMARK_BILE_ACID_METABOLISM,0.18212101898080976,0.2304893358701436,0.16344209753246275,0.037639358224933465,0.025174160568777578,0.013460009590567907,0.006846995980432794,0.26391383913158656,0.026439549511575098,-0.008531955897574548,0.0033812926865506897,0.07736015909900319,0.08205597488946548,0.2107275701043698,0.18070862316343747,0.18117127585148643,0.16249886745448724,0.06042907023635918,0.07277231274799487,0.38325923478542695,0.2416225645334018
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.21185741378253764,0.21135367457205753,0.07817583431342534,0.02048125638084862,0.035590034852727694,-0.0075145340361114045,0.022435911805090268,0.1575011052872,-0.0274971238450845,0.0330040094783311,-0.14777004374518438,0.22326914064633646,0.0930348375262261,0.26866756947464804,0.12103266882245313,0.21284636852636182,0.200142371789891,0.10598342542849849,0.07100356722433636,0.41744703309953796,0.24025875855247902
HALLMARK_COAGULATION,-0.15704292731603955,0.16094029502246554,0.031952847312119934,0.026478488512447846,0.06557554155472248,0.02886993682446724,0.09660308944259473,0.24266217251576097,0.03677794402171266,0.013714875709285129,-0.1875788719430895,0.13820032153185993,0.08539709193582662,0.030391978279919157,0.18341211935123694,0.09969162894654834,0.1459281456407905,0.0480727630512914,-0.03434802926979694,0.2795776803527611,0.23557471516293876
