,UKF248,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007nec,ZH8811Bbulk,ZH916T1
HALLMARK_ADIPOGENESIS,0.06063662636887302,-0.07645524430743285,-0.011921475051535997,0.059430035927304385,0.040468675111984764,0.03846258883372909,0.046999367397971094,0.0493907438955521,0.1545363264145856
HALLMARK_ALLOGRAFT_REJECTION,0.013705183993891305,0.05105807783853705,-0.010470425808628255,0.059269557827637806,0.07260153165103211,-0.0018030595122403906,0.008079724868526221,0.05490193685088358,0.12973779483239029
HALLMARK_ANDROGEN_RESPONSE,0.0637583985135602,-0.037743154449989796,-0.023719520927970136,0.04845364438005995,0.07043868301842493,0.05695576284049029,0.034779684154788264,0.09960565060623151,0.10881625027466828
HALLMARK_ANGIOGENESIS,0.004403297031757418,0.09118446675939781,-0.03465453564335184,0.0372090209227519,-0.034260237477252,0.09827316028953484,0.06225740692044206,0.00125474950668962,-0.06783480943214064
HALLMARK_APICAL_JUNCTION,0.06098100428867875,-0.0637059629631683,-0.006159674344080926,0.05760404283778905,0.020415196416561098,0.10195072234275587,0.0609750529812637,0.06818907127792093,0.1358258619752219
HALLMARK_APICAL_SURFACE,0.06334561614493654,-0.08449877417053056,0.07274614985064852,0.013031344953507726,0.051737370587002784,0.10560381848289127,0.11074239814423323,0.0608535344299061,0.08941833222070877
HALLMARK_APOPTOSIS,0.008694947410556137,0.04239964502119016,-0.027018791791522043,0.04533789510459166,0.05365901807935495,-0.043345961179092674,0.052061553026805464,0.04256430868001005,0.07930013619075642
HALLMARK_BILE_ACID_METABOLISM,0.02439389005495419,-0.08032927217519675,0.045840225949186554,0.058397555037675165,-0.00783018018585982,0.07521296141239536,0.0625361284506011,0.055895988640211634,0.12684299819817965
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.006818062147972357,-0.08417868138933285,-0.03589299037156051,0.02905678335127917,-0.030655452121714884,0.08257194884557804,0.03397199111846719,0.050802122380973876,0.0551654253874595
HALLMARK_COAGULATION,0.06783802705819304,0.029457565446399346,-0.03327932782114208,0.0452979292367529,0.014930116017724128,0.01838448835198974,-0.003971599554419598,0.08482020714283463,0.11552050023338274
HALLMARK_COMPLEMENT,0.033889915551295946,-0.032728292631607106,0.03956481235887968,0.0713379395093475,0.003757807701902395,0.061610460618215325,0.07885065298262287,0.0381111023308674,0.08736610243651315
HALLMARK_DNA_REPAIR,0.03575724587445105,-0.06716245682347681,0.016496656565776983,0.06580591652938639,0.06858018717716464,0.11011781694763466,0.0715317220612105,0.04567039510241656,0.1581804018918462
HALLMARK_E2F_TARGETS,0.004159177314659835,-0.07735400167207696,-0.0034724655008956666,0.04087426143358696,0.034166005950222234,0.08510365209383415,0.03790381959723782,0.06665444947977724,0.11851821599968836
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.04454069091021061,0.036479136925207815,-0.02389153049215191,0.05572743533223021,-0.01984797931795921,0.13276256093280092,-0.03919427355182331,0.053229171228980986,0.0790686287147985
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04435698041582277,-0.10361611924023709,0.06753787398547331,0.01847824416645527,0.042789822267798115,-0.026258310753594076,-0.03416485248531074,0.06514152006131722,0.1093104538093617
HALLMARK_ESTROGEN_RESPONSE_LATE,0.026573610612120106,-0.05008842716632437,0.03034789714373277,0.034867465883978606,0.05236390226738023,0.1440160715676679,0.08141576586174996,0.04514375437916334,0.06449265300412817
HALLMARK_FATTY_ACID_METABOLISM,0.007788208071679265,0.023399828110884736,-0.028626950206239954,0.005353800305470711,0.0311390484263785,0.022084896767976262,0.07139908430891889,0.00512826173135452,0.0702463585422057
HALLMARK_G2M_CHECKPOINT,0.03316447678019266,-0.09799664832815295,0.0011246703090884661,0.026569620010254775,0.04784868836498558,0.06637383467560141,0.0673894956822399,0.05820074862678356,0.08466047958442932
HALLMARK_GLYCOLYSIS,0.015112125937665694,0.04953289118710739,0.0646969339726011,0.057058547437826825,-0.07241095372024305,0.09695371975314838,0.02832162287084471,0.03550817276877167,0.09997559835104516
HALLMARK_HEDGEHOG_SIGNALING,0.030044602569268854,-0.07774795144036291,0.057026854528543086,-0.0014559402604337479,-0.016257697941243043,0.01754301516240944,-0.08442471908511026,0.06823046997345088,0.013768998757702598
HALLMARK_HEME_METABOLISM,0.05577567045604576,-0.0969477530935479,0.019728716385474816,0.06952660432826983,0.04534618942811577,0.10674384128163737,0.060531739138031955,0.04555242223950644,0.11198202202412876
HALLMARK_HYPOXIA,-0.019129749944116387,0.09133467748990098,-0.01263225910241167,0.0007783268231419597,-0.01703791837445523,0.11600632144090957,0.02099714343887846,-0.004422450875781966,-0.002557303052331232
HALLMARK_IL2_STAT5_SIGNALING,-0.0020940880575186544,-0.03778636690874817,-0.02452832575046541,0.06080858862255324,0.03338937474920963,0.04551076791964958,0.1249846552345742,0.06758139613074725,0.06990310094053752
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.05306121235898734,0.04441255398493255,-0.05135405825166874,0.03005894157569876,0.04437494330505692,0.04235462919367799,0.041935237765439004,0.097258690117952,0.09685388701940831
HALLMARK_INFLAMMATORY_RESPONSE,0.036299796391340906,0.004566630946151619,0.003561513420399768,0.05580345688974955,-0.013556699097834744,0.015681691682861976,0.12993943465911012,0.06466319906348686,0.0198878408259556
