,UKF243,UKF248,UKF266,UKF269,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.0019140866204583158,0.03934264965350566,0.10313422840374167,0.08622862899876015,0.08680975952177875,-0.009925654311983254,0.11603381466992907,0.0332535198336113,0.041001835338922744,0.054657267409350646,0.08479548001894845,0.14971111969862014,0.037832297123563945
HALLMARK_ALLOGRAFT_REJECTION,-0.015117769143329315,-0.04034913015457954,0.07072843281215015,0.0680947399982824,0.040316090173802534,0.020258150954910504,0.11086056645111785,0.056522788098853353,0.07611510449603812,0.07672229397186425,0.04351029099981317,0.2412576900212433,-0.010329988868043965
HALLMARK_ANDROGEN_RESPONSE,8.285501225160654e-05,0.0067565643858707525,0.13747799243684705,0.06095684838319735,0.07374016269935474,0.018693086770182766,0.0719243614141489,-0.013629210147064334,0.0729472170708043,0.06646856201988874,0.07207194674802014,0.24318451364451873,0.071772738585621
HALLMARK_ANGIOGENESIS,-0.09127799496416639,0.03400695611045163,0.10572114048132239,0.07858277280684427,-0.01457763312847106,0.031148940689621173,-0.0972556076744269,-0.030698414799746606,0.02758110175021524,0.026445612017338322,0.005034912319270701,0.052893236743473765,0.20442809273761706
HALLMARK_APICAL_JUNCTION,0.02765123087261256,0.022477137560094868,0.13927680138235585,0.0644259530830675,-0.008675376924997607,0.015418122217807242,0.07534838062143993,0.017846848704131515,0.050294785055813494,0.073075941707981,0.03838236086511708,0.24454896308923862,0.05898695791039813
HALLMARK_APICAL_SURFACE,-0.02481052590640497,-0.0057119055963579775,0.01905354646157337,-0.023690406726376737,0.006890106180140173,0.012483300145878222,0.13912450722322597,-0.006695239006719612,0.04967199905785265,0.07181896073207902,-0.0013087193347192463,0.26121795027502104,0.059172289588651325
HALLMARK_APOPTOSIS,0.007958246663506731,0.03371760766091399,-0.03448469684295164,0.007996721619716159,-0.04139698664744986,0.026484320285853923,-0.018065941812440697,-0.0011804444433509383,0.014682346190340732,-0.01486138180436548,-0.0027187599838441275,0.08345714716694526,0.01428833954093464
HALLMARK_BILE_ACID_METABOLISM,-0.047210456006739863,-0.001794965721801164,0.1506406333946208,0.044540793278124415,0.0001588423583553038,-0.004677364555362226,0.12673209569292765,-0.00876850612096766,0.05134114346526728,0.06316199843521464,0.04145066817844821,0.066400602274633,0.013493802207906818
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.07265782342354608,0.0016441926649037246,0.11139980524114118,0.044430907389921184,-0.005003106638536133,-0.023490251978224182,0.12456438890873213,-0.012451320609551212,0.08908834230900675,0.0662642923139325,0.009539221449235932,0.06185787645191175,0.03323492877607879
HALLMARK_COAGULATION,-0.018132786200644204,0.025444405839014,0.087827043839223,0.05371607836453262,0.04416035162662099,0.07582323821162192,0.05503468594428689,-0.08724636222557915,0.0651777242819811,0.051366835183970644,-0.016569089417126384,0.2355485224804244,0.07034026593868474
HALLMARK_COMPLEMENT,0.060739355529571715,-0.010912730094367166,0.12886851578983768,0.07565660156785925,-0.010261004128919327,0.02306370558246569,0.006877143920261245,0.029911599069374486,0.0845983161038284,0.05732395903290459,0.05978177870602928,0.117909296926776,0.08145110018095363
HALLMARK_DNA_REPAIR,-0.019511740327288765,0.011574665679394913,0.16410384438187348,0.08526913287921065,0.044549456056788686,0.01245389497297284,0.1461371046029786,0.029109886938863242,0.06138461378707284,0.08260540689674382,0.05386930616382745,0.1195013412880319,0.07587020048274354
