,UKF248,UKF259,UKF260,UKF266,UKF275,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH8811Bbulk,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.027882948600973213,-0.021867860149557054,0.0314443814534331,-0.017761857412777613,-0.003035970539602437,0.18231763676271132,0.012576794251882123,0.18060059408984272,0.02722265293844363,0.021411117799571347,0.13426492844676272,0.1021436652171221,0.08903936405474251
HALLMARK_ALLOGRAFT_REJECTION,-0.03052413756686651,-0.02396388754522183,0.04433305990203076,0.05692582308415388,0.03642408727686814,0.11406522073728198,0.03748842746475221,0.12235913804788072,-0.11389104507430231,0.056340598459671584,0.05533214259171159,0.07023445292362794,0.005217574621659681
HALLMARK_ANDROGEN_RESPONSE,0.0011788560412311247,0.010755703084454057,0.054878472281084514,0.037091529626568885,0.06828973940666196,0.11089334180171344,-0.0003688568536255839,0.0889318893890508,0.0422337043557161,0.038816292898633975,0.10262153157691754,0.11262202470891966,0.07548645326594956
HALLMARK_ANGIOGENESIS,-0.04834690467999841,0.033141574155624236,0.03614209219982925,0.06975247575702549,0.11851165000481514,-0.10150480873933704,0.08104609890164992,0.18754979144104372,0.04057161366343061,0.003852450561504089,-0.10630531914524187,-0.02121065485362716,0.038784284406644595
HALLMARK_APICAL_JUNCTION,0.042894565644849794,-0.027153193386708907,0.03734179296936596,0.07947198739296855,0.06646220764923928,0.163223724009542,0.017847320647587917,0.164651108556868,0.006200627842913434,0.048737958885296306,0.1553146976447551,0.08626920346308192,0.09807704779680101
HALLMARK_APICAL_SURFACE,0.03757109341199312,-0.07931511959742406,0.035035641388511736,0.0016180679220573972,0.030677777952160864,0.11035727186678668,0.016653099184984695,0.12657294677839423,-0.05375696293392123,-0.00455795044021303,0.15403351336048263,0.08573547592569183,-0.030852016258578245
HALLMARK_APOPTOSIS,0.042795756952513614,0.0600016663134955,0.04299829949258322,-0.021643131418142277,0.1079577376017809,0.03039038225881405,-0.06168544695148264,0.09851025591088712,-0.0018512622763695705,0.03289735054469763,-0.07725652643941922,0.1023959143230407,-0.05024498371117685
HALLMARK_BILE_ACID_METABOLISM,-0.04534271527127743,-0.0289706890453921,-0.01585475041545059,0.028166920505261824,0.09463335528536108,0.10755581611758966,0.015718344593085742,0.1295609594305282,0.002370036390885848,-0.07023893608863217,0.12342452881959817,0.0703091047741923,0.1502531845539004
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0855743814873902,-0.008744686532576044,0.011570356775046647,0.019804348280282092,0.05087963897240112,0.13668613708259994,-0.0021540455732958603,0.1313128900220095,0.010843602085528677,0.06560078344800281,0.1363040865539112,0.1290528691693699,0.1359271476980257
HALLMARK_COAGULATION,0.043217223826887745,-0.03292657725002928,0.08717912037490813,0.05728630383118778,0.06331156474007162,0.09897152545147961,0.006972421212431259,0.12744774617606958,-0.01809978340500976,0.005161138862261435,0.08155318328424505,0.08883181390314157,-0.011128407452976016
HALLMARK_COMPLEMENT,0.0038491325150933325,-0.04704032783631481,0.017977711623773096,0.06225775205750484,0.1297226149320132,0.13997648768336532,0.002938772721872498,0.17458765890735028,-0.0484422698169976,0.045101909531636154,0.040764143606432844,0.11980339388533592,0.045468789596817154
HALLMARK_DNA_REPAIR,0.08055438570917048,0.03733203008510346,0.060563367929587025,0.05225125960830185,0.08008181021004963,0.16724645176074232,0.09004108815753827,0.1643574633224406,0.04557640684981257,0.051318628132482294,0.1698154549835233,0.09359039852130081,0.16888692964623855
HALLMARK_E2F_TARGETS,0.024331685140176373,-0.032606082031864575,-0.04750813801838079,0.05697473242915011,0.050683407051299166,0.09174737426747162,0.00029053211897512205,0.09475994535399487,0.023606593511575426,0.05773782360146102,0.07612557070625514,0.041063876388099184,0.17711073163019522
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.0384795698213009,0.06642444049879002,0.11410283611185983,0.0922474688687945,0.08920843290234225,-0.07059493256703375,0.10187737155839585,0.17219448437996726,0.10296462217825406,0.03936161296263463,-0.06076683412731367,0.06027286885789554,0.06451130971378087
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.04359063767747257,-0.010008627461043855,-0.018105720689635497,0.04685782723619646,-0.03859633919446723,-0.10836400578950658,0.022558845630030595,0.06290371365659622,0.09829793492479084,0.0353485334141735,0.08002605522354572,0.06377879618909589,0.09582057451222258
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08729654432891777,-0.03718116895163948,-0.02716845295019898,0.03742952776938813,-0.00513730318529185,0.14213327803091716,0.08722669179915733,0.029199832670633558,-0.057220526900150226,0.07049229419094301,0.10363584225783992,0.09978949949005339,0.06109422444417785
HALLMARK_FATTY_ACID_METABOLISM,0.008452596683278803,0.0321455824679615,0.01668192287315102,-0.003780770327735292,0.09175978091940773,-0.11145621837038276,0.022881709717268214,0.10680094938268224,0.01103227444833174,0.007129461564327216,-0.037149035729927934,0.048801378819894596,0.09332314471148488
HALLMARK_G2M_CHECKPOINT,0.0353502550106828,0.002904792829528762,0.0414146538192258,0.0763889625200681,0.07602032714161382,0.1491886000838366,0.022256598705630917,0.0672159333882774,0.011949044408778595,-0.01647753458933123,0.052038444179826816,0.1003383049564201,0.1597964160026216
HALLMARK_GLYCOLYSIS,0.039091544949572093,-0.01789223467524554,0.041575500322075944,0.03919273119795044,-0.015547980008677513,-0.03441214154586678,0.08831190353028655,0.12260245790595102,0.037978275593548966,0.04245643471056054,0.09604819125871296,0.09694234593442878,0.0709202583589815
HALLMARK_HEDGEHOG_SIGNALING,0.04104984138875597,-0.03914989928042617,-0.04893657542397095,-0.03567881068734356,-0.0608006414856756,0.03879207705261668,0.015840896220529876,0.06061986508397884,0.11831932088466449,0.04237945157792695,0.08165393659778039,0.08817720028444033,-0.14087229009873417
HALLMARK_HEME_METABOLISM,0.05927063522077344,-0.02728274183237037,-0.024702291149094686,0.06828926520215259,-0.0030634198873696217,0.09085301664936553,0.05506196236128424,0.13155672379567435,0.011405325870921185,0.054169823843487036,0.14984709726621467,0.11174911504127849,0.030516518720396603
HALLMARK_HYPOXIA,-0.04960676956017987,0.0804470770589569,0.02580878421937337,0.02366380900499774,0.08919988399162881,-0.16580961205397682,0.11748616606268773,0.14475492000605808,0.04206982664986987,-0.013992588939157386,-0.08492035299435523,-0.003145039001723949,0.15146621497816823
