,UKF248,ZH8811Bbulk,ZH916bulk
HALLMARK_ADIPOGENESIS,0.07370280987705412,-0.08834870645677134,0.04224190715817672
HALLMARK_ALLOGRAFT_REJECTION,0.05489497067065983,-0.06661337699026124,-0.02339800441915786
HALLMARK_ANDROGEN_RESPONSE,0.09779726866106785,-0.04701787865876997,0.006386909454141023
HALLMARK_ANGIOGENESIS,0.009555297537073584,-0.03490270983339732,0.024161471961320402
HALLMARK_APICAL_JUNCTION,0.11079087727985976,-0.04845247000315319,0.024005027979506918
HALLMARK_APICAL_SURFACE,0.018631601943691508,-0.059972549311992425,-0.0522163310254967
HALLMARK_APOPTOSIS,0.06505404662041538,-0.006141324625383524,-0.026922083442492216
HALLMARK_BILE_ACID_METABOLISM,-0.04582785802987155,-0.048445237322926514,0.1256237613430657
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.026781207962476825,-0.06663487473611217,0.10800318072636154
HALLMARK_COAGULATION,0.12427876642092706,-0.06541999323992896,-0.0260993064809012
HALLMARK_COMPLEMENT,0.02886754872021652,-0.09877894934967583,-0.011754007185075336
HALLMARK_DNA_REPAIR,0.05871138668826275,-0.0696624091588252,0.12384567045738865
HALLMARK_E2F_TARGETS,0.013818975279013653,-0.04340323256441095,0.13099424585489333
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.12601837066060176,0.03656818340365058,0.04055224357579126
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.050452700537793556,-0.000801338873253149,0.05761642808794034
HALLMARK_ESTROGEN_RESPONSE_LATE,0.05565064679927941,-0.06895206015263397,0.03167960839293619
HALLMARK_FATTY_ACID_METABOLISM,0.04749333748147599,0.027318128566151772,0.025928171458648296
HALLMARK_G2M_CHECKPOINT,0.036854654113374304,0.014151846425996954,0.12718692795643313
HALLMARK_GLYCOLYSIS,-0.014192386067399542,0.024722978059613585,0.0527664510456245
HALLMARK_HEDGEHOG_SIGNALING,0.05209866238778708,-0.030091879255926407,-0.14022772919155296
HALLMARK_HEME_METABOLISM,0.10459991531268736,-0.04040693055572533,-0.0005240404019457786
HALLMARK_HYPOXIA,-0.0707548251077987,0.07000588423726406,0.16988070195094557
HALLMARK_IL2_STAT5_SIGNALING,0.08064856305462625,-0.07279345357283203,0.06725339647977552
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.11549335203083506,-0.08390193210013508,0.04358481496800179
HALLMARK_INFLAMMATORY_RESPONSE,0.06660916152020133,-0.016841220372897196,-0.07126297967864186
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.02871896944760331,-0.08272414928009228,0.008800621821818372
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.03753760585848511,-0.029562710501956493,0.06739110214771686
HALLMARK_KRAS_SIGNALING_DN,-0.018988265869552875,-0.03144120101777336,0.019308945698863256
HALLMARK_KRAS_SIGNALING_UP,0.07558802075143847,-0.097872910598051,-0.0892304397345946
HALLMARK_MITOTIC_SPINDLE,0.11296860947025542,-0.036579150394250096,0.03367980746126585
HALLMARK_MTORC1_SIGNALING,0.00028700668608544667,0.02708902692736405,0.09033853542015881
HALLMARK_MYC_TARGETS_V1,0.046225828520647674,-0.07435090542589559,0.09460221712543547
HALLMARK_MYC_TARGETS_V2,0.016736545280181526,-0.06681535225901786,0.06582436044281717
HALLMARK_MYOGENESIS,0.1290817030163117,-0.08632151400449406,-0.06611821216827765
HALLMARK_NOTCH_SIGNALING,0.08125951854068589,-0.07106348337019835,0.14692710782894494
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.021374225545870512,-0.0804009872695601,0.11513461142390824
HALLMARK_P53_PATHWAY,0.01644055517066286,-0.0298606015326396,0.13739383957639673
HALLMARK_PANCREAS_BETA_CELLS,0.03201002004259917,-0.10676447163975689,-0.028226415677411784
HALLMARK_PEROXISOME,0.08899807360277559,-0.07695991022391702,-0.03348109195693297
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.033789172823977615,-0.03403877033898488,-0.0022605596061344908
HALLMARK_PROTEIN_SECRETION,0.0977596435277764,-0.07350537438420746,0.011279332276582397
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.04859817506182609,-0.0838873988431295,-0.03463815965103295
HALLMARK_SPERMATOGENESIS,0.025161701301109004,-0.08330204399477256,0.018274041018480406
HALLMARK_TGF_BETA_SIGNALING,0.1330454622132377,-0.07754835266798676,0.03795398397140205
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.10814986784884967,-0.027738145125337288,0.17795552116898453
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.05847448205279655,-0.04432526434891439,0.05816917883579939
HALLMARK_UV_RESPONSE_DN,0.09358146563917914,-0.05143236650740539,5.801091920215429e-05
HALLMARK_UV_RESPONSE_UP,-5.540619028890796e-05,0.008532524073495092,0.04679938999799597
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.06285795237695802,0.04352946753173729,0.033408909959503234
HALLMARK_XENOBIOTIC_METABOLISM,-0.02193696587610733,-0.07836996714915066,0.10975376139512236
