,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
HALLMARK_ADIPOGENESIS,0.021880311865929893,0.016146295362623294,0.021778234605960907,0.10404447390294527,0.02111772781466436,-0.07710297613925819,0.08126338367701566,0.014434006852021727,0.18683528971855903,0.09263214703060343,0.11845096461766734,0.13319181665118876,0.03626536718125081,-0.011233074649281678,0.11795588865514448,0.13137833023586692
HALLMARK_ALLOGRAFT_REJECTION,0.021198884350186784,0.03782021165963885,0.024418005757951035,-0.05312472234921485,-0.10829695967146451,-0.21835046479747067,-0.005192812590888928,0.013788985144663922,-0.2825335473875815,0.1583214468681238,-0.11549846950889486,0.10506717348977267,0.04197062746800008,0.051880402368231326,0.03214027413275514,-0.011695189323871697
HALLMARK_ANDROGEN_RESPONSE,0.04377421647585882,0.02891714970221429,0.03803500878659706,0.1544516606774389,-0.04498097005448549,-0.2357193148484021,0.010576240759220642,0.04237359953519445,-0.10793264938811835,0.10738067554901813,-0.0850500122552678,0.145551634544676,0.033245150603274445,-0.01884223595370567,0.05807098564635157,0.11336317378956076
HALLMARK_ANGIOGENESIS,0.02050699244490941,-0.01855373833554972,-0.03964963996069453,-0.1923842968777076,-0.1009050638832018,-0.25449241118814414,-0.01309811147399121,-0.06910112973911314,-0.3160904841383077,-0.04391904344148754,-0.2551247934588166,0.007509235262978255,-0.027543907054877453,-0.012311767076345815,-0.03758079329243481,0.00294892753895024
HALLMARK_APICAL_JUNCTION,0.00546384020683657,-0.02358601138140603,0.06626904569487917,-0.007168871012095703,-0.04001090701270236,-0.2006635413128893,-0.03955165925835412,0.06398458409704308,0.0353715551389848,0.1295170626995881,-0.14733824845041177,0.1349164478265319,0.04933489244248407,-0.021068486247856625,0.0896437661001004,0.1441579892230505
HALLMARK_APICAL_SURFACE,0.04019544912748415,-0.008057129695658508,-0.04605046624976732,0.07452149504390493,0.034290305650630896,0.16974503365101257,0.03195844292164021,0.06191364009314873,0.11202817294205432,0.11473170299733243,-0.06318964376106603,0.06338177387521127,-0.033433010648513464,-0.065466819284862,0.04824012410984878,0.10261774206742158
HALLMARK_APOPTOSIS,-0.027577480709997448,0.026175581476759417,0.0002862851998230364,0.04304418935128517,-0.01742790650836106,-0.016785796302964437,-0.04890359173757957,-0.008251729012438485,-0.01856236379967135,-0.0014847637914473936,0.11607174175582918,0.018756768173937663,0.060835252901650434,0.0451361687359515,-0.010986182517968717,0.026236496717840382
HALLMARK_BILE_ACID_METABOLISM,0.024286084729407485,-0.04952037064685398,0.023791170951316377,-0.0783645752151698,0.02678556433045861,-0.26451921181229415,-0.05753399025645998,0.011732059825250468,-0.055864518105561166,0.06072259233454489,-0.07608817971303333,0.09768179335866113,0.019455961249731188,0.05346177788928654,0.10560333989584034,0.09099075129452588
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.017515115419164826,0.029889905632987986,-0.0012812770782937525,-0.04201949102829265,-0.08856037152413306,-0.15835171515811555,-0.0711917444926296,0.046572199296006894,-0.2855760234773069,0.12466275896816303,-0.19434778762458976,0.09867541904193465,0.02824412235331096,-0.019237019143178626,0.06873058757874492,0.06295869787613376
HALLMARK_COAGULATION,-0.02059358847872127,-0.0396638117581954,0.07309063019031391,0.03327741776801748,-0.10284310957232899,-0.28467216180442084,-0.01445485422633261,0.0036725344906579256,-0.3176665835109675,0.12748453032328858,-0.16742579742891983,0.13614622452446512,0.06698668859444352,0.053268514511861306,0.036755214290857346,0.097107565737038
HALLMARK_COMPLEMENT,0.03907636394512698,0.03659176641391449,-0.045775363842292346,0.18086490052750978,0.0211113310214674,-0.17423886266065516,-0.037893836130316993,0.08030401281175707,-0.1944462638785736,0.09689219123270255,0.066935534018696,0.07525838440484875,0.04785220587023241,-0.0030242128167807824,0.1034469026463277,0.1447606646609446
HALLMARK_DNA_REPAIR,0.03647732718107404,-0.012065643095324778,0.03193548573307156,0.124289910692289,-0.019002814736552156,-0.15911339003127095,0.014246858779815212,0.06643834371020198,0.1825844716553384,0.14251917925087487,-0.07189749624578314,0.1264338227473911,0.027154696301829376,-0.019259933901982582,0.13508220092329734,0.09506978919852217
