,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.044024424532782665,0.08040511432944891,0.045767466817782994,0.01738933056137696,0.07593447996100121,0.0642519365072844,0.04994243287278097,0.02865188450955472,0.0604322595474456,0.03981758214060725,0.03000756255973887,0.02245301878549537,0.1508037819649283,0.14885705489101697,0.034153102832191896,0.07903378769249941,-0.009838318547622498,0.08931705529084925,-0.008884736688034934
HALLMARK_ALLOGRAFT_REJECTION,-0.014895586546831865,0.10481291489975833,0.0006726242918434199,0.05788176841304092,0.0524009737275515,0.08063646214896432,0.023767911752664565,0.05426708080980354,0.013457321926427311,0.04064577720559461,0.01885609938340224,-0.054686862453865295,0.0293131634923853,0.0255828984551384,-0.021554979521239616,-0.020891348073262525,0.07322147211332883,0.056651669412247516,0.09780363243525456
HALLMARK_ANDROGEN_RESPONSE,-0.007911150598478677,0.05159421469751324,0.005651544096574624,0.009339230076674936,0.018530450599497702,0.05141007308477065,0.051508328312878555,0.07896687831251639,-0.06003030053455355,0.03310230603157487,0.07391141720687963,-0.02148764370699376,0.05868773508457838,0.11739761966014439,0.07017807493579582,-0.02985894925186345,0.005076973874392485,0.050267514628315954,-0.05207246929776001
HALLMARK_ANGIOGENESIS,-0.04682195141055345,-0.03923667999478347,-0.035388533530063,0.023473977312873383,-0.05628107124330094,-0.10105780924917568,0.059785394863184634,0.042383743579508505,-0.008780218290025173,0.014634355682286824,0.017143558600088264,-0.09741119388837446,-0.08249243190797328,-0.005421896875682397,-0.02906272051676178,-0.13626114988628407,0.019237932844763085,0.008831594571588134,0.02429994820518282
HALLMARK_APICAL_JUNCTION,0.018144426562977278,0.07121737171248858,0.024056323490187513,0.028401342349598093,0.051588087448098396,0.008301105884407444,0.03818204322100732,0.06003766286348476,0.04034459789452514,0.051467989209689785,0.06884647447148828,-0.07666787999440132,0.08113090013912926,0.1542897756424407,0.008394652602163597,0.02384921707424388,0.050214340653316175,0.11091853234603609,0.023402632838643238
HALLMARK_APICAL_SURFACE,0.0456888184840582,0.09210355991315662,0.013359537653500352,-0.05694296402425907,0.04185266681995697,0.01977587293677298,-0.006513624434022541,-0.017314646030947463,-0.004000756102723057,0.030187050595198824,0.004414947481816636,-0.010624156210759409,0.11464101723152076,0.2007432371526315,0.03196814792541965,-0.03529044856863715,0.027676732665798676,0.07755229527127679,0.09359864886131916
HALLMARK_APOPTOSIS,0.05011342728175782,0.05036337403465924,-0.03378183796488404,0.0019945818404772642,0.018150885862530403,-0.06984148115931768,0.02826996610186207,0.035042460131752766,-0.05141681023919164,0.04490908161118663,0.057864341906580734,0.015197756899556027,-0.03371586645139817,0.07526606194991022,0.026691452828426835,-0.061003458840336325,-0.0002479355951283149,0.0789878202367384,0.016742074336665237
HALLMARK_BILE_ACID_METABOLISM,0.026650098585794323,0.0565602350215953,0.09335398171187655,-0.029097611817525657,0.13225286566061978,0.054234930994710356,0.06619429001766437,0.068576546478647,-0.01843822920035104,0.07141346850057247,0.008670601162942583,0.011602497639364731,0.16561096863678107,0.13496494815913568,0.07952649946857808,0.016655992347412756,0.04125153642777305,-0.014410819497498182,0.027404444490526536
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.005426636778516061,0.05179563025940903,0.012405476410440626,0.0430056296556412,0.02461824269686419,0.07342831727999762,-0.025970419282482147,0.09564907608727598,0.01895311312273796,0.03649505037996117,0.020232783617023548,-0.09433191774926648,0.16532317733137655,0.1846054805795284,0.0734462286820014,0.07737979312553604,0.0013353340093058962,0.04099094121816516,0.11162066420359008
HALLMARK_COAGULATION,-0.013356782368496729,0.05923096940526879,0.022808751857794237,0.02985641616279357,0.045693495290376536,-0.03111426800155554,-0.012229799006249695,0.06688801769972955,0.08119847090541576,0.04247541005220553,0.025175034148907403,-0.06187894428326028,0.09679075610107285,0.15019267141815182,0.015638690076335972,0.0001752979118935846,0.012988524345126715,0.05833203190099758,0.12094664371197857
