,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.08676252815933962,0.06552646039435338,0.003414226991760098,0.22629810927686694,0.07662556275723481,0.10782752565930083,0.065410650322664,0.031180297446735887,-0.02071368189645101,0.023335156212366908,0.07470748762071935,0.10433834643141175,0.06976985034802434,0.017287531240894598,0.0027403378807154236,0.12034595298182327,0.07047043333215619,0.1492121253805444,-0.06893560407954433,0.0771161675368392,0.21402337580746,-0.026075553495269858,0.11824378449747644
HALLMARK_ALLOGRAFT_REJECTION,0.08562915250781858,-0.05411040701465399,0.05057477150524359,0.12602222649972228,0.06248473471157092,0.09035856424068792,-0.039189471934779604,0.001011826296959102,0.08951271497228881,0.01313070435049305,-0.08914240035769458,0.09549611099014244,0.04031673767063577,0.06003230364812981,0.10982995087019294,0.027249796932252452,0.09459067204119057,0.06800534226173652,0.04327259533743727,0.012907858680113625,0.1069466643408658,-0.022373913276345317,-0.026720694805588426
HALLMARK_ANDROGEN_RESPONSE,0.04960829466464561,0.022845470716875548,0.0035923205632384446,0.1393983682653483,0.05029453793345654,0.1189356092095214,-0.0008070564606547935,0.00274944659189646,-0.048800289993798825,-0.012408578013530111,-0.06371487372516232,0.08657433774004082,0.08146549563795863,0.03213602413721441,0.023645653620866274,0.05121065700749852,0.0737577503084602,0.1364804813468005,0.02291712478058529,0.025315084595644757,0.10609242134016549,0.023742520879561767,0.06772253494799958
HALLMARK_ANGIOGENESIS,-0.11875544185670146,-0.06126553879593292,0.02071813280493836,0.0709205725853746,-0.0496449965905926,-0.1721138807106749,-0.019269022774436612,-0.029311322045922305,-0.0829856538088383,-0.02720584904124985,-0.12535192823304317,-0.12426928175346737,0.03298600203273779,-0.02319269785611677,-0.08393078781625402,-0.041075492218340684,0.11079650905341752,-0.07074162642968325,-0.056011309934250325,-0.0486507249157833,-0.08041623548739446,-0.02891222125088223,-0.19018312046590785
HALLMARK_APICAL_JUNCTION,0.0704095205762918,0.06887883844786313,0.013158946351015941,0.2436930667290874,0.04461939455889543,0.038295475602489956,-0.0009089929791662204,0.015484845007960072,-0.06623680730407708,0.04784314039498473,0.0793766223043463,0.09062818665753894,0.0814869697370708,-0.006399909231895366,0.008942303305321399,0.12768234079692573,0.07462818600569769,0.1519550462818813,-0.06047362385429876,0.053263934675371105,0.14714317364549756,-0.04861911187900236,0.14418889557837083
HALLMARK_APICAL_SURFACE,0.1755187903342944,0.03999364393622049,-0.01555940555423863,0.2534811456357523,0.08653185619324855,0.08136108517907356,0.05336469346981117,0.07330943357555733,0.008230104723060433,0.0013185810494327477,0.01269802405126114,0.10517518677001284,-0.020439764163116877,0.0060302792654736235,0.0041629327314497795,0.08840158720645852,0.09155663951443363,0.1491998896879638,-0.05485010615343008,-0.0034786429839577834,0.09980669555978591,-0.004486880188717551,0.1227491427463586
HALLMARK_APOPTOSIS,0.023234688562485516,-0.008602463109035657,-0.006067092731359163,-0.10724088991139001,0.018895954394159017,-0.007623822734974929,0.019394533075176187,-0.01487756912710732,-0.10155548252229249,0.03805583141274175,-0.008101126418473636,0.05576382629282368,-0.0036941546101437787,0.05136252654774848,-0.006015281176779382,0.06510969855458275,0.022360366424850106,-0.04678239538974545,-0.062153538520333056,0.003919125002775075,0.03362280299519025,-0.03847916412314191,0.04882156868694781
HALLMARK_BILE_ACID_METABOLISM,0.04187887018969523,0.00018537985198292974,0.03462674526894617,0.17293065578913797,0.05068675174040546,0.05633415909591973,0.017733997966635703,-0.007691665270365273,-0.05961829891432745,0.06086206041651352,0.01627452840462741,0.05962835119908197,0.03565918093594184,-0.03850076668743566,-0.015768082342917072,0.006293524565674495,0.08636049325385195,0.15728484115841843,-0.0016335719748311354,0.03223754648078031,0.18665423047079457,0.012510511710323725,-0.00454009837254627
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.014834626984502854,0.09323653159334988,0.020386492211884665,0.19847382625108054,0.0580013984248534,0.05679508149665377,-0.004781017993254348,0.001848662171804999,-0.06571035555784722,0.006566121442345791,-0.05116428700452463,0.12374210889826182,0.11412315610524786,0.05059037155183726,0.038980643959317614,0.09229319092153108,0.09367078223625949,0.1291262986650334,-0.015595778289401934,0.08751610643227868,0.1651151960440752,0.01698682884592469,0.013308126423140358
HALLMARK_COAGULATION,0.0020305961913940776,0.0019868545970419494,0.012051213362641597,0.10492715180617823,0.05339705176702053,0.029540816353562118,-0.08022665416377693,-0.039603157046578276,0.029213990762819664,0.01745147567373722,-0.10896578315964395,-0.001218007709543387,0.08129161432931446,-0.002670736207972686,0.020165899339083894,0.12167500975623073,0.09033394401130884,0.09042557090177794,-0.06065190082982463,-0.000818724754962107,0.08724658553688008,-0.09203175398594897,-0.11899403329144734
HALLMARK_COMPLEMENT,0.06054524537765055,0.03935730374775727,0.01616501629636042,0.21932510804073718,0.06133048476873825,0.12301747395413246,0.027174406669034593,0.02197568172489374,-0.09740396838312362,0.002902302825745907,-0.039532789136686626,0.11216863870991495,-0.006477637994102735,0.05998429581032082,0.12269550195367299,0.08509614395346128,0.1302501505910866,0.08995635991872454,-0.0781342556288022,0.04447448411972583,0.1643553772836737,0.0038132209361739196,0.14644375365457965
HALLMARK_DNA_REPAIR,0.08347996532398756,0.08915440832059737,0.026184388856897105,0.23795988109156477,0.07397440602806572,0.08157786725515964,0.06220855370171663,0.06178536420479422,-0.03293845481936242,0.052462442732529306,0.0781356507816004,0.12866125998293892,0.11491710553136097,0.023928593767775626,0.04336519008649513,0.14409577400547915,0.0781257596722172,0.16659721901745267,-0.014276794748301676,0.09375246754785482,0.21693124844522946,-0.005708779375456241,0.14783035484842488
