,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.06118791446064675,0.10704046269796395,0.0808377488612081,0.03940473004754725
HALLMARK_ALLOGRAFT_REJECTION,0.10739058303901196,0.02471503304831616,0.07511574002794576,0.019610816273605097
HALLMARK_ANDROGEN_RESPONSE,0.05122873319007892,0.07726931027600337,0.07415444276355206,0.04689934512862594
HALLMARK_ANGIOGENESIS,-0.12441892161791578,-0.09951450461668059,-0.04727126438696772,0.07812256154605494
HALLMARK_APICAL_JUNCTION,0.0774840893659775,0.11574333091703001,0.06408447439436946,0.04602262218278281
HALLMARK_APICAL_SURFACE,-0.02188951535407405,0.10548436981718667,0.05918574928384795,0.08427254173941257
HALLMARK_APOPTOSIS,0.03135194622072253,-0.0723684184960439,-0.0717521549906085,-0.0023003212639801265
HALLMARK_BILE_ACID_METABOLISM,-0.0122722137434692,0.09527785307561189,0.0700599896874982,0.034935908611808425
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.044964340288858075,0.09492431450250745,0.07898080237673542,0.023508034448578026
HALLMARK_COAGULATION,0.06315978609272913,0.004329134755899756,0.02253340718704506,-0.044964050197208213
HALLMARK_COMPLEMENT,0.058133489603872185,0.007255659782393716,0.013101885072710966,0.014108801730744358
HALLMARK_DNA_REPAIR,0.09304701077516205,0.1100840996875339,0.09290872982656166,0.06099337551720889
HALLMARK_E2F_TARGETS,0.12636737365853296,0.020737017211207406,0.058813452940175114,0.047207785932991506
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.07600852757124238,-0.10133233848231213,-0.05471666667385433,-0.006097306443519736
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.05010873180675675,0.06230250727646365,0.040602434743693405,0.09170202181849796
HALLMARK_ESTROGEN_RESPONSE_LATE,0.04767942454038792,0.12191872787309903,0.08502479146683549,0.06665049207200197
HALLMARK_FATTY_ACID_METABOLISM,-0.044893536603175965,-0.031821694892212114,-0.026411065713354283,0.05788804627088717
HALLMARK_G2M_CHECKPOINT,0.06922784861678592,-0.021562770243402203,0.06056650688444774,0.07747322093465728
HALLMARK_GLYCOLYSIS,-0.036152011774797245,0.03798241076063184,0.06619711260776247,0.09204276398670068
HALLMARK_HEDGEHOG_SIGNALING,0.10770033612078188,0.015508073073555454,0.05922690798012553,0.07349792093901798
HALLMARK_HEME_METABOLISM,0.08990166689053107,0.10941592100127068,0.0708257701824052,0.0403657751709264
HALLMARK_HYPOXIA,-0.10983089287582658,-0.05759128931676751,-0.056311806335961966,0.027184506689206987
HALLMARK_IL2_STAT5_SIGNALING,0.017217017010341597,0.058830586266123926,0.05700050615424625,0.08406815326631586
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.014494675004228985,-0.030346672581279644,0.02212209929212462,0.005753697584012181
HALLMARK_INFLAMMATORY_RESPONSE,0.07363795478525106,-0.023851641720473812,-0.055770533643329116,-0.03380904592841517
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.11284676815754088,0.1027479872671,0.0656398095255309,0.023382530586482538
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.12610537567440913,-0.0486700186558156,0.011894645154806444,-0.01005599986963818
HALLMARK_KRAS_SIGNALING_DN,0.012683853641969804,0.10500818045969045,0.07146969714693957,0.08419842229722323
HALLMARK_KRAS_SIGNALING_UP,0.11494778376453942,0.06298358962855624,0.07769019284321416,0.07899830265499158
HALLMARK_MITOTIC_SPINDLE,0.05857613147642125,0.08553999768525113,0.06403694746112798,0.10080582672002432
HALLMARK_MTORC1_SIGNALING,-0.05413713341591095,-0.07901154816985655,-0.016405234152176245,0.07347579992970603
HALLMARK_MYC_TARGETS_V1,0.09426778596492746,0.12943481813890753,0.10532776483122624,0.05129978537018107
HALLMARK_MYC_TARGETS_V2,0.1160468002664002,0.04934702369945606,0.02814531536404414,0.030913145705413883
HALLMARK_MYOGENESIS,0.010192971400219002,0.07602935720804546,0.05390874693277325,0.038596084695179354
HALLMARK_NOTCH_SIGNALING,0.12301003609571345,0.13942846084533125,0.08970611509315081,0.10084616766416038
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.05951253253774214,0.13976596269949607,0.10135357475126501,0.05721698069340942
HALLMARK_P53_PATHWAY,0.08769227190679171,0.1070797950987836,0.04350646669625716,0.03635995551945374
HALLMARK_PANCREAS_BETA_CELLS,0.10633179722149978,0.13127610216937025,0.07732736803205634,0.06469336318963446
HALLMARK_PEROXISOME,0.0491250741836477,0.11853371654100467,0.0597389944449682,0.011571793549067958
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.01883397748701203,0.1083870992619138,0.09473774970099613,0.03193424830355322
HALLMARK_PROTEIN_SECRETION,0.02046194053412823,0.1049332787933105,0.09430227879968374,0.10403700624463452
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.01385758095937596,0.10926875776478819,0.09091006719522818,0.036035198123167064
HALLMARK_SPERMATOGENESIS,0.03340670233764874,0.1434019185674995,0.08286399346140311,0.10386984583533299
HALLMARK_TGF_BETA_SIGNALING,0.13816280162011402,0.09751079304555149,0.06012888578818348,0.013332287453354696
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.059108683711253725,-0.021811869662715037,0.008167506374973071,-0.008303570845709395
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.14740736072299335,0.10885186729560625,0.09249072277814928,0.05669607875095564
HALLMARK_UV_RESPONSE_DN,-0.015618490766557124,0.04992842636126311,0.030764002721844,-0.005815494924370835
HALLMARK_UV_RESPONSE_UP,-0.004675605497451597,0.06436214861896128,0.06271932781910473,0.07021109588071214
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.007183704617086453,0.08900375713563259,0.03208469058531632,0.04357864134510985
HALLMARK_XENOBIOTIC_METABOLISM,0.022254710260787767,0.08809817634025616,0.05795106159364626,0.029641979269901534
