,UKF243,UKF259,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.05927146061632689,-0.0935911760212563,-0.03814137977216929,-0.0773459248721548,-0.09939714831639111,-0.030843297167147607,0.0379822663795666,0.0791616077072902,0.07952155054712468,0.05617064235452651
HALLMARK_ALLOGRAFT_REJECTION,0.08349399285318591,0.011253077172057828,-0.10065146155003162,-0.027675724295343738,-0.0489809209730288,-0.024976988067449427,0.062478989456697775,0.06447504393122953,-0.032313153338992096,-0.009460562662988252
HALLMARK_ANDROGEN_RESPONSE,0.011716479401947198,-0.009873647939789133,-0.059982624874825134,-0.0631230951491178,-0.05255574295198312,0.02314915328609556,0.041982995643702115,0.11748922223779709,0.05188185430218426,0.08698723276003045
HALLMARK_ANGIOGENESIS,-0.0719368044734757,0.019335665700729417,0.007215878355130556,0.013498716561604748,0.016112064119801324,-0.06007793810552163,0.08695168572696743,0.1279337771845219,0.07136882909821214,0.019454230048447617
HALLMARK_APICAL_JUNCTION,0.02074259586329768,-0.06333366077844274,-0.07072375542642653,-0.08086874055497387,-0.07264265201619807,-0.032311013699240124,0.030188281518488236,0.14117843379949457,0.0873289538582064,0.07781195716528751
HALLMARK_APICAL_SURFACE,0.09115088862591232,-0.09316027860829243,-0.0851531565744828,-0.1012950946719918,-0.0937925646425843,-0.057713980827027854,0.07072977955120284,0.14240014319229266,-0.04183942055535425,0.0624267429474302
HALLMARK_APOPTOSIS,0.024244884860827664,-0.05515683234630089,0.04276609676202997,0.09699145850403973,0.07925301474741205,-0.03595942357990779,-0.028334083872107885,0.06861803706286829,0.03372884352063514,0.01388984792520062
HALLMARK_BILE_ACID_METABOLISM,0.02861510977768782,-0.07379204939808978,-0.05978948104258068,-0.061822921875745285,-0.07343429195092803,0.0075311579216934725,0.006567733912580579,0.013885335930742143,0.05402229353104758,0.11440504837131306
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.00595583356199971,-0.06901788073477787,-0.08592736975530622,-0.08544360460891066,-0.12514211297834482,0.03635298156022625,-0.007364224124285584,0.025826803770790968,0.019232088852528362,0.022357572699126815
HALLMARK_COAGULATION,0.011672534637772566,-0.08951999293821494,0.012465856022017401,0.030461450140804317,-0.04973180957402846,-0.057653884002629954,0.014686196681144802,0.14166447160732804,0.11784097946475681,0.05225222976897662
HALLMARK_COMPLEMENT,0.09954540699297033,-0.04317201936531758,-0.10899683198238724,-0.009819166350945591,-0.054854514003751284,-0.0631712602870796,0.016104755939249146,0.0526310826492638,0.05770572641732512,0.07222309367044837
HALLMARK_DNA_REPAIR,0.028826085702518146,-0.006092603659762607,-0.108355806214563,-0.07981565097795673,-0.10100421693994024,-0.043967801578552436,-0.01343606231493233,0.05502492846366407,0.059779590035639076,0.10637005034279642
HALLMARK_E2F_TARGETS,0.10188933925363725,-0.04346870838062814,-0.09515460378810219,-0.05318783166147243,-0.10090846495264481,-0.031782086321750606,0.028874765238754263,0.014605806402568216,0.06850191698440639,0.008378535378665211
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03661617810677886,0.03506256359693052,-0.020598704442427743,0.09554156232265734,0.11124850849566988,-0.0393419691266545,0.03534018187029234,0.16774642261137293,0.12455065289156327,0.032192669872738354
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.022576486127538747,-0.02606683663603135,0.011620534307135107,0.0024408723793686482,0.016778578139095498,0.012063950589857032,0.01655551927544259,0.07078320221538835,0.08571980030673527,0.0631955334766754
HALLMARK_ESTROGEN_RESPONSE_LATE,0.08490234812954718,-0.0679940318475238,-0.0756763924391638,-0.11540457939947993,-0.13833811523893066,-0.025876718769693073,0.012875887845540331,0.013546766262716791,0.03584379286180831,0.06222485507452574
HALLMARK_FATTY_ACID_METABOLISM,-0.058132265270956024,-0.001417296480090072,0.06785548425115186,0.025698540372358174,0.04780465965414808,-0.030352077812033206,0.012913553567342846,0.03923569186719446,0.05176647172778862,0.10270910574467258
HALLMARK_G2M_CHECKPOINT,-0.0021575904110931903,-0.057826282446198085,-0.09505586033807235,-0.01432745216350419,-0.08080339264426599,-0.018410266709661085,0.08361698601458056,0.033267131759437726,0.026419989598884298,0.14688175729928135
HALLMARK_GLYCOLYSIS,0.011455600812544002,-0.023200539088172746,-0.0645224066712266,-0.028587033061494398,-0.06268031897753977,-0.022898084499810598,0.03667559367275055,0.05698507147837515,0.05601218057025127,0.07619383573196817
HALLMARK_HEDGEHOG_SIGNALING,0.03409814638545366,-0.015298977248916277,0.15438364505422605,-0.0008840052399243688,-0.04798532000121792,-0.004282215273400088,-0.00768819886621976,0.027872015683098186,-0.052114494794263846,0.08149725252899026
HALLMARK_HEME_METABOLISM,0.014492660369110235,-0.0578683455477338,-0.011548278663356682,-0.08096557448956242,-0.07969086335119116,-0.028750399701544686,0.007656637611460028,0.09612310459939223,0.03238413000147521,0.08121671081255918
HALLMARK_HYPOXIA,-0.05998051141579645,0.04506706474517855,-0.08047619395103177,0.06643190283585038,0.14748903031919697,0.010019001458993062,-0.041023161730054575,-0.025037261139707195,0.07420934229093086,0.007497873543193681
HALLMARK_IL2_STAT5_SIGNALING,0.02257773182793525,-0.044237728864331596,-0.019627206792671652,-0.09349827521964732,-0.06482344464690379,0.03613372051125913,-0.001084994389321195,0.060124607101453655,0.08831085958478957,0.05622423435529105
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.08020942149236993,-0.033334386389827206,-0.04610962714923923,-0.03236082401469077,-0.11294583401591574,-0.017367817258220626,0.11006982774367421,0.08647497330916776,0.06981969761774003,0.11332573478970946
HALLMARK_INFLAMMATORY_RESPONSE,0.00727909397120087,0.01012094272782973,0.02814113487675864,0.08008195858563473,0.07117739088113535,-0.03876482799126843,-0.0008080395557150523,0.11534314925866808,0.0693083607891004,0.06786301508347187
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.09949054952007881,-0.11973800939673516,0.008436538050815177,-0.06509208515672359,-0.13745276700119938,-0.010892699170996181,0.03806349633125802,0.05479983873295741,0.03363224948407084,0.04378168970987623
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.049517075977479945,-0.040200453690094395,-0.08905964179154467,0.027402449716459006,0.053921324730129956,-0.07292125537585373,-0.005842543302378675,0.06302784416371843,0.08341986451692295,0.05693127726383409
HALLMARK_KRAS_SIGNALING_DN,0.06607250423012363,-0.11100114237762716,-0.06371706817106099,-0.10310800023571526,-0.08929569146941152,0.026920821735669332,-0.04808818484636884,0.04047809105444779,0.00566560607500962,0.08730467793109031
HALLMARK_KRAS_SIGNALING_UP,0.13243344175579924,-0.006086289962163987,-0.10091956624202414,-0.06335713430363929,-0.12226624447326619,-0.0009576413723908444,0.04070404788019867,0.10480402887726374,0.04928181739552121,-0.005970233053488441
HALLMARK_MITOTIC_SPINDLE,0.06560264656896016,-0.07599281865469087,-0.011372249462756822,-0.06274237633676238,-0.0779925455684393,0.024314082970966478,0.03756659818883393,0.10136249898625217,0.07698826108049454,0.059239520871092785
HALLMARK_MTORC1_SIGNALING,-0.022308329288627915,0.04625583740541719,-0.0737457086327379,0.049081345955328336,0.04498641632351753,-0.001635912317618684,0.057197033845161574,0.10107542976933312,0.05921383868957681,0.0881146093545049
HALLMARK_MYC_TARGETS_V1,0.05627610636254832,-0.005626927797933981,-0.11039677204525652,-0.1026704240802842,-0.10799263303045188,-0.027260249532436547,0.03423527724616195,-0.0008952100102785906,0.03317269060647708,0.03353320999259331
HALLMARK_MYC_TARGETS_V2,-0.01047518794505351,-0.005914391080305022,-0.12404436577808937,0.006503939978102527,-0.07709981317666642,-0.056248215513823585,-0.024823732454827815,0.02700854219936519,0.027584744067520837,0.0209866449135256
HALLMARK_MYOGENESIS,0.06953902716308596,-0.09160323430737989,0.017379920703650267,-0.07066699800893636,-0.09109746808049422,-0.018093798016025533,-0.017922895125809413,0.15765427583147948,0.06986200831853044,0.11170743921503916
HALLMARK_NOTCH_SIGNALING,0.038836972649974585,-0.05689262947603177,-0.11963522566990842,-0.08358311075634461,-0.11528921520004846,-0.062211395099044074,0.05352351991767909,0.032996742357652396,0.059238332705313854,0.032028744814347844
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.06710456934139555,-0.02412730242670608,-0.11557148213856658,-0.11064868660869881,-0.13245326043212433,-0.05978289336486302,-0.04854885246199664,-0.010387333638976532,-0.009691432302639753,0.1219880044762404
HALLMARK_P53_PATHWAY,0.020107545266033637,-0.004748523001260111,-0.10723454633650173,-0.07300471778052256,-0.05640618533763875,-0.004468985299758515,-0.014052755571862434,0.010191742915903659,0.0015691985774714393,0.06284591569102171
HALLMARK_PANCREAS_BETA_CELLS,0.026509078299484942,-0.08138222760539811,-0.12588953163478142,-0.07680819649643868,-0.1414049458733564,-0.07838706245154295,-0.023842085141331053,-0.0004326509322096151,-0.059334765998167734,0.033101034694795174
HALLMARK_PEROXISOME,0.032731645709305854,-0.024710116964065783,-0.0578052940758665,-0.07807306878214842,-0.09252551399346706,-0.02638887785986178,0.01244387459560428,0.02866483920635412,-0.010300427402064438,-0.11513169669362078
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.07669807200731184,-0.03755451066146146,-0.02094467150698836,-0.08454680128755396,-0.08245028891002568,0.003077174410538015,-0.04274953577324292,0.09852972642734491,0.022939986192481266,0.09037241001709598
HALLMARK_PROTEIN_SECRETION,0.07255485382637704,-0.05032583957472526,-0.09483640045932061,-0.06452294915331151,-0.11368308371331051,-0.03703306383916467,0.03436601164903504,0.07438015862176177,0.03313158640732929,0.07398861124559424
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.04675103323863749,0.02154618683173658,0.09101315737538321,-0.11603755043284397,-0.11309965621680489,0.03241428124154034,-0.0926946204996414,0.021808975790705645,-0.08537884442063225,-0.03197764883961404
HALLMARK_SPERMATOGENESIS,0.06399604763886235,-0.07086340325656869,0.01646093859565384,-0.06307858225746003,-0.13049042267525815,0.04612996372788845,-0.04083724205870911,0.02083764978988453,0.004485026665225933,0.0926672447403291
HALLMARK_TGF_BETA_SIGNALING,0.08955078879938128,-0.022090153207689003,-0.06330874005083763,-0.05894425188377315,-0.08012625684475903,0.03181396400165728,0.021006079846317013,0.14611199169992942,0.10974726204334392,0.10020876971550213
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.10881724368946098,0.022595424949318228,-0.06536758729774766,0.014263440325003226,0.01770363973406034,-0.043462790979641557,0.027516246927049775,0.011111228696849834,0.07295089641066198,-0.07840627257262858
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.025412894609377474,0.026116070697208175,-0.08689217490931885,-0.08760688756642214,-0.06240274765905509,-0.016026192866581475,-0.01035041260463658,0.07993252676274298,0.07587507023795666,0.011730233961004565
HALLMARK_UV_RESPONSE_DN,0.023088982200401127,-0.06234056710057417,-0.03201809582066442,-0.009535785109651477,-0.06389274140766389,0.05210592307946703,-0.030559991810947002,0.18402609348197185,0.07719476686241343,0.05783594158218256
HALLMARK_UV_RESPONSE_UP,0.09088267113492225,-0.0229031197818676,-0.09918956529375353,-0.05989446567447335,-0.05031370968543007,0.022630577411752104,-0.07280553298253437,0.046574874232675686,0.0021975512844149506,0.08289656535480144
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.008823552513354942,-0.026699846231126666,-0.025049600571255604,-0.02520954150430064,0.023926849332751323,-0.008021970175072918,0.09678177170612208,0.07367507118093579,0.06227485160516577,0.014026055485226587
HALLMARK_XENOBIOTIC_METABOLISM,0.04828794759524421,-0.04770792146300944,-0.10524695484628838,-0.03331506332528333,-0.0744362861588037,-0.039524445754098914,-0.020402600551038135,0.049973196861942126,0.04658787105702086,0.04373520848094344
