,UKF243,UKF248,UKF255,UKF259,UKF275,UKF313,UKF334,ZH916bulk
HALLMARK_ADIPOGENESIS,-0.03493660693794107,-0.07743796267054916,-0.15369679138071743,-0.12798643260160716,0.03776848252067081,0.030670844481740574,-0.034220101892512386,-0.003668481122184338
HALLMARK_ALLOGRAFT_REJECTION,0.07222813120772385,-0.05474551732977005,-0.11561001179684319,-0.058487995910666286,0.004313211049803595,0.061858916629074306,0.05216030974738988,-0.06497474497787199
HALLMARK_ANDROGEN_RESPONSE,0.03929864492761726,-0.04288710687822722,0.04869694215600015,0.06449766319639996,-0.016768003576234276,0.07393079993112527,0.026111926293291954,0.04481538359160075
HALLMARK_ANGIOGENESIS,0.04804156041839789,0.11381467171589782,-0.1470216493384659,0.010388043250530776,-0.0638414852787857,-0.01300148047271528,0.07649498048369485,0.054231062126398444
HALLMARK_APICAL_JUNCTION,-0.06288889874735866,-0.09895448244673374,-0.1549441640189601,-0.09083097488068617,-0.08764024752563393,0.04974008808609178,0.0012095220323339896,-0.007505311646137498
HALLMARK_APICAL_SURFACE,-0.07999480798049595,-0.12151202144381106,-0.1328960831328817,-0.14941981072518365,0.01974701823816939,0.03673579463532408,-0.05189175094432648,-0.13538758893795688
HALLMARK_APOPTOSIS,-0.014505038012223468,0.007389280612283887,0.08188766495130576,0.029805088159641578,-0.012078238584297393,-0.0031062857259966624,0.039269536370604596,-0.06850259256207919
HALLMARK_BILE_ACID_METABOLISM,-0.09284994896350256,-0.10812224749526739,-0.22962808168617088,-0.09069034679060761,-0.06190885840180943,0.060399357329081464,-0.039864075690510085,0.010170042663838407
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04069020596625015,-0.030559309233272137,-0.1169254354107674,-0.013667049673652844,-0.048795964479004465,0.051558092582285824,0.02461588687865897,-0.023649727519868147
HALLMARK_COAGULATION,-0.10605832898606468,-0.08325282439316492,-0.17801538561828054,-0.09466310174371291,-0.04728944513541657,-0.008320124532981572,-0.02545637468725505,-0.0546169845615175
HALLMARK_COMPLEMENT,-0.022113763802860634,0.00017047694540860286,-0.06562715342391516,-0.05783475923126631,-0.026408602549730854,0.06804446587729093,0.05842098836035212,-0.05175502769184277
HALLMARK_DNA_REPAIR,-0.010247747562110384,-0.07137050958761323,-0.027830189567061226,0.10082105120717112,-0.026531351768482137,0.06913555841316342,0.06199388343347097,0.10307149760945364
HALLMARK_E2F_TARGETS,-0.06865571854859018,-0.12947138616439807,-0.21901264062762574,-0.0459336912391368,-0.07400019725700373,0.035887693762390684,0.004371354889277825,-0.06477015990992997
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.03609525848746671,0.030426033807095004,0.15981396248846255,0.13858705569465313,-0.05330241807079268,-0.041457770618660905,0.10019316738274696,0.08863001794244578
HALLMARK_ESTROGEN_RESPONSE_EARLY,-0.02970699396936738,0.03765355064047093,0.005538068514520224,-0.036554329718031214,0.00957986451151893,-0.03841170370697692,-0.017101989882625422,0.06830228822151155
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.13222218460780888,-0.10976251893365851,-0.2049854880815889,-0.07304423668167219,-0.034659996918635465,0.052823958060037014,0.022136036356847952,-0.11065793102728887
HALLMARK_FATTY_ACID_METABOLISM,0.02666223160814906,0.0958480950021129,0.22731618307802937,0.11764079848339777,-0.008066607468947636,0.013277735467681151,0.026117768406078618,0.08802386429563346
HALLMARK_G2M_CHECKPOINT,0.010974080197017762,-0.08040033221290047,0.03677754288236373,-0.008172650607611508,-0.06412312582011442,0.04756082675007394,0.020906010326788824,0.05284134982771818
HALLMARK_GLYCOLYSIS,-0.018914059598130622,0.06373927053328314,-0.07522968178556844,0.029343561760502308,0.0005822034646152383,0.045202343483170405,0.053253443491259336,0.062309707247285344
HALLMARK_HEDGEHOG_SIGNALING,-0.08618855112362295,-0.04331708147643566,-0.1517631345340733,-0.015301361398397816,0.060608303965314116,0.036490980141256145,-0.08269915789585422,-0.10448110270005
