,UKF266,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH881T1
HALLMARK_ADIPOGENESIS,0.059023478341631595,0.0394507539306207,0.03129369402541278,0.0030897596855713407,0.09893293751608966,0.1276379390098338,-0.006347621042891404
HALLMARK_ALLOGRAFT_REJECTION,-0.04082613286354142,0.048804146953916515,0.02618561956176037,-0.03495782206993935,0.05968288719184063,0.05828534349134449,-0.00524300044471823
HALLMARK_ANDROGEN_RESPONSE,-0.005331604743648053,0.004367535006310681,0.025974559603997777,-0.012074319398837964,0.08158480876757015,0.1043897927043702,-0.06331059928400198
HALLMARK_ANGIOGENESIS,-0.06601764926115941,0.05223251298211231,-0.03689762888258616,-0.008626004824073576,-0.11886231891463313,0.007616735496270438,-0.057318705860896345
HALLMARK_APICAL_JUNCTION,-0.016757887853738957,0.06612102054437669,-0.016880358543902584,0.040256768238943405,0.10109408657099817,0.10214173191301598,-0.05600951916062572
HALLMARK_APICAL_SURFACE,0.05359495655524326,-0.0005017255646504741,0.07144133628340246,0.027624917946149043,0.026916274969375584,0.0837796793920903,-0.09739912962396886
HALLMARK_APOPTOSIS,-0.011396124440670057,0.049664610542810995,0.027743160616868715,-0.008150700674382413,0.0736994061031681,-0.010249641375776724,-0.05143107838809457
HALLMARK_BILE_ACID_METABOLISM,-0.031290355002050255,0.00795231927081652,0.007470413687171367,0.02261276637551126,0.04155493763299822,0.07358288154082901,0.037207126130334923
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.04096255077516411,-0.01731465669958488,-0.020748304120965514,0.03686532645519727,0.0947699568567307,0.1101154431545778,0.035980354431454926
HALLMARK_COAGULATION,-0.024297468622215063,0.044023436509413365,0.016742416932938344,-0.020549031518600692,0.05129485378607641,0.07440948923815983,-0.007860436474702479
HALLMARK_COMPLEMENT,-0.07818409310641142,0.07595000005504711,-0.00999018380790473,0.03951205041670905,0.08599698406927483,0.08371419663957902,-0.0321240975852228
HALLMARK_DNA_REPAIR,-0.01948388379630583,0.0328284039747354,0.012174991111602095,0.04499063474568607,0.09816562356518035,0.1288082819637944,-0.020410691070023253
HALLMARK_E2F_TARGETS,-0.04393034476152002,0.003369685656725786,0.011774562629264015,0.027325233100095474,0.12289933374863699,0.05396041357420241,-0.016655763380122406
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.029577953575700765,0.06564107199442483,-0.03994743867153205,-0.017823086013291085,0.006486746075469451,-0.021797830877479985,-0.08471465528202012
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.02443137755583384,0.04156344068916915,-0.029889974778934885,-0.07077824892195247,-0.018436153013972313,0.07813402940646992,-0.048620464406962376
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.056103351881347394,0.034701461606829534,0.09120427710170949,0.018827271580616433,0.08665849723989813,0.09852930863885673,-0.035091231418621444
HALLMARK_FATTY_ACID_METABOLISM,-0.039376910292724346,0.004149905736272073,0.0255732844619098,0.02149421538928419,0.04944926729488029,0.01094195294839689,-0.004800776355908324
HALLMARK_G2M_CHECKPOINT,-0.033324961971076345,0.042794802544283854,-0.021470535032661844,-0.01015931989597977,0.04944695624477125,0.057455578264517214,-0.04685696243901462
HALLMARK_GLYCOLYSIS,0.0481898080941897,0.016385432353270443,-0.012287139485360709,0.018582579467907097,-0.025871834390096788,0.09827606493443136,-0.028516801251457526
HALLMARK_HEDGEHOG_SIGNALING,0.06589452801615668,0.03738005490595216,0.026384105920585325,0.06718359348877276,0.06998342784960551,-0.025241924851242457,-0.01349157743104624
