,MGH258,UKF304,ZH1019inf,ZH8812bulk,ZH916inf
HALLMARK_ADIPOGENESIS,-0.032609603343900354,0.007722429584371227,0.09495736513987128,0.03588357208217053,0.1027170227778317
HALLMARK_ALLOGRAFT_REJECTION,0.05192985728624456,0.13280167273160315,0.030080032945052824,0.003575855503489496,0.07010887887995408
HALLMARK_ANDROGEN_RESPONSE,0.03472034380644634,0.11211809842931195,0.03210847753259985,0.027103920571343976,0.1090714284584714
HALLMARK_ANGIOGENESIS,0.09372952636860261,0.046676651619364316,0.012530521606065827,0.06167366658712679,-0.05535522454226945
HALLMARK_APICAL_JUNCTION,-0.029866119679944098,0.16004733173544308,0.11529199529686075,0.056625805423250776,0.1824443472599707
HALLMARK_APICAL_SURFACE,-0.04069627717164882,-0.003827314874430068,0.06820846919290402,0.05922737992601673,0.07205066701769397
HALLMARK_APOPTOSIS,-0.05105604184222208,0.1499334534674803,0.0489954356156188,0.024137185164269118,-0.026922756751094696
HALLMARK_BILE_ACID_METABOLISM,-0.015955166741869996,0.09803513160866183,0.06137695574462096,0.009302693202957065,0.14116382965002983
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.008527978561438103,0.15243872947601708,0.04977924122781604,-0.0020759793760303487,0.1369074431704677
HALLMARK_COAGULATION,0.011863465898135465,0.13348293750180062,0.10240398526994576,0.04221581085240935,0.11571175320277648
HALLMARK_COMPLEMENT,0.09887863601934464,0.14470402911260635,0.0638203595479253,0.0025902618490658154,0.0960275942679447
HALLMARK_DNA_REPAIR,0.01482454406533478,0.07329048135581694,0.1051517238530776,0.04014824003037353,0.15900267808415858
HALLMARK_E2F_TARGETS,0.004960543527701703,0.02635050679925985,0.07976539889006605,0.03192711159311462,0.0896287339121892
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.027305461714470333,0.15592368221351685,0.12088411353231955,0.04876050328410419,0.09728515521929533
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.015442070450383726,-0.06386678855028803,0.1131546531349385,0.04983251613002236,0.08281161759205874
HALLMARK_ESTROGEN_RESPONSE_LATE,-0.02644318895920401,0.1271988665599768,0.028701063796090942,0.05657948799631348,0.07696271941082065
HALLMARK_FATTY_ACID_METABOLISM,0.05036675588539744,0.04505895230692122,0.08460836106061803,-0.04878527950208574,0.07623466823988267
HALLMARK_G2M_CHECKPOINT,0.029408540458800755,0.10747123196430527,0.10161118032232991,0.04356660245323001,0.11491929951507163
HALLMARK_GLYCOLYSIS,-0.04300144999347532,0.010523856806256459,0.08250217260430251,0.05243481418824218,0.11181323857072145
HALLMARK_HEDGEHOG_SIGNALING,-0.0033229232276725676,-0.06484879521474138,0.06883323506778125,-0.004462210934469899,0.06115096451856566
HALLMARK_HEME_METABOLISM,-0.020829776625717285,0.057964016056854965,0.12392368469841418,0.03231896502609516,0.06436892798925112
HALLMARK_HYPOXIA,-0.06527619937990961,0.04456418696559485,0.06530852110128393,0.00394520957216924,0.06250765200733505
HALLMARK_IL2_STAT5_SIGNALING,0.04733117801062867,0.08692777238758446,0.09731652477440897,-0.033160514347332,0.12805472799567277
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.005069336514520442,0.11253094111482435,0.07247641454482819,0.022972396704541653,0.10747023124669981
HALLMARK_INFLAMMATORY_RESPONSE,0.008984845560515205,-0.024560339161174637,0.08387407285251045,0.03530963949996092,0.031261619537103914
HALLMARK_INTERFERON_ALPHA_RESPONSE,-0.0808136542771345,0.18130400097827942,0.028738654623834084,-0.030762466362794408,0.0844017687090407
HALLMARK_INTERFERON_GAMMA_RESPONSE,-0.07639399436350938,0.16152296290954973,0.1259288306944991,0.02002184868995848,0.023352903983424437
HALLMARK_KRAS_SIGNALING_DN,0.0029047038714952247,-0.009971103747250463,0.06102914757614486,0.018588208754934398,0.15292565011493256
HALLMARK_KRAS_SIGNALING_UP,0.034344194597409214,-0.08037403554882835,0.09822901667123501,0.06841459565411552,0.056292592902565046
HALLMARK_MITOTIC_SPINDLE,0.05699675646596945,0.043116766032521556,0.08453864078029219,0.04025484962934506,0.10271185111518143
HALLMARK_MTORC1_SIGNALING,0.003617459038083423,0.01976406075563689,0.10110777210011812,0.01840120794693554,0.13130696499374786
HALLMARK_MYC_TARGETS_V1,0.022215093324981876,0.009280989083961301,0.07597012924049196,0.07491504995475072,0.1743311978638961
HALLMARK_MYC_TARGETS_V2,-0.059701869699207426,0.04532312966106521,-0.0037848593419096683,0.008376892887114783,-0.03756758818218978
HALLMARK_MYOGENESIS,-0.02854260850273902,0.05048739788485529,0.10729616299480346,0.03707096362404542,0.10858794106972706
HALLMARK_NOTCH_SIGNALING,-0.031158734493323605,0.0774744951939858,0.07881537232359619,0.028878745301797973,0.017764192690713776
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.025775256869958168,0.03220599994565422,0.0840572535527826,0.042344067847655785,0.13129876601637547
HALLMARK_P53_PATHWAY,0.04046514405194303,0.06200668262070649,0.13344998666191749,0.08271184398672657,0.036739653645152526
HALLMARK_PANCREAS_BETA_CELLS,0.01195548115077106,-0.0007128347524627085,0.07856805907388215,0.06581658213075048,0.0327412736667287
HALLMARK_PEROXISOME,0.014937139123842456,0.016622073556869118,0.05976163821484041,0.017221390277337077,0.15212126736564416
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.02419892178604794,0.029431371809122066,0.09026973627208314,0.07707351712199383,0.11813576734812652
HALLMARK_PROTEIN_SECRETION,-0.02570350369538666,0.06843658531903793,0.08268350710705898,0.0548086317082293,0.09732447427122184
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,0.08641144677039606,0.13276750248984043,-0.01873143575690312,-0.028717488745015857,0.12129833816728948
HALLMARK_SPERMATOGENESIS,0.01490548149271854,-0.020506505641312886,0.014359920830278237,0.01164408407903751,0.14632298660734905
HALLMARK_TGF_BETA_SIGNALING,-0.03892963592515919,0.05026729460737933,0.057667804540378856,-0.024850880014283337,0.11277792484243804
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.06445560227752527,0.15615884157274892,0.026063647799104996,-0.009087972565710438,-0.02564737428629066
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.009786487746891176,0.040648741637614894,0.10633963612833544,0.0718915734771524,0.11539210120363609
HALLMARK_UV_RESPONSE_DN,-0.06080323369618914,-0.09645183424427331,0.04699237448897173,0.048013226077035155,0.1117823527526637
