,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
HALLMARK_ADIPOGENESIS,0.092842346271739,0.10811179522898681,0.08536874833686582,0.23796010107455856,0.10191051316935101,0.16736139635227976,0.06430621399802199,-0.20493320661661965,0.13271550812538294,-0.021144580629727662,0.20354546833387477,0.13731292657823038,0.1310740557249022,-0.018184573683342253,0.03556325876438428,0.10329757046493653,0.25215479584296047
HALLMARK_ALLOGRAFT_REJECTION,0.16081347261131956,-0.08535139308503185,0.08164286766799403,0.2346447959311662,0.13685176657456125,0.10084183199502324,-0.2809985928821694,-0.46380691677610836,0.10628089415220049,-0.09285622437608577,-0.4044406569403682,-0.07820275840568194,0.07108496952168748,-0.005083432792108586,0.0382492667940858,0.014999080582656185,-0.057436505769491795
HALLMARK_ANDROGEN_RESPONSE,0.028550711469531566,0.10312710921476863,0.07103285507271699,0.12178237733812976,0.09653272384139192,0.328922269179693,-0.19284956929206346,-0.44195352059826765,0.014151006689469878,-0.02217885241362682,-0.1774398649221774,-0.09420060723762291,0.10856026208823318,-0.036516186882908724,0.03396362914153669,0.02984178960583554,0.06753702811339837
HALLMARK_ANGIOGENESIS,-0.18042841113477961,-0.014755110350623043,0.013112220551668656,0.2223960032075628,-0.09804569335416033,-0.3622822647087494,-0.33078341574173314,-0.555668700458248,-0.32679240141369026,-0.16109199836930452,-0.36076920722897254,-0.30998671523781623,-0.010556660770269908,0.008143155263251467,-0.02838388235322865,-0.0953523050466849,-0.24750541422490757
HALLMARK_APICAL_JUNCTION,0.048900418214457494,0.0836589420746516,0.08650566348628334,0.21639788776730412,0.07826270879324092,-0.006612248371592878,-0.270018630087589,-0.41836231937680396,-0.1542468278374137,0.04630368766428791,0.04433573684022189,-0.1739542782539657,0.10052990396066169,-0.08680449177218769,0.0761488886980244,0.06652207623582625,0.2840226599484446
HALLMARK_APICAL_SURFACE,0.1643256876400282,0.15371347454096113,-0.028440700533961295,0.19071416034350216,0.050976640283993985,0.061355577078126396,0.155738730148351,0.37190782495440505,0.08145962359928972,0.11086898054737618,0.2483591442639761,-0.10393997761225286,0.10577588333355717,-0.026033604928240757,0.02302338744349094,0.17493278512688742,0.1361103781973737
HALLMARK_APOPTOSIS,0.0658407386986682,-0.039097850576264234,0.03555140167247103,-0.15640462471993014,0.06809662807920895,-0.005277072400282684,0.06919710291345062,-0.06025197561723639,-0.3068675978681636,-0.022477707949009818,-0.09911459183734286,0.17276726592331654,-0.028911878446726873,0.032771875973241,-0.00840567878065506,0.13230403134697388,0.2693187969528516
HALLMARK_BILE_ACID_METABOLISM,0.010340943743758543,0.14016808701733088,-0.006093060919105575,0.23144032323107006,0.055748340422135924,-0.021960538439116162,-0.1277088298806922,-0.5364700479907104,-0.15060127417121094,-0.07841895676779763,-0.07454629628722793,-0.07299358558303153,0.09894848238718716,0.014498657123984128,0.012485985943812785,-0.018098159573050856,0.052439133898245366
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.02013785808143112,0.13245297507931714,0.10584427094341939,0.13148479348391115,0.05819691663038292,0.03680220455171989,-0.26933785822105194,-0.3620429779145089,-0.30711771030319795,-0.03772789816000567,-0.2805501025381885,-0.25976115282469736,0.12024488765476983,-0.01574041363164403,0.05608688676343189,0.03468806532414555,0.1307276763452206
HALLMARK_COAGULATION,0.004577861789448891,-0.019135356345539194,0.01522507841455465,0.07352554907941239,0.07855367761556248,0.1337321039902494,-0.3150000220141204,-0.5380917978178922,-0.03096122350605617,-0.1959999858712875,-0.41135718753960326,-0.1576288844033361,0.09824531626750395,0.026490339760321228,0.09505308509823712,0.052947900144233284,-0.08158545214897023
