,MGH258,UKF313,ZH916T1
HALLMARK_ADIPOGENESIS,0.05287819331634311,0.04877437330280271,0.13147839115781002
HALLMARK_ALLOGRAFT_REJECTION,-0.047276625475939485,0.07277729947898065,0.13180397931041044
HALLMARK_ANDROGEN_RESPONSE,0.06748256743664016,0.07009122270858119,0.07337250980261521
HALLMARK_ANGIOGENESIS,-0.0335780594907486,-0.040839414959733,-0.05985226871747016
HALLMARK_APICAL_JUNCTION,0.10199628193350281,0.0727333185956701,0.12201211512448705
HALLMARK_APICAL_SURFACE,0.11882097708047452,0.03813266670990288,0.07670264940818049
HALLMARK_APOPTOSIS,-0.02145058595246139,0.08370476433783021,0.03389360645910196
HALLMARK_BILE_ACID_METABOLISM,0.12044723408330367,0.05118513517428529,0.07602843155435475
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.0824025575794232,0.07531996179360367,0.0561956485390503
HALLMARK_COAGULATION,-0.06035797546335313,0.006304117476333731,0.12187852481514942
HALLMARK_COMPLEMENT,-0.029349693952424632,0.08634546740080992,0.056697040254170245
HALLMARK_DNA_REPAIR,0.08915013358796894,0.0877287302649045,0.12643164488322647
HALLMARK_E2F_TARGETS,0.0765279724954679,0.029885283850211098,0.1113940537540681
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,0.09058946472137679,-0.06363039000967477,0.06727654196897602
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.03559173058546049,-0.06204898032988469,0.07284573171675572
HALLMARK_ESTROGEN_RESPONSE_LATE,0.0056812861688667,0.09553491850184684,0.023419081123204552
HALLMARK_FATTY_ACID_METABOLISM,-0.0340593940892244,-0.01632870309945586,-0.009209380033599026
HALLMARK_G2M_CHECKPOINT,0.07002612034323351,0.08730388655306115,0.0958303042305107
HALLMARK_GLYCOLYSIS,0.14248208698028075,0.03273846996895971,0.09559585106708926
HALLMARK_HEDGEHOG_SIGNALING,0.021026195786979084,0.057427592749373015,0.05179384937946638
HALLMARK_HEME_METABOLISM,0.08257437776013316,0.0871361061167321,0.08005015973999587
HALLMARK_HYPOXIA,0.12075097650321384,-0.027081524697729266,-0.011815248789670276
HALLMARK_IL2_STAT5_SIGNALING,0.024007582941396474,0.0087104828070676,0.0863712175863966
HALLMARK_IL6_JAK_STAT3_SIGNALING,0.08609254326535465,0.05320499462850456,0.05522011055393123
HALLMARK_INFLAMMATORY_RESPONSE,-0.014852983006104289,0.020435159386120286,-0.016074773890571364
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.12869198141337648,0.058775596060109445,0.1378083974134505
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.1111209884650533,0.09332543800375197,0.06227818649682056
HALLMARK_KRAS_SIGNALING_DN,0.10441593561974945,0.08611830200927989,0.07600394244520894
HALLMARK_KRAS_SIGNALING_UP,0.049204984619812174,0.06418757733596604,0.10969331860982408
HALLMARK_MITOTIC_SPINDLE,0.07670391857857517,0.09163836221533063,0.12269523942927657
HALLMARK_MTORC1_SIGNALING,0.0892850862714582,-0.016969981829616308,0.03508129032884691
HALLMARK_MYC_TARGETS_V1,0.09114128283951936,0.09079173056332593,0.08899557380437059
HALLMARK_MYC_TARGETS_V2,0.061150963046485894,0.033143984377332174,0.07853351007643522
HALLMARK_MYOGENESIS,0.08994243675214199,0.042955923745092814,0.12148663935896237
HALLMARK_NOTCH_SIGNALING,0.10351261116931008,0.09035358327090023,0.13650828472947363
HALLMARK_OXIDATIVE_PHOSPHORYLATION,0.12448156199938985,0.0723793091345839,0.12799267672008055
HALLMARK_P53_PATHWAY,-0.011250230685145404,0.06385574332296981,0.0928092776991096
HALLMARK_PANCREAS_BETA_CELLS,0.006973133741344464,0.06779590063167588,0.06157661346084454
HALLMARK_PEROXISOME,0.03963550852423685,-0.02604890037899804,0.07822962080762887
HALLMARK_PI3K_AKT_MTOR_SIGNALING,0.12384199283961117,0.06426199212950894,0.12715344019443847
HALLMARK_PROTEIN_SECRETION,0.11379608165465689,0.0825033564680327,0.08491504916386174
HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,-0.11258533094288119,0.0886716356076082,0.07798911435600936
HALLMARK_SPERMATOGENESIS,-0.012364672209992758,0.10204647954308166,0.0936478703265936
HALLMARK_TGF_BETA_SIGNALING,0.0906557118234034,0.08706014374084566,0.11855895708134787
HALLMARK_TNFA_SIGNALING_VIA_NFKB,-0.04860368863358787,0.07933352515354326,-0.054095318912300294
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,0.09050639215835196,0.08763381985356089,0.10144755718340996
HALLMARK_UV_RESPONSE_DN,0.0977118715950389,-0.04352674667872376,0.04496708941198006
HALLMARK_UV_RESPONSE_UP,0.08331096573103072,0.10057022808353556,0.07059410538821026
HALLMARK_WNT_BETA_CATENIN_SIGNALING,0.040306198388611325,-0.11348242649808502,0.11342732921448422
HALLMARK_XENOBIOTIC_METABOLISM,0.11625753143017967,0.0944511887934526,0.09559353690679175
