,UKF243,UKF259,UKF296,UKF304
HALLMARK_ADIPOGENESIS,0.11130341891114881,-0.014641082290827716,-0.026448094016760442,0.03221908018781637
HALLMARK_ALLOGRAFT_REJECTION,0.023751026919648335,0.0538834868314781,-0.03688753971157767,0.07220496731397671
HALLMARK_ANDROGEN_RESPONSE,0.037896204543473394,0.038088643085501146,0.010598853048830315,0.03162289006905922
HALLMARK_ANGIOGENESIS,0.027061159366972412,3.2305987352323175e-05,-0.02043347259790998,0.008809094497054686
HALLMARK_APICAL_JUNCTION,0.08762558082901777,0.0011881824529009768,-0.0014132811899240432,0.05600414495928873
HALLMARK_APICAL_SURFACE,0.13236997313090598,-0.014817357665097789,0.0444686348644295,0.033057717648181634
HALLMARK_APOPTOSIS,0.03392529680311087,0.025739144744793108,-0.023192555491017484,0.07013877428462827
HALLMARK_BILE_ACID_METABOLISM,0.11331361160116349,-0.02172400540809283,-0.05849708400910009,0.016033020734698616
HALLMARK_CHOLESTEROL_HOMEOSTASIS,0.05955768420369196,-0.035919856361417965,0.0006942203812079472,0.03638442591636568
HALLMARK_COAGULATION,0.07961794831398254,-0.014427047159631556,-0.060841703266837154,0.07151070487181059
HALLMARK_COMPLEMENT,0.08136771164684527,0.004979098827315452,-0.021161201331998416,0.05869882553152372
HALLMARK_DNA_REPAIR,0.07205099128259641,0.023001155540622396,-0.014856841395449679,0.05684773427347587
HALLMARK_E2F_TARGETS,0.11081484926921183,0.0203998201891374,-0.015030696545899008,0.041346962879125544
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.008645816533581893,-0.00833104965401626,-0.04966887689006522,0.05405171102858245
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.06013971616753672,0.004766821711715867,-0.02521199473291305,0.020268098485119367
HALLMARK_ESTROGEN_RESPONSE_LATE,0.09136248201938313,-0.027054305429224667,0.026082075648815255,-0.010004398971856206
HALLMARK_FATTY_ACID_METABOLISM,0.07827886867108644,0.0038369458301714837,0.012465769462212528,0.09344853467205841
HALLMARK_G2M_CHECKPOINT,0.06577412032387663,0.04239341222405036,-0.023895920123386535,0.012727545209016632
HALLMARK_GLYCOLYSIS,0.03842559190489344,0.01101738898082009,0.015417622831759861,-0.02066365267742265
HALLMARK_HEDGEHOG_SIGNALING,0.04135712872273296,-0.0030109178578521714,0.0382214024179769,0.02571547017469254
HALLMARK_HEME_METABOLISM,0.08181653836754087,0.013562474368588616,-0.03052137556332596,0.04014522126688468
HALLMARK_HYPOXIA,-0.09899594937096813,-0.015713432592495365,0.008510462450932229,0.010721878168402402
